MLSNumber,Address,Status,SoldPrice,OriginalPrice,CurrentPrice,Last List Price,DOM,PMP,ListDate,StatusDate,Agreement of Sale/Signed Lease Date,SettledDate,Concessions YN,Concessions Remarks,SellerConcessionsAmount,FinalFinancing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509920,2727 Newell Dr,Closed,"$253,000 ","$255,000 ","$255,000 ",,7,7,9/24/20,11/17/20,9/29/20,11/16/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511208,1603 London Ave,Closed,"$255,000 ","$239,900 ","$255,000 ","$239,900 ",12,12,10/13/20,12/17/20,11/4/20,12/16/20,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509770,2426 E Eric Dr,Closed,"$255,000 ","$249,000 ","$249,000 ",,6,6,10/2/20,11/17/20,10/5/20,11/17/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505268,2616 Dean Dr,Closed,"$255,000 ","$249,900 ","$249,900 ",,5,5,7/16/20,9/4/20,7/19/20,8/31/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504370,2207 E Huntington Dr,Closed,"$255,000 ","$255,000 ","$255,000 ",,9,9,7/8/20,9/9/20,7/11/20,8/31/20,Yes,,"$7,650 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504172,2410 Owen Dr,Closed,"$255,000 ","$265,000 ","$255,000 ","$259,000 ",44,44,7/3/20,10/1/20,8/15/20,9/29/20,Yes,,"$6,000 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518736,1317 Chalet Dr,Closed,"$257,000 ","$249,900 ","$249,900 ",,7,7,12/31/20,3/26/21,1/21/21,3/18/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502990,2419 Hartley Pl,Closed,"$258,000 ","$274,900 ","$258,000 ","$265,000 ",33,33,6/11/20,8/20/20,7/13/20,8/20/20,Yes,Credit,"$5,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC520832,2450 W Eric Dr,Closed,"$259,900 ","$274,900 ","$259,900 ","$269,900 ",18,18,2/12/21,4/23/21,3/1/21,4/23/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518054,2413 E Eric Dr,Closed,"$259,900 ","$259,900 ","$259,900 ",,3,3,12/11/20,12/30/20,12/12/20,12/30/20,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507544,2402 E Eric Dr,Closed,"$259,900 ","$259,900 ","$259,900 ",,6,6,8/19/20,10/7/20,8/24/20,10/7/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523178,2712 Bardell Dr,Closed,"$260,000 ","$199,900 ","$199,900 ",,6,6,3/24/21,4/27/21,3/30/21,4/26/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC522706,903 Bradley Dr,Closed,"$260,000 ","$259,900 ","$259,900 ",,14,14,3/19/21,5/14/21,4/1/21,5/7/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC522466,2203 Milltown Rd,Closed,"$260,000 ","$269,900 ","$260,000 ","$249,900 ",12,12,3/25/21,5/10/21,4/5/21,5/7/21,Yes,,"$1,800 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC503184,2438 Owen Dr,Closed,"$260,000 ","$254,900 ","$254,900 ",,8,8,7/6/20,8/24/20,7/12/20,8/21/20,Yes,,"$5,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509278,2814 Bexley Ct,Closed,"$261,000 ","$250,000 ","$250,000 ",,4,4,9/18/20,10/19/20,9/21/20,10/19/20,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508528,2205 Fenton Dr,Closed,"$261,000 ","$249,900 ","$249,900 ",,7,7,9/9/20,10/27/20,9/15/20,10/23/20,Yes,,"$5,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509890,2107 Elder Dr,Closed,"$262,000 ","$255,000 ","$255,000 ",,5,5,9/29/20,12/23/20,10/5/20,12/23/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC519792,2914 Mattahoon Rd,Closed,"$262,500 ","$260,000 ","$260,000 ",,2,2,1/21/21,2/5/21,1/23/21,2/5/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507850,2306 Frann Dr,Closed,"$263,000 ","$259,000 ","$259,000 ",,3,3,9/14/20,10/30/20,9/16/20,10/30/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC501244,58 Marta Dr,Closed,"$263,000 ","$259,900 ","$259,900 ",,6,6,6/1/20,8/5/20,6/2/20,7/31/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC499874,11 Cornell Rd,Closed,"$264,000 ","$269,000 ","$269,000 ",,34,34,4/20/20,7/30/20,6/25/20,7/30/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523992,2509 Lindell Rd,Closed,"$265,000 ","$284,900 ","$274,900 ","$284,900 ",9,9,4/8/21,5/7/21,4/16/21,5/7/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521572,2315 Spruce Ave,Closed,"$265,000 ","$314,900 ","$279,900 ","$299,900 ",16,16,3/4/21,5/3/21,3/19/21,5/3/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521126,132 Attic Ct,Closed,"$265,000 ","$260,000 ","$260,000 ",,5,5,2/18/21,3/19/21,2/22/21,3/19/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC519780,4852 Weatherhill Dr,Closed,"$265,000 ","$255,000 ","$265,000 ","$255,000 ",3,3,2/16/21,3/25/21,2/18/21,3/25/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC519702,2621 Sherwood Dr,Closed,"$265,000 ","$265,000 ","$265,000 ",,7,7,1/20/21,3/1/21,1/26/21,3/1/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507654,3421 Pebble Beach Dr,Closed,"$265,000 ","$259,900 ","$265,000 ","$259,900 ",3,3,9/4/20,10/13/20,9/5/20,10/13/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507868,1810 School Ln,Closed,"$265,000 ","$265,000 ","$265,000 ",,3,3,8/27/20,10/5/20,8/29/20,10/5/20,Yes,3% SA,"$7,950 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC506164,132 Steven Ln,Closed,"$265,000 ","$275,000 ","$275,000 ",,4,4,8/8/20,9/24/20,8/11/20,9/24/20,Yes,,"$5,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504290,623 Cranhill Dr,Closed,"$265,000 ","$269,000 ","$269,000 ",,53,53,7/3/20,9/25/20,8/23/20,9/25/20,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC503704,2461 Owen Dr,Closed,"$265,000 ","$260,000 ","$260,000 ",,12,12,6/27/20,10/14/20,8/19/20,10/13/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502098,4639 Griffin Dr,Closed,"$266,000 ","$259,900 ","$259,900 ",,3,3,6/2/20,7/25/20,6/3/20,7/24/20,Yes,,"$3,750 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510674,3014 Ridgevale Rd,Closed,"$266,350 ","$315,000 ","$299,000 ","$315,000 ",38,38,10/10/20,12/11/20,11/21/20,12/11/20,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512772,4805 Barker Rd,Closed,"$267,500 ","$274,900 ","$269,900 ","$274,900 ",19,19,11/6/20,12/30/20,11/24/20,12/30/20,Yes,Repairs,"$3,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510948,130 Steven Ln,Closed,"$267,900 ","$275,000 ","$269,900 ","$273,000 ",63,83,10/9/20,1/7/21,12/10/20,1/7/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518896,2115 Oak St,Closed,"$269,000 ","$259,900 ","$259,900 ",,4,4,1/5/21,2/26/21,1/8/21,2/26/21,No,,,FHA203b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521652,2106 Louisa Ave,Closed,"$269,900 ","$279,900 ","$269,900 ","$279,000 ",38,38,3/2/21,5/14/21,4/8/21,5/14/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521392,2413 Alister Dr,Closed,"$269,900 ","$269,900 ","$269,900 ",,1,1,2/22/21,4/10/21,2/22/21,4/9/21,Yes,,"$2,690 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512116,4818 Old Capitol Trl,Closed,"$269,900 ","$269,900 ","$269,900 ",,14,14,10/28/20,12/17/20,11/9/20,12/17/20,Yes,,"$9,415 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511652,2208 Wyncote Dr,Closed,"$269,900 ","$269,900 ","$269,900 ",,14,14,10/23/20,12/11/20,11/5/20,12/11/20,Yes,,"$8,097 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511272,24 Whitehall Cir,Closed,"$269,900 ","$269,900 ","$269,900 ",,3,3,10/16/20,12/4/20,10/18/20,12/4/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502628,2218 W Saint Joseph St,Closed,"$269,900 ","$265,000 ","$269,900 ","$265,000 ",5,5,6/8/20,7/28/20,6/11/20,7/27/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500054,5 E Kenmore Dr,Closed,"$269,900 ","$269,900 ","$269,900 ",,17,17,4/23/20,7/23/20,5/9/20,7/17/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524096,1 Albertson Blvd,Closed,"$270,000 ","$254,900 ","$270,000 ","$254,900 ",8,8,4/8/21,5/30/21,4/15/21,5/26/21,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523824,4836 Plum Run Ct,Closed,"$270,000 ","$265,000 ","$265,000 ",,6,6,4/8/21,5/7/21,4/13/21,5/7/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523226,3002 Charing Cross,Closed,"$270,000 ","$254,900 ","$254,900 ",,4,4,3/26/21,4/30/21,3/29/21,4/30/21,Yes,,$635 ,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518778,5303 Pinehurst Dr,Closed,"$270,000 ","$279,900 ","$279,900 ",,5,5,1/15/21,2/24/21,1/19/21,2/23/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC517436,2009 Lynch Dr,Closed,"$270,000 ","$259,900 ","$270,000 ","$259,900 ",6,6,11/24/20,1/25/21,12/15/20,1/22/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505656,1902 E Zabenko Dr,Closed,"$270,000 ","$265,000 ","$270,000 ","$265,000 ",12,12,7/21/20,9/4/20,7/30/20,9/3/20,Yes,,"$1,200 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505228,4530 Shady Dr,Closed,"$270,000 ","$275,000 ","$275,000 ",,1,1,7/16/20,8/17/20,7/16/20,8/17/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505072,141 Steven Ln,Closed,"$270,000 ","$270,000 ","$270,000 ",,0,0,7/17/20,8/15/20,7/17/20,8/14/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504912,2008 Lynch Dr,Closed,"$270,000 ","$270,000 ","$270,000 ",,8,8,7/16/20,9/29/20,8/12/20,9/29/20,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500810,37 Whitehall Cir,Closed,"$270,000 ","$264,900 ","$264,900 ",,2,2,5/8/20,6/19/20,5/9/20,6/19/20,No,None,$,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC517760,4657 Bailey Dr,Closed,"$271,000 ","$250,000 ","$271,000 ","$250,000 ",4,4,12/8/20,1/29/21,12/11/20,1/29/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523028,2470 Hammond Pl,Closed,"$272,000 ","$265,000 ","$272,000 ","$265,000 ",6,6,3/28/21,5/3/21,4/2/21,5/3/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC516974,1 Marta Drive,Closed,"$272,500 ","$272,500 ","$272,500 ",,6,6,11/18/20,1/8/21,11/23/20,1/8/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC499614,538 Southampton Ln,Closed,"$274,900 ","$279,000 ","$274,900 ","$279,000 ",45,45,4/13/20,6/30/20,5/27/20,6/30/20,Yes,,"$10,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC520688,5 Dartmouth Rd,Closed,"$275,000 ","$260,000 ","$275,000 ","$260,000 ",5,5,2/12/21,4/2/21,2/22/21,4/2/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518402,18 E Marta Dr,Closed,"$275,000 ","$274,900 ","$274,900 ",,8,8,12/21/20,1/27/21,12/22/20,1/27/21,Yes,,"$1,100 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC517478,2214 Wyncote Dr,Closed,"$275,000 ","$260,000 ","$260,000 ",,7,7,12/1/20,1/13/21,12/4/20,1/12/21,Yes,,"$1,300 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504088,2132 Barr Rd,Closed,"$275,000 ","$279,000 ","$279,000 ",,16,16,6/29/20,8/17/20,7/13/20,8/17/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502162,2437 W Eric Dr,Closed,"$275,000 ","$274,900 ","$274,900 ",,3,3,5/28/20,7/1/20,5/30/20,6/30/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518502,13 Byrd Ct,Closed,"$276,000 ","$275,000 ","$275,000 ",,5,5,1/5/21,2/17/21,1/9/21,2/12/21,Yes,,"$4,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC503514,4804 Hogan Dr,Closed,"$276,000 ","$282,000 ","$282,000 ",,12,12,6/26/20,8/17/20,6/30/20,8/14/20,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505550,195 Steven Ln,Closed,"$277,000 ","$287,000 ","$287,000 ",,19,19,7/24/20,9/30/20,8/11/20,9/30/20,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502730,147 Steven Ln,Closed,"$277,000 ","$279,900 ","$279,900 ",,3,3,6/8/20,8/3/20,6/9/20,7/24/20,Yes,,$150 ,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523610,8 Center Cir,Closed,"$278,000 ","$259,900 ","$279,900 ","$259,900 ",5,5,4/1/21,5/8/21,4/5/21,5/7/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC506182,320 Nicholas Ct,Closed,"$279,000 ","$279,000 ","$279,000 ",,6,6,7/29/20,9/8/20,8/3/20,9/8/20,Yes,,"$8,370 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC522770,1308 Braken Ave,Closed,"$280,000 ","$300,000 ","$279,900 ","$300,000 ",14,14,3/25/21,5/24/21,4/15/21,5/24/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC519970,3208 Charing Cross,Closed,"$280,000 ","$250,000 ","$250,000 ",,4,4,1/26/21,3/29/21,1/29/21,3/29/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512964,4622 Bailey Dr,Closed,"$280,000 ","$279,000 ","$279,000 ",,4,4,11/13/20,1/19/21,11/16/20,1/15/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510870,2603 Pike Creek Rd,Closed,"$280,000 ","$274,900 ","$274,900 ",,5,5,10/6/20,11/12/20,10/11/20,11/12/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504250,2308 Saint Francis St,Closed,"$280,000 ","$269,999 ","$280,000 ","$269,999 ",3,3,7/1/20,8/14/20,7/4/20,8/14/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502846,518 Southampton Ln,Closed,"$280,000 ","$279,900 ","$279,900 ",,2,2,6/10/20,7/15/20,6/11/20,7/15/20,Yes,,"$1,500 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC501718,2106 Nicholby Dr,Closed,"$280,000 ","$280,000 ","$280,000 ",,1,1,5/21/20,6/12/20,5/21/20,6/12/20,Yes,,"$8,400 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC501514,44 Yearsley Dr,Closed,"$280,000 ","$275,000 ","$275,000 ",,2,2,5/18/20,6/26/20,5/18/20,6/25/20,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC519984,2504 Duncan Rd,Closed,"$281,500 ","$259,500 ","$282,000 ","$259,500 ",5,5,1/28/21,3/21/21,2/1/21,3/18/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC517904,2117 Armour Dr,Closed,"$282,000 ","$277,000 ","$282,000 ","$277,000 ",3,16,12/28/20,2/5/21,12/30/20,2/5/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524594,9 St Thomas Ct,Closed,"$283,000 ","$289,900 ","$289,900 ",,7,7,4/16/21,5/25/21,4/21/21,5/25/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509496,627 Dandenog Dr,Closed,"$283,000 ","$295,000 ","$285,000 ","$295,000 ",54,54,9/19/20,12/16/20,11/11/20,12/15/20,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511076,1910 E Zabenko Dr,Closed,"$284,900 ","$284,900 ","$284,900 ",,4,4,10/14/20,12/1/20,10/17/20,11/30/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505436,2513 Emerson Dr,Closed,"$284,900 ","$294,900 ","$284,900 ","$294,900 ",35,35,7/24/20,10/30/20,9/23/20,10/30/20,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524090,2511 Dean Dr,Closed,"$285,000 ","$270,000 ","$285,000 ","$270,000 ",3,3,4/9/21,5/23/21,4/11/21,5/20/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523110,2709 Skylark Rd,Closed,"$285,000 ","$264,900 ","$294,900 ","$264,900 ",4,4,3/26/21,4/30/21,3/29/21,4/30/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC522916,10 Dorking Ct,Closed,"$285,000 ","$275,000 ","$275,000 ",,5,5,4/2/21,5/4/21,4/5/21,5/3/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518266,2607 Baxter Dr,Closed,"$285,000 ","$300,000 ","$289,900 ","$300,000 ",9,9,12/21/20,2/19/21,12/29/20,2/19/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC517110,4408 Old Capitol Trl,Closed,"$285,000 ","$269,900 ","$269,900 ",,4,4,11/20/20,12/31/20,11/23/20,12/31/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511138,135 Steven Ln,Closed,"$285,000 ","$282,900 ","$282,900 ",,1,1,10/17/20,11/16/20,10/17/20,11/16/20,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505628,5801 Stone Pine Rd,Closed,"$285,000 ","$289,900 ","$289,900 ",,1,1,7/22/20,9/24/20,7/22/20,9/24/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502176,2420 Owen Dr,Closed,"$285,000 ","$269,999 ","$289,999 ","$269,999 ",4,4,5/29/20,7/1/20,5/31/20,6/30/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500720,2708 Barnsley Rd,Closed,"$285,000 ","$285,000 ","$285,000 ",,12,12,5/7/20,6/22/20,5/17/20,6/19/20,Yes,,"$5,000 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC499182,4806 Hogan Dr,Closed,"$285,000 ","$289,900 ","$289,900 ",,15,15,4/2/20,6/19/20,5/7/20,6/19/20,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505202,2128 Nicholby Dr,Closed,"$286,000 ","$290,000 ","$290,000 ",,1,1,7/13/20,9/25/20,7/14/20,9/23/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC503196,2422 Owen Dr,Closed,"$287,000 ","$275,000 ","$275,000 ","$287,000 ",5,5,6/19/20,7/31/20,6/23/20,7/30/20,Yes,,"$9,000 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC498416,990 Glackens Ln,Closed,"$287,000 ","$309,900 ","$287,000 ","$299,995 ",77,77,3/20/20,7/10/20,6/4/20,7/10/20,Yes,Seller reduced the price by $5K to account for polybutene piping,"$5,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500842,2413 E Parris Dr,Closed,"$287,500 ","$300,000 ","$300,000 ",,59,59,5/12/20,9/19/20,7/1/20,8/14/20,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512366,5522 Doral Dr,Closed,"$289,000 ","$289,000 ","$289,000 ",,7,7,11/1/20,1/6/21,12/18/20,12/31/20,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512294,5420 Pinehurst Dr,Closed,"$289,000 ","$284,000 ","$290,000 ","$284,000 ",6,6,11/2/20,12/23/20,11/6/20,12/22/20,Yes,,"$5,000 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510346,2410 Darnay Ln,Closed,"$289,900 ","$289,900 ","$289,900 ",,5,5,10/1/20,12/19/20,10/5/20,12/18/20,Yes,,$,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505732,2207 W Saint Joseph St,Closed,"$289,900 ","$279,900 ","$279,900 ",,6,6,7/30/20,9/18/20,7/31/20,9/18/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524416,2619 Salem Dr,Closed,"$290,000 ","$285,000 ","$285,000 ",,8,8,4/26/21,5/28/21,5/2/21,5/28/21,Yes,,"$3,875 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC517144,2629 Crossgates Dr,Closed,"$290,000 ","$305,000 ","$305,000 ",,1,1,2/5/21,3/17/21,2/6/21,3/17/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC519976,2213 E Huntington Dr,Closed,"$290,000 ","$285,000 ","$301,000 ","$285,000 ",10,10,2/19/21,3/30/21,2/28/21,3/30/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518648,4820 Plum Run Ct,Closed,"$290,000 ","$279,000 ","$279,000 ",,7,7,12/28/20,2/5/21,1/1/21,2/5/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC517224,2105 Saint Francis St,Closed,"$290,000 ","$289,000 ","$289,000 ",,5,5,11/26/20,1/8/21,12/1/20,1/7/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510956,173 Steven Ln,Closed,"$290,000 ","$277,000 ","$277,000 ",,4,4,10/8/20,12/15/20,10/12/20,12/15/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507596,2721 Pickering Rd,Closed,"$290,000 ","$289,000 ","$294,900 ","$289,000 ",11,11,8/24/20,10/22/20,9/14/20,10/16/20,No,,"$5,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC506354,16 Carsdale Ct,Closed,"$290,000 ","$300,000 ","$300,000 ",,8,8,7/31/20,9/17/20,8/7/20,9/16/20,Yes,,"$6,000 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507960,2611 Fogg Ln,Closed,"$290,500 ","$289,900 ","$289,900 ",,6,6,9/10/20,10/7/20,9/15/20,10/7/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC506106,4641 Griffin Dr,Closed,"$290,500 ","$285,500 ","$285,500 ",,3,3,7/29/20,9/18/20,7/31/20,9/17/20,Yes,,"$10,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC517092,433 Woodstock Ln,Closed,"$292,000 ","$299,900 ","$299,900 ",,2,2,11/20/20,1/15/21,11/21/20,1/15/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC506082,5541 Doral Dr,Closed,"$292,000 ","$289,000 ","$296,000 ","$289,000 ",9,9,7/28/20,9/26/20,8/4/20,9/25/20,Yes,,"$2,500 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC503140,2619 Turnstone Dr,Closed,"$292,000 ","$279,000 ","$290,000 ","$279,000 ",10,10,6/17/20,8/20/20,7/20/20,8/19/20,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518576,827 N Waterford Ln,Closed,"$292,500 ","$292,500 ","$292,500 ",,15,15,12/29/20,3/11/21,1/11/21,3/11/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
