MLSNumber,Days_on_Market,Orig_List_Price,Month,Year,Zip_Code,SchoolDistrict,AnnualTax,LotAcres,SubdivisionNeighborhood,Municipality,Lot,OwnerOccupied,TotalLandAsmt,TotalBldgAsmt,PropertyClass,YearBuilt,Bedrooms,Baths,Basement_YN,Garage_YN,AboveGradeSqFt,BelowGradeSqFt,Condo/Coop_Assoc_YN,Central_Air_YN,HOA_YN,Age,Ownership,Structure_Type,InteriorSqFt,NumberofStories,DaysOnMarket_Buckets
DENC509864,3.0,489900.0,9,2020,19803,Brandywine,6198,0.35,Woodbrook,Brandywine Hundred,1,True,26300,148900,Residential,1963,4.0,3.0,Yes,Yes,2575.0,0.0,No,Yes,Yes,1963.0,FeeSimple,Detached,2575.0,"Main,Upper1",Less than 2 months
DENC508432,35.0,550000.0,9,2020,19803,Brandywine,4015,0.21,Hawthorne Estates,Brandywine Hundred,376,False,13500,100000,Residential,1997,4.0,3.0,Yes,Yes,2700.0,0.0,No,Yes,Yes,1997.0,FeeSimple,Detached,2700.0,"Main,Upper1",Less than 2 months
DENC500120,33.0,525000.0,4,2020,19803,Brandywine,5214,0.37,Tavistock,Brandywine Hundred,48,True,29200,118200,Residential,1974,4.0,3.0,Yes,Yes,2468.0,336.0,No,Yes,Yes,1974.0,FeeSimple,Detached,2804.0,"Main,Upper1",Less than 2 months
DENC502782,17.0,549900.0,6,2020,19803,Brandywine,5030,0.76,Pembrey,Brandywine Hundred,177,False,25200,117000,Residential,1949,4.0,3.0,Yes,Yes,3150.0,295.0,No,Yes,No,1949.0,FeeSimple,Detached,3445.0,"Main,Upper1",Less than 2 months
DENC512478,17.0,535000.0,11,2020,19803,Brandywine,4563,0.4,Sharpley,Brandywine Hundred,269,True,20900,108100,Residential,1965,4.0,3.0,Yes,Yes,2525.0,0.0,No,Yes,No,1965.0,FeeSimple,Detached,2525.0,"Main,Upper1",Less than 2 months
DENC522440,3.0,500000.0,3,2021,19803,Brandywine,5342,0.55,Surrey Park,Brandywine Hundred,125,True,27900,123100,Residential,1967,5.0,3.0,Yes,Yes,2625.0,0.0,No,Yes,No,1967.0,FeeSimple,Detached,2625.0,"Main,Upper1",Less than 2 months
DENC520034,1.0,550000.0,1,2021,19803,Brandywine,4737,0.7,Woodshire,Brandywine Hundred,210,False,27700,106200,Residential,1950,3.0,3.0,Yes,Yes,2800.0,0.0,No,Yes,No,1950.0,FeeSimple,Detached,2800.0,Main,Less than 2 months
DENC512900,1.0,532000.0,11,2020,19803,Brandywine,4146,0.35,Woodbrook,Brandywine Hundred,7,True,26300,90900,Residential,1960,4.0,3.0,Yes,Yes,2250.0,0.0,No,Yes,No,1960.0,FeeSimple,Detached,2250.0,"Main,Upper1",Less than 2 months
DENC518964,32.0,549900.0,1,2021,19803,Brandywine,5773,0.45,Woodshire,Brandywine Hundred,209,False,27100,136100,Residential,1969,4.0,3.0,Yes,Yes,3950.0,0.0,No,Yes,No,1969.0,FeeSimple,Detached,3950.0,"Main,Upper1",Less than 2 months
DENC519722,3.0,550000.0,1,2021,19803,Brandywine,6566,0.42,Edenridge,Brandywine Hundred,173,True,29100,156500,Residential,1974,5.0,4.0,Yes,Yes,3375.0,0.0,No,Yes,Yes,1974.0,FeeSimple,Detached,3375.0,"Main,Upper1",Less than 2 months
DENC519692,27.0,564900.0,1,2021,19803,Brandywine,4868,0.0,Village Of Brandywine,Brandywine Hundred,004.C.0343,False,22000,115600,Residential,2012,3.0,4.0,Yes,Yes,3325.0,0.0,Yes,Yes,No,2012.0,Condominium,End of Row/Townhouse,3325.0,"Lower1,Main,Upper1",Less than 2 months
DENC518392,1.0,535000.0,12,2020,19803,Brandywine,5310,0.39,Brookstone,Brandywine Hundred,252,False,26600,123500,Residential,1998,4.0,3.0,Yes,Yes,3100.0,0.0,No,Yes,No,1998.0,FeeSimple,Detached,3100.0,"Main,Upper1",Less than 2 months
DENC503974,44.0,585000.0,6,2020,19803,Brandywine,6233,0.36,Weldin Woods,Brandywine Hundred,127,True,26400,149800,Residential,1972,5.0,3.0,Yes,Yes,3450.0,0.0,No,Yes,Yes,1972.0,FeeSimple,Detached,3450.0,"Main,Upper1",Less than 2 months
DENC499424,9.0,549900.0,4,2020,19803,Brandywine,5671,0.39,Surrey Park,Brandywine Hundred,86,False,26600,133700,Residential,1971,4.0,4.0,Yes,Yes,2900.0,0.0,No,Yes,No,1971.0,FeeSimple,Detached,2900.0,"Main,Upper1",Less than 2 months
DENC512886,3.0,545000.0,11,2020,19803,Brandywine,5741,0.32,Tavistock,Brandywine Hundred,21,True,28600,133700,Residential,1973,4.0,3.0,Yes,Yes,2550.0,1407.0,No,Yes,Yes,1973.0,FeeSimple,Detached,3957.0,"Main,Upper1",Less than 2 months
DENC512092,2.0,559000.0,10,2020,19803,Brandywine,5465,0.38,Woodbrook,Brandywine Hundred,30,True,26500,128000,Residential,1958,3.0,3.0,Yes,Yes,3100.0,0.0,No,Yes,No,1958.0,FeeSimple,Detached,3100.0,"Main,Upper1",Less than 2 months
DENC511408,6.0,559900.0,10,2020,19803,Brandywine,5080,0.65,Weldin Park,Brandywine Hundred,54,True,24500,119100,Residential,1978,5.0,4.0,Yes,Yes,3200.0,0.0,No,Yes,Yes,1978.0,FeeSimple,Detached,3200.0,"Lower1,Main,Upper1",Less than 2 months
DENC500820,5.0,545000.0,5,2020,19803,Brandywine,6654,0.62,Weldin Farms,Brandywine Hundred,50,True,28400,159700,Residential,1984,4.0,3.0,Yes,Yes,3000.0,725.0,No,Yes,No,1984.0,FeeSimple,Detached,3725.0,"Main,Upper1",Less than 2 months
DENC499784,117.0,599900.0,4,2020,19803,Brandywine,6410,0.37,Tavistock,Brandywine Hundred,22,True,29200,152000,Residential,1971,4.0,3.0,Yes,Yes,3150.0,0.0,No,Yes,No,1971.0,FeeSimple,Detached,3150.0,"Lower1,Main,Upper1",More than 2 months
DENC520778,3.0,519000.0,2,2021,19803,Brandywine,4592,0.34,Webster Farm,Brandywine Hundred,190,True,29300,100500,Residential,1966,3.0,3.0,Yes,Yes,3750.0,1290.0,No,Yes,Yes,1966.0,FeeSimple,Detached,5040.0,"Main,Upper1",Less than 2 months
DENC505334,6.0,569500.0,7,2020,19803,Brandywine,4783,0.31,Sharpley,Brandywine Hundred,20,True,19800,115400,Residential,1963,5.0,3.0,Yes,Yes,2350.0,0.0,No,Yes,No,1963.0,FeeSimple,Detached,2350.0,"Main,Upper1",Less than 2 months
DENC498388,97.0,614900.0,4,2020,19803,Brandywine,7047,0.52,Edenridge,Brandywine Hundred,163,True,30000,169200,Residential,1980,4.0,4.0,Yes,Yes,4000.0,1239.0,No,Yes,No,1980.0,FeeSimple,Detached,5239.0,"Lower1,Main,Upper1",More than 2 months
DENC508538,24.0,689000.0,9,2020,19803,Brandywine,5964,1.03,Pembrey,Brandywine Hundred,2,True,24700,143900,Residential,1799,5.0,6.0,Yes,Yes,5250.0,0.0,No,Yes,No,1799.0,FeeSimple,Detached,5250.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC508982,4.0,539900.0,9,2020,19803,Brandywine,4875,0.26,Sharpley,Brandywine Hundred,163,True,19200,118600,Residential,1963,6.0,4.0,Yes,Yes,3175.0,0.0,No,Yes,Yes,1963.0,FeeSimple,Detached,3175.0,"Main,Upper1",Less than 2 months
DENC511288,6.0,569900.0,10,2020,19803,Brandywine,5221,0.35,Surrey Park,Brandywine Hundred,121,True,26300,121300,Residential,1972,4.0,3.0,Yes,Yes,2525.0,600.0,No,Yes,Yes,1972.0,FeeSimple,Detached,3125.0,"Lower1,Main,Upper1",Less than 2 months
DENC511986,1.0,549000.0,10,2020,19803,Brandywine,5190,0.32,Sharpley,Brandywine Hundred,191,True,20000,126700,Residential,1962,4.0,3.0,Yes,Yes,2850.0,0.0,No,Yes,No,1962.0,FeeSimple,Detached,2850.0,"Main,Upper1",Less than 2 months
DENC509990,78.0,609000.0,9,2020,19803,Brandywine,6435,0.45,Edenridge,Brandywine Hundred,121,True,29400,152500,Residential,1979,4.0,4.0,Yes,Yes,3075.0,0.0,No,Yes,Yes,1979.0,FeeSimple,Detached,3075.0,"Lower1,Main,Upper1",More than 2 months
DENC505978,7.0,585500.0,7,2020,19803,Brandywine,5002,0.22,Gardens Of Penny L,Brandywine Hundred,369,False,13600,127800,Residential,1991,4.0,6.0,Yes,Yes,3275.0,0.0,No,Yes,No,1991.0,FeeSimple,Detached,3275.0,"Lower1,Main,Upper1",Less than 2 months
DENC509720,4.0,565000.0,9,2020,19803,Brandywine,4673,0.51,Deerhurst,Brandywine Hundred,379,True,16100,116000,Residential,1952,4.0,3.0,Yes,Yes,3200.0,0.0,No,Yes,Yes,1952.0,FeeSimple,Detached,3200.0,"Main,Upper1",Less than 2 months
DENC506494,6.0,575000.0,8,2020,19803,Brandywine,5140,0.28,Tavistock,Brandywine Hundred,15,True,28100,117200,Residential,1972,4.0,3.0,Yes,Yes,2350.0,0.0,No,Yes,Yes,1972.0,FeeSimple,Detached,2350.0,"Lower1,Main,Upper1",Less than 2 months
DENC508360,1.0,580000.0,9,2020,19803,Brandywine,5483,0.35,Weldin Farms,Brandywine Hundred,99,True,26300,128700,Residential,1977,4.0,3.0,Yes,Yes,2400.0,0.0,No,Yes,Yes,1977.0,FeeSimple,Detached,2400.0,"Lower1,Main,Upper1",Less than 2 months
DENC499504,57.0,620000.0,4,2020,19803,Brandywine,6371,0.4,Edenridge,Brandywine Hundred,74,True,30400,149700,Residential,1967,4.0,3.0,Yes,Yes,2936.0,518.0,No,Yes,Yes,1967.0,FeeSimple,Detached,3454.0,"Main,Upper1",Less than 2 months
DENC522166,3.0,560000.0,3,2021,19803,Brandywine,4977,0.26,Sharpley,Brandywine Hundred,130,True,19200,121500,Residential,1971,4.0,3.0,Yes,Yes,2700.0,0.0,No,Yes,Yes,1971.0,FeeSimple,Detached,2700.0,"Main,Upper1",Less than 2 months
DENC500232,2.0,599900.0,5,2020,19803,Brandywine,3944,0.52,Welshire,Brandywine Hundred,7,True,25000,86500,Residential,1955,4.0,3.0,Yes,Yes,3196.0,0.0,No,Yes,Yes,1955.0,FeeSimple,Detached,3196.0,"Main,Upper1",Less than 2 months
DENC508104,18.0,624000.0,8,2020,19803,Brandywine,6516,0.42,Edenridge,Brandywine Hundred,37,True,29100,155100,Residential,1974,4.0,3.0,Yes,Yes,3725.0,640.0,No,Yes,Yes,1974.0,FeeSimple,Detached,4365.0,"Lower1,Main,Upper1",Less than 2 months
DENC507122,3.0,575000.0,8,2020,19803,Brandywine,6265,0.41,Surrey Park,Brandywine Hundred,115,True,26800,150300,Residential,1969,4.0,5.0,Yes,Yes,5525.0,0.0,No,Yes,Yes,1969.0,FeeSimple,Detached,5525.0,"Lower1,Main,Upper1",Less than 2 months
DENC496512,66.0,625000.0,3,2020,19803,Brandywine,4836,0.16,Kendall,Brandywine Hundred,347,True,11500,125200,Residential,1996,4.0,4.0,Yes,Yes,2650.0,0.0,No,Yes,Yes,1996.0,FeeSimple,Detached,2650.0,"Lower1,Main,Upper1",More than 2 months
DENC2021526,4.0,498000.0,4,2022,19803,Brandywine,4171,0.0,Village Of Brandywine,Brandywine Hundred,004.C.0216,True,22000,95900,Residential,2016,3.0,3.0,Yes,Yes,2100.0,0.0,Yes,Yes,No,2016.0,FeeSimple,End of Row/Townhouse,2100.0,"Main,Upper1",Less than 2 months
DENC2018106,1.0,599900.0,2,2022,19803,Brandywine,5529,0.37,Surrey Park,Brandywine Hundred,47,True,26500,129800,Residential,1970,4.0,3.0,Yes,Yes,2775.0,900.0,No,Yes,No,1970.0,FeeSimple,Detached,3675.0,"Main,Upper1",Less than 2 months
DENC524326,5.0,424900.0,4,2021,19803,Brandywine,2582,0.23,Carrcroft,Brandywine Hundred,254,True,15400,57600,Residential,1947,4.0,3.0,Yes,Yes,2150.0,250.0,No,Yes,Yes,1947.0,FeeSimple,Detached,2400.0,"Main,Upper1",Less than 2 months
DENC2006424,0.0,220000.0,9,2021,19803,Brandywine,1829,0.26,Concord Manor,Brandywine Hundred,22,True,12200,39500,Residential,1955,2.0,1.0,Yes,No,900.0,900.0,No,Yes,No,1955.0,FeeSimple,Detached,1800.0,Main,Less than 2 months
DENC2007818,3.0,250000.0,9,2021,19803,Brandywine,2250,0.16,Mayfield,Brandywine Hundred,342,True,18300,45300,Residential,1954,4.0,2.0,No,Yes,1800.0,608.0,No,Yes,No,1954.0,FeeSimple,Detached,2408.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC528246,3.0,239900.0,6,2021,19803,Brandywine,1832,0.16,Concord Manor,Brandywine Hundred,15,True,11500,40300,Residential,1955,2.0,1.0,Yes,No,900.0,0.0,No,Yes,No,1955.0,FeeSimple,Detached,900.0,Main,Less than 2 months
DENC2011964,1.0,260000.0,12,2021,19803,Brandywine,2306,0.14,Fairfax,Brandywine Hundred,122,True,12700,52500,Residential,1953,3.0,2.0,Yes,No,1775.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,1775.0,"Main,Upper1",Less than 2 months
DENC2004436,6.0,239900.0,8,2021,19803,Brandywine,1072,0.17,Concord Manor,Brandywine Hundred,142,True,11500,18800,Residential,1950,2.0,1.0,No,Yes,0.0,0.0,No,Yes,No,1950.0,FeeSimple,Detached,0.0,Main,Less than 2 months
DENC524978,8.0,259900.0,5,2021,19803,Brandywine,1698,0.21,Lynnfield,Brandywine Hundred,298,True,10100,37900,Residential,1953,3.0,1.0,Yes,No,1600.0,532.0,No,Yes,No,1953.0,FeeSimple,Detached,2132.0,Main,Less than 2 months
DENC2009300,5.0,264900.0,10,2021,19803,Brandywine,2123,0.2,Lynnfield,Brandywine Hundred,305,True,10100,49900,Residential,1953,3.0,3.0,Yes,No,1232.0,618.0,No,Yes,Yes,1953.0,FeeSimple,Detached,1850.0,Main,Less than 2 months
DENC2000458,5.0,270000.0,6,2021,19803,Brandywine,1864,0.2,Greenmeadow,Brandywine Hundred,59,False,11800,40900,Residential,1956,3.0,2.0,No,No,1175.0,0.0,No,Yes,No,1956.0,FeeSimple,Detached,1175.0,Main,Less than 2 months
DENC528466,7.0,269900.0,6,2021,19803,Brandywine,2660,0.33,Shipley Heights,Brandywine Hundred,132,False,25900,49300,Residential,1956,3.0,2.0,No,Yes,1725.0,0.0,No,Yes,No,1956.0,FeeSimple,Detached,1725.0,Main,Less than 2 months
DENC2010406,19.0,284500.0,11,2021,19803,Brandywine,1790,0.16,Concord Manor,Brandywine Hundred,43,True,11500,39100,Residential,1955,3.0,1.0,Yes,No,900.0,0.0,No,Yes,No,1955.0,FeeSimple,Detached,900.0,Main,Less than 2 months
DENC2007936,31.0,297000.0,10,2021,19803,Brandywine,1836,0.2,Concord Manor,Brandywine Hundred,64,True,11800,40100,Residential,1955,3.0,1.0,Yes,No,900.0,0.0,No,Yes,No,1955.0,FeeSimple,Detached,900.0,"Lower1,Main",Less than 2 months
DENC525110,6.0,255000.0,5,2021,19803,Brandywine,2292,0.17,Lynnfield,Brandywine Hundred,125,False,9900,54900,Residential,1953,4.0,1.0,Yes,No,1075.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,1075.0,Main,Less than 2 months
DENC2004376,11.0,270000.0,8,2021,19803,Brandywine,2402,0.2,Lynnfield,Brandywine Hundred,265,True,10100,57800,Residential,1953,3.0,2.0,Yes,Yes,1225.0,0.0,No,Yes,Yes,1953.0,FeeSimple,Detached,1225.0,Main,Less than 2 months
DENC2005364,18.0,289900.0,8,2021,19803,Brandywine,2101,0.17,Fairfax,Brandywine Hundred,117,False,13200,46200,Residential,1953,3.0,2.0,Yes,No,1550.0,0.0,No,No,Yes,1953.0,FeeSimple,Detached,1550.0,"Main,Upper1",Less than 2 months
DENC2000050,57.0,315000.0,3,2021,19803,Brandywine,2391,0.13,Deerhurst,Brandywine Hundred,289,True,11000,56600,Residential,1945,3.0,1.0,No,No,1625.0,0.0,No,Yes,Yes,1945.0,FeeSimple,Detached,1625.0,"Main,Upper1",Less than 2 months
DENC526850,8.0,275000.0,5,2021,19803,Brandywine,2522,0.0,Carillon,Brandywine Hundred,040.C.5104,True,10000,61300,Residential,1998,2.0,2.0,No,No,0.0,0.0,Yes,Yes,No,1998.0,Condominium,Unit/Flat/Apartment,0.0,Main,Less than 2 months
DENC2003792,14.0,275000.0,7,2021,19803,Brandywine,1868,0.18,Bellewood,Brandywine Hundred,74,True,11600,41200,Residential,1955,3.0,1.0,No,No,1100.0,0.0,No,Yes,No,1955.0,FeeSimple,Detached,1100.0,Main,Less than 2 months
DENC2006620,5.0,269900.0,9,2021,19803,Brandywine,1843,0.18,Northwood,Brandywine Hundred,65,True,11600,40500,Residential,1955,3.0,1.0,No,Yes,1300.0,0.0,No,Yes,No,1955.0,FeeSimple,Detached,1300.0,Main,Less than 2 months
DENC2001458,12.0,289900.0,7,2021,19803,Brandywine,2069,0.15,Fairfax,Brandywine Hundred,61,False,13000,45500,Residential,1953,3.0,2.0,Yes,No,1550.0,0.0,No,No,No,1953.0,FeeSimple,Detached,1550.0,"Main,Upper1",Less than 2 months
DENC525014,1.0,285000.0,4,2021,19803,Brandywine,1171,0.22,Oak Lane Manor,Brandywine Hundred,34,True,11900,53200,Residential,1955,3.0,2.0,No,Yes,1775.0,0.0,No,Yes,No,1955.0,FeeSimple,Detached,1775.0,Main,Less than 2 months
DENC524738,3.0,265000.0,4,2021,19803,Brandywine,1921,0.19,Delwood,Brandywine Hundred,68,True,17500,36800,Residential,1951,3.0,1.0,No,Yes,1325.0,0.0,No,Yes,No,1951.0,FeeSimple,Detached,1325.0,Main,Less than 2 months
DENC525356,2.0,282000.0,5,2021,19803,Brandywine,2299,0.25,Pembrey,Brandywine Hundred,76,True,13600,51400,Residential,1950,2.0,1.0,Yes,No,1675.0,0.0,No,Yes,No,1950.0,FeeSimple,Detached,1675.0,"Main,Upper1",Less than 2 months
DENC2002372,3.0,275000.0,7,2021,19803,Brandywine,2091,0.37,Northwood,Brandywine Hundred,46,True,12000,47100,Residential,1955,3.0,2.0,Yes,Yes,1375.0,0.0,No,Yes,No,1955.0,FeeSimple,Detached,1375.0,"Lower1,Main",Less than 2 months
DENC527078,25.0,319900.0,5,2021,19803,Brandywine,2069,0.26,Greenmeadow,Brandywine Hundred,202,True,12800,45700,Residential,1955,3.0,2.0,Yes,No,1175.0,0.0,No,Yes,Yes,1955.0,FeeSimple,Detached,1175.0,Main,Less than 2 months
DENC526546,4.0,289900.0,5,2021,19803,Brandywine,1840,0.18,Lynnfield,Brandywine Hundred,168,True,10000,42000,Residential,1953,3.0,2.0,Yes,Yes,1350.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,1350.0,"Lower1,Main",Less than 2 months
DENC2017778,37.0,325000.0,2,2022,19803,Brandywine,1928,0.29,Lynnfield,Brandywine Hundred,269,False,10700,43800,Residential,1953,3.0,1.0,No,No,1325.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,1325.0,Main,Less than 2 months
DENC2002900,2.0,286900.0,7,2021,19803,Brandywine,2077,0.2,Lynnfield,Brandywine Hundred,304,True,10100,48600,Residential,1953,3.0,2.0,Yes,No,1225.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,1225.0,"Lower1,Main",Less than 2 months
DENC2002782,51.0,330000.0,8,2021,19803,Brandywine,2547,0.12,Deerhurst,Brandywine Hundred,1,True,11700,60300,Residential,1945,3.0,1.0,No,No,1900.0,0.0,No,Yes,Yes,1945.0,FeeSimple,Detached,1900.0,"Main,Upper1",Less than 2 months
DENC2007048,11.0,299000.0,9,2021,19803,Brandywine,2147,0.12,Deerhurst,Brandywine Hundred,288,False,10500,50200,Residential,1945,4.0,2.0,No,No,1550.0,0.0,No,Yes,No,1945.0,FeeSimple,Detached,1550.0,"Main,Upper1",Less than 2 months
DENC2008822,11.0,299900.0,10,2021,19803,Brandywine,2137,0.2,Lynnfield,Brandywine Hundred,235,True,10100,50300,Residential,1953,3.0,2.0,No,No,1225.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,1225.0,Main,Less than 2 months
DENC2009330,3.0,280000.0,10,2021,19803,Brandywine,2597,0.0,Carillon,Brandywine Hundred,040.C.7205,True,10000,63400,Residential,1998,2.0,2.0,No,No,1350.0,0.0,Yes,Yes,No,1998.0,Condominium,Unit/Flat/Apartment,1350.0,Main,Less than 2 months
DENC2006176,6.0,299900.0,9,2021,19803,Brandywine,1988,0.28,Oak Lane Manor,Brandywine Hundred,56,True,8000,48200,Residential,1955,3.0,2.0,No,No,1350.0,0.0,No,Yes,Yes,1955.0,FeeSimple,Detached,1350.0,Main,Less than 2 months
DENC519806,107.0,325000.0,2,2021,19803,Brandywine,2494,0.13,Deerhurst,Brandywine Hundred,80,True,11000,59500,Residential,1943,4.0,2.0,No,No,1900.0,0.0,No,Yes,No,1943.0,FeeSimple,Detached,1900.0,Main,More than 2 months
DENC2003258,11.0,314900.0,7,2021,19803,Brandywine,2084,0.16,Fairfax,Brandywine Hundred,52,True,13100,45800,Residential,1953,3.0,2.0,Yes,No,1550.0,0.0,No,No,Yes,1953.0,FeeSimple,Detached,1550.0,"Main,Upper1",Less than 2 months
DENC2010790,20.0,320000.0,11,2021,19803,Brandywine,2186,0.16,Fairfax,Brandywine Hundred,348,True,13100,48700,Residential,1951,3.0,2.0,Yes,Yes,1875.0,510.0,No,Yes,No,1951.0,FeeSimple,Detached,2385.0,"Main,Upper1",Less than 2 months
DENC2007624,4.0,279900.0,9,2021,19803,Brandywine,2020,0.17,Bellewood,Brandywine Hundred,89,True,11500,45600,Residential,1955,3.0,1.0,No,Yes,1100.0,0.0,No,Yes,No,1955.0,FeeSimple,Detached,1100.0,Main,Less than 2 months
DENC2000440,5.0,275000.0,6,2021,19803,Brandywine,1850,0.15,Bellewood,Brandywine Hundred,76,True,11400,40900,Residential,1955,3.0,1.0,No,No,1100.0,0.0,No,Yes,No,1955.0,FeeSimple,Detached,1100.0,Main,Less than 2 months
DENC2011156,4.0,307500.0,11,2021,19803,Brandywine,2597,0.0,Carillon,Brandywine Hundred,040.C.5303,False,10000,63400,Residential,1998,2.0,2.0,No,No,1350.0,0.0,Yes,Yes,No,1998.0,Condominium,Unit/Flat/Apartment,1350.0,Main,Less than 2 months
DENC2021018,7.0,295000.0,4,2022,19803,Brandywine,2211,0.17,Blue Rock Manor,Brandywine Hundred,154,True,11500,51000,Residential,1950,3.0,2.0,Yes,Yes,1975.0,0.0,No,Yes,No,1950.0,FeeSimple,Detached,1975.0,"Main,Upper1",Less than 2 months
DENC2003156,4.0,305000.0,7,2021,19803,Brandywine,2052,0.28,Green Acres,Brandywine Hundred,163,True,14100,43900,Residential,1956,3.0,2.0,No,No,1625.0,0.0,No,Yes,Yes,1956.0,FeeSimple,Detached,1625.0,Main,Less than 2 months
DENC528990,9.0,315000.0,6,2021,19803,Brandywine,2253,0.22,Fairfax,Brandywine Hundred,55,True,13600,50100,Residential,1957,3.0,1.0,Yes,No,1425.0,0.0,No,Yes,No,1957.0,FeeSimple,Detached,1425.0,"Main,Upper1",Less than 2 months
DENC525802,11.0,325000.0,5,2021,19803,Brandywine,2115,0.14,Fairfax,Brandywine Hundred,339,False,12700,47100,Residential,1951,3.0,2.0,Yes,No,1375.0,0.0,No,Yes,Yes,1951.0,FeeSimple,Detached,1375.0,"Main,Upper1",Less than 2 months
DENC2003290,4.0,300000.0,7,2021,19803,Brandywine,2558,0.18,Blue Rock Manor,Brandywine Hundred,213,False,11600,60700,Residential,1956,3.0,2.0,Yes,Yes,1850.0,722.0,No,No,No,1956.0,FeeSimple,Detached,2572.0,"Lower1,Main,Upper1",Less than 2 months
DENC2010964,25.0,329900.0,11,2021,19803,Brandywine,1974,0.14,McDaniel Crest,Brandywine Hundred,123,True,11100,44700,Residential,1953,4.0,1.0,Yes,No,1100.0,825.0,No,Yes,No,1953.0,FeeSimple,Detached,1925.0,Main,Less than 2 months
DENC526062,9.0,327500.0,5,2021,19803,Brandywine,2236,0.28,Green Acres,Brandywine Hundred,158,True,14100,49100,Residential,1956,3.0,2.0,Yes,No,1625.0,0.0,No,Yes,Yes,1956.0,FeeSimple,Detached,1625.0,Main,Less than 2 months
DENC2009992,11.0,339900.0,11,2021,19803,Brandywine,2448,0.2,Graylyn Crest,Brandywine Hundred,292,True,13400,55800,Residential,1955,3.0,3.0,Yes,Yes,1825.0,726.0,No,Yes,Yes,1955.0,FeeSimple,Detached,2551.0,"Lower1,Main,Upper1",Less than 2 months
DENC2000211,5.0,309000.0,10,2021,19803,Brandywine,2215,0.16,McDaniel Crest,Brandywine Hundred,338,False,11500,51100,Residential,1948,4.0,2.0,Yes,No,1850.0,0.0,No,Yes,No,1948.0,FeeSimple,Detached,1850.0,"Main,Upper1",Less than 2 months
DENC2008766,17.0,335000.0,10,2021,19803,Brandywine,1857,0.15,McDaniel Crest,Brandywine Hundred,81,True,11400,41100,Residential,1947,3.0,1.0,Yes,No,1350.0,0.0,No,Yes,No,1947.0,FeeSimple,Detached,1350.0,"Main,Upper1",Less than 2 months
DENC524862,18.0,325000.0,4,2021,19803,Brandywine,2144,0.14,Fairfax,Brandywine Hundred,301,True,12700,47900,Residential,1951,3.0,2.0,Yes,Yes,1350.0,0.0,No,Yes,No,1951.0,FeeSimple,Detached,1350.0,"Main,Upper1",Less than 2 months
DENC2017340,6.0,300000.0,2,2022,19803,Brandywine,2275,0.21,Green Acres,Brandywine Hundred,59,True,13500,50800,Residential,1958,4.0,2.0,Yes,Yes,1176.0,1174.0,No,Yes,Yes,1958.0,FeeSimple,Detached,2350.0,"Lower1,Main",Less than 2 months
DENC2003514,42.0,349900.0,8,2021,19803,Brandywine,1864,0.2,Greenmeadow,Brandywine Hundred,59,False,11800,40900,Residential,1956,3.0,2.0,No,No,1175.0,0.0,No,Yes,No,1956.0,FeeSimple,Detached,1175.0,Main,Less than 2 months
DENC2009470,6.0,290000.0,11,2021,19803,Brandywine,1992,0.23,Lynnfield,Brandywine Hundred,244,False,10300,46000,Residential,1953,3.0,2.0,Yes,No,1075.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,1075.0,"Lower1,Main",Less than 2 months
DENC2020542,1.0,369900.0,3,2022,19803,Brandywine,2635,0.2,Green Acres,Brandywine Hundred,335,True,13400,61100,Residential,1958,4.0,3.0,Yes,Yes,2175.0,690.0,No,Yes,Yes,1955.0,FeeSimple,Detached,2865.0,"Lower1,Main,Upper1",Less than 2 months
DENC525286,19.0,339900.0,5,2021,19803,Brandywine,2176,0.14,Fairfax,Brandywine Hundred,183,True,12700,48800,Residential,1953,3.0,2.0,Yes,Yes,1350.0,0.0,No,Yes,Yes,1953.0,FeeSimple,Detached,1350.0,"Main,Upper1",Less than 2 months
DENC2006366,7.0,325000.0,9,2021,19803,Brandywine,2246,0.18,Fairfax,Brandywine Hundred,95,True,13300,50200,Residential,1955,3.0,2.0,Yes,Yes,1350.0,0.0,No,Yes,No,1955.0,FeeSimple,Detached,1350.0,"Main,Upper1",Less than 2 months
DENC2004382,4.0,324900.0,8,2021,19803,Brandywine,2140,0.15,McDaniel Crest,Brandywine Hundred,46,False,11400,49100,Residential,1947,3.0,2.0,Yes,No,1150.0,0.0,No,Yes,No,1947.0,FeeSimple,Detached,1150.0,"Main,Upper1",Less than 2 months
DENC526846,4.0,319900.0,5,2021,19803,Brandywine,2154,0.14,Fairfax,Brandywine Hundred,392,True,12700,48200,Residential,1951,3.0,2.0,Yes,Yes,1350.0,0.0,No,Yes,No,1951.0,FeeSimple,Detached,1350.0,"Main,Upper1",Less than 2 months
