MLSNumber,Days_on_Market,Orig_List_Price,Month,Year,Zip_Code,SchoolDistrict,AnnualTax,LotAcres,SubdivisionNeighborhood,Municipality,Lot,TotalLandAsmt,TotalBldgAsmt,YearBuilt,Bedrooms,Baths,Garage_YN,AboveGradeSqFt,BelowGradeSqFt,Age,Structure_Type,InteriorSqFt,NumberofStories,DaysOnMarket_Buckets
DENC505048,14.0,499900.0,7,2020,11,4,4579,0.09,569,12,319,20000,80000,40,6.0,3.0,1,3025.0,0.0,1915.0,1,3025.0,28,1
DENC503146,20.0,525000.0,7,2020,11,4,11732,0.0,56,12,20,35000,221200,108,4.0,4.0,2,4475.0,1309.0,1983.0,8,5784.0,12,1
DENC519730,7.0,490000.0,1,2021,11,4,5010,0.3,571,12,232,54500,54900,86,2.0,2.0,2,1050.0,650.0,1961.0,1,1700.0,11,1
DENC505510,63.0,539900.0,7,2020,11,4,4575,0.08,571,12,234,10500,89400,53,3.0,3.0,2,2325.0,0.0,1928.0,8,2325.0,27,2
DENC504386,22.0,485000.0,7,2020,11,1,6067,0.0,59,1,19,31500,140000,112,3.0,3.0,1,2350.0,0.0,1987.0,9,2350.0,26,1
DENC507926,3.0,525000.0,8,2020,11,4,2702,0.1,571,12,276,12400,46600,35,3.0,2.0,2,1500.0,0.0,1910.0,8,1500.0,13,1
DENC510702,1.0,550000.0,10,2020,11,4,5060,0.15,571,12,318,13400,97100,35,5.0,2.0,1,2700.0,0.0,1910.0,1,2700.0,27,1
DENC511128,22.0,599900.0,10,2020,11,4,5280,0.11,571,12,755,14400,100900,55,5.0,3.0,1,2250.0,0.0,1930.0,1,2250.0,13,1
DENC501624,7.0,550000.0,5,2020,11,4,11027,0.0,571,12,24,32000,208800,130,3.0,4.0,2,3350.0,0.0,2005.0,4,3350.0,12,1
DENC505518,53.0,665000.0,7,2020,11,4,3604,0.11,571,12,775,18800,59900,45,4.0,2.0,2,1800.0,0.0,1920.0,1,1800.0,27,1
DENC523858,5.0,525000.0,4,2021,11,4,3819,0.04,571,12,288,10500,72900,50,3.0,3.0,2,1490.0,650.0,1925.0,2,2140.0,12,1
DENC502484,115.0,599900.0,6,2020,11,4,6150,0.08,571,12,770,22700,111600,120,3.0,3.0,2,2700.0,540.0,1995.0,8,3240.0,12,2
DENC506766,83.0,689900.0,8,2020,11,1,5165,0.0,493,1,44,23400,122600,133,2.0,2.0,1,2080.0,0.0,2008.0,9,2080.0,26,2
DENC2008096,14.0,374800.0,9,2021,11,4,2519,0.04,570,12,320,6600,48400,45,3.0,3.0,1,1725.0,0.0,1920.0,4,1725.0,27,1
DENC2018570,30.0,430000.0,3,2022,11,4,5193,0.05,568,12,336,16500,96900,101,3.0,2.0,2,2400.0,0.0,1976.0,4,2400.0,21,1
DENC2019170,2.0,199900.0,3,2022,11,4,2441,0.0,421,12,21,11400,41900,94,2.0,2.0,1,0.0,0.0,1969.0,9,0.0,26,1
DENC2009260,82.0,265000.0,10,2021,11,4,5156,0.0,373,12,190,27800,84800,1,1.0,2.0,1,0.0,0.0,0.0,9,0.0,26,2
DENC528954,0.0,210000.0,6,2021,11,4,3732,0.0,151,12,93,17500,64000,88,2.0,2.0,1,0.0,0.0,1963.0,9,0.0,26,1
DENC2022368,3.0,195000.0,5,2022,11,4,2656,0.0,420,12,350,9000,49000,90,2.0,2.0,1,0.0,0.0,1965.0,9,0.0,26,1
DENC2021724,3.0,205000.0,4,2022,11,4,2441,0.0,421,12,22,11400,41900,94,2.0,2.0,1,0.0,0.0,1969.0,9,0.0,26,1
DENC2003230,1.0,205000.0,8,2021,11,4,5285,0.0,373,12,191,24700,90700,147,1.0,2.0,1,1359.0,0.0,1986.0,9,1359.0,26,1
DENC526880,20.0,212500.0,5,2021,11,4,2129,0.06,573,12,288,10800,35700,10,3.0,3.0,1,1550.0,0.0,1860.0,8,1550.0,27,1
DENC2020132,5.0,210000.0,3,2022,11,4,2505,0.0,421,12,23,11900,42800,94,2.0,2.0,1,1150.0,0.0,1969.0,9,1150.0,26,1
DENC2003608,42.0,219900.0,8,2021,11,4,2052,0.04,573,12,778,9100,35700,39,3.0,2.0,1,1350.0,0.0,1914.0,2,1350.0,27,1
DENC2001144,15.0,235000.0,6,2021,11,4,2189,0.02,570,12,752,4600,43200,13,2.0,2.0,1,1075.0,0.0,1873.0,2,1075.0,27,1
DENC2010224,1.0,220000.0,11,2021,11,4,2422,0.04,573,12,779,9100,43800,39,3.0,2.0,1,1475.0,0.0,1914.0,8,1475.0,27,1
DENC2000463,14.0,239900.0,10,2021,11,4,2816,0.05,568,12,273,16500,45000,46,1.0,2.0,1,1425.0,0.0,1921.0,4,1425.0,27,1
DENC2017842,4.0,199900.0,2,2022,11,4,2977,0.0,420,12,351,10200,54800,90,3.0,2.0,1,0.0,0.0,1965.0,9,0.0,26,1
DENC527236,6.0,239900.0,5,2021,11,4,2432,0.02,570,12,435,4600,48500,40,2.0,1.0,1,950.0,0.0,1915.0,4,950.0,34,1
DENC2003344,2.0,230000.0,7,2021,11,4,3306,0.0,19,12,51,10900,61300,117,1.0,2.0,1,1200.0,0.0,1865.0,9,1200.0,26,1
DENC2005198,21.0,239900.0,8,2021,11,4,2061,0.05,572,12,435,8000,37000,48,3.0,2.0,1,1375.0,0.0,1923.0,2,1375.0,27,1
DENC2020926,1.0,235000.0,4,2022,11,4,2596,0.02,570,12,299,4600,52100,74,2.0,1.0,1,1044.0,0.0,1949.0,4,1044.0,27,1
DENC2010110,5.0,199900.0,11,2021,11,4,1937,0.05,573,12,422,10100,32200,26,3.0,2.0,1,1825.0,0.0,1900.0,8,1825.0,27,1
DENC2004430,4.0,235000.0,8,2021,11,4,2633,0.02,570,12,298,4600,52900,73,2.0,1.0,1,950.0,0.0,1948.0,4,950.0,12,1
DENC2000772,5.0,250000.0,6,2021,11,4,1823,0.04,573,12,695,9100,30700,45,3.0,2.0,1,1525.0,0.0,1920.0,8,1525.0,27,1
DENC527752,3.0,235000.0,6,2021,11,4,2596,0.02,570,12,264,4600,52100,74,2.0,1.0,1,950.0,0.0,1949.0,4,950.0,27,1
DENC2001324,29.0,249900.0,6,2021,11,4,2564,0.03,570,12,285,5700,50300,55,2.0,2.0,1,1125.0,0.0,1930.0,4,1125.0,27,1
DENC2014252,23.0,249900.0,1,2022,11,4,2633,0.0,19,12,50,9000,48500,117,1.0,1.0,1,856.0,0.0,1992.0,9,856.0,11,1
DENC2020036,5.0,229000.0,3,2022,11,4,3018,0.0,420,12,349,11100,54800,90,3.0,2.0,1,0.0,0.0,1965.0,9,0.0,26,1
DENC2008652,100.0,299900.0,10,2021,11,1,3350,0.0,59,1,9,17500,77200,114,2.0,3.0,1,1336.0,0.0,1989.0,9,1336.0,27,2
DENC2009742,7.0,249999.0,11,2021,11,4,2862,0.05,573,12,518,6900,55600,45,4.0,2.0,1,2225.0,0.0,1920.0,8,2225.0,4,1
DENC2005882,4.0,249900.0,8,2021,11,4,1525,0.04,570,12,281,7700,25600,45,2.0,2.0,1,875.0,0.0,1920.0,8,875.0,27,1
DENC2003904,4.0,225000.0,8,2021,11,4,2509,0.05,571,12,525,8900,45900,82,3.0,2.0,1,1325.0,0.0,1957.0,4,1325.0,27,1
DENC2009900,5.0,259900.0,11,2021,11,4,3004,0.0,19,12,47,10100,55500,117,1.0,2.0,1,1076.0,0.0,1992.0,9,1076.0,11,1
DENC2007196,14.0,259900.0,9,2021,11,4,2977,0.04,573,12,306,7400,57600,102,2.0,3.0,1,1350.0,0.0,1977.0,4,1350.0,12,1
DENC2000162,4.0,259900.0,6,2021,11,4,1214,0.02,570,12,346,3400,23100,26,2.0,2.0,1,1050.0,0.0,1900.0,2,1050.0,12,1
DENC528528,21.0,250000.0,6,2021,11,4,3920,0.0,151,12,98,17900,67700,88,2.0,2.0,1,1226.0,0.0,1963.0,9,1226.0,26,1
DENC527172,5.0,250000.0,5,2021,11,4,3668,0.0,151,12,94,15900,64200,88,2.0,2.0,1,0.0,0.0,1963.0,9,0.0,26,1
DENC2020170,12.0,269000.0,3,2022,11,1,3350,0.0,59,1,10,17500,77200,1,2.0,3.0,2,1336.0,0.0,1992.0,9,1336.0,27,1
DENC526756,8.0,259900.0,6,2021,11,4,2935,0.02,570,12,344,3900,60200,50,2.0,2.0,1,1050.0,0.0,1925.0,4,1050.0,12,1
DENC526078,9.0,265000.0,5,2021,11,4,3247,0.03,569,12,750,9900,61000,65,3.0,1.0,1,1350.0,0.0,1940.0,8,1350.0,27,1
DENC2009842,10.0,274900.0,11,2021,11,1,3396,0.0,59,1,8,17500,78500,1,2.0,2.0,1,0.0,0.0,0.0,9,0.0,26,1
DENC2006086,48.0,309000.0,9,2021,11,4,2381,0.05,570,12,347,7300,44700,45,3.0,1.0,1,1400.0,0.0,1920.0,8,1400.0,26,1
DENC527288,4.0,274900.0,5,2021,11,4,1667,0.04,573,12,328,6800,29600,20,3.0,3.0,1,2425.0,0.0,1890.0,2,2425.0,13,1
DENC2008644,1.0,260000.0,10,2021,11,4,2633,0.05,571,12,270,10800,46700,35,3.0,1.0,1,1700.0,0.0,1910.0,8,1700.0,27,1
DENC2002828,20.0,289000.0,7,2021,11,4,2111,0.04,569,12,759,11300,34800,26,3.0,2.0,1,1475.0,0.0,1900.0,4,1475.0,27,1
DENC525938,15.0,284900.0,5,2021,11,4,3430,0.0,19,12,45,11500,63400,117,2.0,2.0,1,1275.0,0.0,1992.0,9,1275.0,27,1
DENC2009080,6.0,279000.0,10,2021,11,4,2349,0.06,569,12,720,12400,38900,22,3.0,3.0,1,1800.0,0.0,1894.0,4,1800.0,28,1
DENC2018056,5.0,255000.0,2,2022,11,4,2125,0.05,572,12,426,8500,37900,48,3.0,1.0,1,1400.0,0.0,1923.0,8,1400.0,12,1
DENC525134,28.0,290000.0,5,2021,11,4,2381,0.05,570,12,347,7300,44700,45,2.0,1.0,1,1400.0,0.0,1920.0,8,1400.0,28,1
DENC2010326,62.0,300000.0,11,2021,11,4,2977,0.03,570,12,342,5700,59300,78,2.0,1.0,1,875.0,0.0,1953.0,4,875.0,27,2
DENC2013630,4.0,279000.0,12,2021,11,4,3137,0.03,570,12,282,5700,62800,55,3.0,2.0,1,1125.0,0.0,1930.0,4,1125.0,27,1
DENC2000318,83.0,350000.0,6,2021,11,4,4854,0.0,373,12,186,20000,86000,147,2.0,2.0,1,1386.0,0.0,1985.0,9,1386.0,26,2
DENC528790,43.0,315000.0,6,2021,11,4,2390,0.03,570,12,341,5700,46500,20,2.0,1.0,1,1280.0,0.0,1890.0,4,1280.0,27,1
DENC2003508,6.0,324900.0,7,2021,11,4,5752,0.05,550,12,238,18800,106800,113,2.0,3.0,2,2225.0,0.0,1988.0,4,2225.0,31,1
DENC2017118,1.0,295000.0,2,2022,11,1,3258,0.0,59,1,17,15500,76600,117,2.0,2.0,1,0.0,0.0,1992.0,9,0.0,26,1
DENC2007310,5.0,289900.0,10,2021,11,4,4456,0.03,569,12,344,9100,88200,102,2.0,2.0,1,2100.0,528.0,1977.0,4,2628.0,12,1
DENC2007866,8.0,295000.0,10,2021,11,4,4872,0.0,373,12,188,22500,83900,111,2.0,2.0,1,1284.0,0.0,1986.0,7,1284.0,26,1
DENC527410,18.0,319990.0,5,2021,11,4,2711,0.05,570,12,360,7700,51500,27,3.0,1.0,1,1400.0,0.0,1901.0,2,1400.0,27,1
DENC525192,119.0,318800.0,4,2021,11,4,2418,0.03,569,12,774,7300,45500,35,3.0,1.0,1,1100.0,0.0,1910.0,4,1100.0,27,2
DENC2005894,6.0,295000.0,8,2021,11,4,2977,0.05,573,12,626,9400,55600,35,5.0,2.0,1,2850.0,0.0,1910.0,8,2850.0,15,1
DENC2003826,14.0,299500.0,7,2021,11,4,2601,0.08,573,12,481,10400,46400,35,6.0,4.0,1,3225.0,0.0,1910.0,8,3225.0,28,1
DENC2008200,6.0,295000.0,9,2021,11,4,3714,0.0,151,12,102,16200,64900,88,2.0,2.0,1,0.0,0.0,1963.0,9,0.0,26,1
DENC2003192,5.0,295000.0,8,2021,11,4,6113,0.0,373,12,192,31200,102300,147,2.0,2.0,1,1554.0,0.0,0.0,9,1554.0,26,1
DENC2008104,1.0,305000.0,11,2021,11,4,5610,0.0,373,12,194,18700,103800,147,2.0,2.0,1,1544.0,0.0,1984.0,7,1544.0,26,1
DENC2008366,20.0,329000.0,10,2021,11,4,3434,0.04,570,12,668,8500,66500,26,3.0,3.0,1,1525.0,0.0,1900.0,4,1525.0,28,1
DENC2006690,5.0,299000.0,9,2021,11,4,2601,0.04,570,12,233,8500,48300,55,3.0,2.0,2,1311.0,0.0,1930.0,2,1311.0,27,1
DENC2000922,5.0,300000.0,7,2021,11,4,3934,0.0,151,12,103,18200,67700,88,1.0,2.0,1,0.0,0.0,1963.0,9,0.0,26,1
DENC2000296,6.0,299000.0,6,2021,11,4,2418,0.03,569,12,772,7300,45500,35,2.0,2.0,1,1100.0,0.0,1910.0,4,1100.0,27,1
DENC527588,10.0,299900.0,5,2021,11,4,2638,0.04,570,12,726,6600,51000,26,3.0,2.0,1,1450.0,0.0,1900.0,4,1450.0,12,1
DENC2015890,5.0,289900.0,1,2022,11,4,2491,0.03,505,12,335,5500,48900,112,2.0,2.0,1,1200.0,0.0,1987.0,2,1200.0,12,1
DENC2001318,2.0,297500.0,6,2021,11,4,2542,0.03,570,12,774,6200,49300,45,3.0,2.0,1,1625.0,0.0,1920.0,4,1625.0,27,1
DENC2007758,17.0,324000.0,9,2021,11,4,2537,0.05,570,12,359,8100,47300,27,3.0,2.0,1,1375.0,0.0,1901.0,8,1375.0,12,1
DENC2015874,7.0,285000.0,1,2022,11,4,2780,0.03,570,12,766,7400,53300,55,2.0,2.0,1,1168.0,0.0,1930.0,4,1168.0,27,1
DENC2018016,6.0,319900.0,2,2022,11,4,2290,0.03,570,12,392,5700,44300,45,3.0,2.0,1,1075.0,0.0,1920.0,4,1075.0,27,1
DENC2002446,2.0,310000.0,7,2021,11,4,2528,0.03,570,12,281,5700,49500,45,3.0,2.0,1,1250.0,0.0,1920.0,4,1250.0,27,1
DENC2002710,31.0,325000.0,7,2021,11,4,3499,0.0,19,12,55,11800,64600,117,2.0,2.0,1,1307.0,0.0,1992.0,9,1307.0,16,1
DENC2011358,21.0,339900.0,12,2021,11,4,2294,0.03,569,12,770,7300,42800,35,2.0,2.0,1,1425.0,0.0,1910.0,4,1425.0,27,1
DENC528414,4.0,324900.0,6,2021,11,4,3499,0.0,19,12,56,11800,64600,117,2.0,2.0,1,1307.0,0.0,1992.0,9,1307.0,27,1
DENC2009134,8.0,324900.0,10,2021,11,4,2592,0.03,570,12,369,4800,51800,45,2.0,2.0,1,1450.0,0.0,1920.0,2,1450.0,27,1
DENC2014402,5.0,317000.0,1,2022,11,4,2523,0.04,569,12,392,13300,41800,20,3.0,1.0,1,1375.0,0.0,1890.0,4,1375.0,27,1
DENC2007674,15.0,349900.0,9,2021,11,4,4245,0.04,505,12,273,14900,77800,121,3.0,3.0,2,2300.0,458.0,1996.0,4,2758.0,17,1
DENC2006944,13.0,349000.0,9,2021,11,4,5381,0.0,505,12,290,17600,99900,98,2.0,3.0,2,0.0,0.0,1973.0,9,0.0,27,1
DENC528490,10.0,325000.0,6,2021,11,4,4969,0.0,151,12,96,28300,80200,88,3.0,2.0,1,0.0,0.0,1963.0,7,0.0,26,1
DENC527902,57.0,329000.0,5,2021,11,4,2885,0.03,570,12,354,6600,56400,40,3.0,2.0,1,1300.0,0.0,1915.0,8,1300.0,27,1
DENC527870,11.0,320000.0,6,2021,11,4,2464,0.03,570,12,469,5700,48100,26,3.0,2.0,1,1525.0,188.0,1900.0,4,1713.0,27,1
DENC524796,12.0,335000.0,4,2021,11,4,2738,0.05,570,12,316,9100,50700,39,3.0,1.0,1,2175.0,721.0,1914.0,8,2896.0,26,1
DENC2003222,1.0,330000.0,9,2021,11,4,7240,0.0,373,12,197,32700,125400,147,2.0,2.0,1,1615.0,0.0,1986.0,9,1615.0,26,1
DENC528102,4.0,309900.0,6,2021,11,4,2651,0.03,571,12,691,5700,52200,45,3.0,2.0,1,1400.0,0.0,1920.0,8,1400.0,27,1
DENC527362,1.0,339900.0,5,2021,11,4,3499,0.0,19,12,54,11800,64600,117,2.0,2.0,1,1307.0,0.0,1992.0,9,1307.0,11,1
DENC2007752,82.0,349900.0,10,2021,11,4,6319,0.06,128,12,244,17600,120400,103,3.0,3.0,2,1825.0,0.0,1978.0,4,1825.0,13,2
DENC528366,4.0,324900.0,6,2021,11,4,3865,0.06,573,12,242,10800,73600,20,3.0,3.0,1,2725.0,0.0,1890.0,8,2725.0,28,1
DENC2014932,2.0,334900.0,1,2022,11,4,8069,0.0,373,12,200,35300,140900,147,2.0,2.0,1,1850.0,0.0,1987.0,9,1850.0,26,1
DENC2007766,7.0,340000.0,9,2021,11,4,2972,0.06,569,12,296,13600,51300,55,3.0,3.0,1,1350.0,0.0,1930.0,8,1350.0,27,1
DENC2006874,5.0,319900.0,9,2021,11,4,2537,0.05,570,12,358,8100,47300,27,3.0,2.0,1,1400.0,576.0,1901.0,8,1976.0,27,1
DENC525674,2.0,319900.0,5,2021,11,4,2743,0.05,570,12,240,7300,52600,45,3.0,2.0,1,1450.0,172.0,1920.0,8,1622.0,27,1
DENC2019348,6.0,349900.0,3,2022,11,4,2148,0.03,569,12,712,10400,36500,45,3.0,1.0,1,1275.0,0.0,1920.0,2,1275.0,27,1
DENC2000681,96.0,359000.0,10,2021,11,4,2876,0.07,570,12,223,8700,54100,45,3.0,1.0,1,1575.0,0.0,1920.0,2,1575.0,27,2
DENC526796,9.0,340000.0,5,2021,11,4,2468,0.05,571,12,596,9900,44000,35,2.0,3.0,1,1450.0,0.0,1910.0,8,1450.0,26,1
DENC2019388,6.0,330000.0,3,2022,11,4,2761,0.05,573,12,413,10100,50200,30,4.0,3.0,1,2175.0,0.0,1905.0,8,2175.0,28,1
DENC2005356,7.0,330000.0,8,2021,11,4,2482,0.04,569,12,391,13300,40900,20,3.0,2.0,1,1550.0,0.0,1890.0,2,1550.0,27,1
DENC2004324,6.0,305000.0,8,2021,11,4,4936,0.05,128,12,287,19100,88700,111,3.0,3.0,2,2178.0,0.0,1986.0,4,2178.0,13,1
DENC526056,1.0,349900.0,5,2021,11,4,1223,0.04,570,12,677,6600,20100,45,3.0,2.0,1,1600.0,0.0,1920.0,4,1600.0,26,1
DENC524076,11.0,375000.0,4,2021,11,4,6113,0.0,373,12,187,26800,106700,147,3.0,2.0,1,1690.0,0.0,1985.0,9,1690.0,26,1
DENC2018230,53.0,399000.0,2,2022,11,4,4579,0.08,573,12,514,10400,89600,35,5.0,4.0,1,3550.0,0.0,1910.0,8,3550.0,28,1
DENC2003198,8.0,365000.0,8,2021,11,4,3320,0.03,569,12,577,600,71900,40,3.0,2.0,1,1450.0,0.0,1915.0,4,1450.0,27,1
DENC528076,18.0,360000.0,6,2021,11,4,3943,0.08,569,12,607,11700,74400,26,4.0,4.0,1,2500.0,0.0,1900.0,8,2500.0,28,1
DENC2008838,4.0,339900.0,10,2021,11,4,3022,0.03,569,12,762,9900,56100,65,3.0,2.0,1,1350.0,0.0,1940.0,8,1350.0,27,1
DENC2017214,2.0,339000.0,2,2022,11,4,2702,0.03,570,12,396,5700,53300,26,3.0,2.0,1,1250.0,0.0,1900.0,4,1250.0,27,1
DENC2012016,6.0,360000.0,12,2021,11,4,5014,0.08,569,12,330,13800,95700,113,3.0,3.0,1,2025.0,0.0,1988.0,4,2025.0,13,1
DENC528010,6.0,365000.0,6,2021,11,4,0,0.59,571,12,214,0,0,147,2.0,3.0,1,0.0,0.0,1992.0,9,0.0,27,1
DENC2019256,5.0,365000.0,3,2022,11,4,4936,0.04,128,12,298,18600,89200,108,3.0,3.0,2,2200.0,0.0,1983.0,4,2200.0,28,1
DENC2019948,3.0,345000.0,3,2022,11,4,2683,0.05,570,12,442,7300,51300,45,3.0,2.0,2,1150.0,0.0,1920.0,2,1150.0,27,1
DENC527032,41.0,379900.0,5,2021,11,4,4419,0.07,505,12,459,15200,81300,106,3.0,2.0,2,1375.0,153.0,1981.0,8,1528.0,26,1
DENC2009760,1.0,399900.0,10,2021,11,4,2867,0.04,568,12,525,14900,47700,26,3.0,4.0,1,1525.0,724.0,1900.0,4,2249.0,12,1
DENC2000290,3.0,349900.0,6,2021,11,4,2372,0.06,572,12,427,9000,42800,51,3.0,2.0,1,1675.0,0.0,1926.0,8,1675.0,27,1
DENC527330,6.0,380000.0,5,2021,11,4,2592,0.04,570,12,781,6600,50000,38,3.0,2.0,1,1525.0,0.0,1913.0,2,1525.0,12,1
DENC526068,4.0,367000.0,5,2021,11,4,3897,0.08,571,12,765,14100,71000,83,4.0,3.0,1,1675.0,0.0,1958.0,8,1675.0,12,1
DENC523534,29.0,399000.0,4,2021,11,4,4208,0.06,569,12,238,10000,81900,35,4.0,3.0,2,1825.0,0.0,1910.0,8,1825.0,13,1
DENC2001068,38.0,389900.0,6,2021,11,4,4185,0.04,568,12,333,14900,76500,101,3.0,2.0,2,1675.0,0.0,1976.0,4,1675.0,12,1
DENC2021418,12.0,344999.0,4,2022,11,4,2683,0.03,570,12,234,7400,51200,55,3.0,2.0,1,1425.0,0.0,1930.0,4,1425.0,12,1
DENC2008948,6.0,394900.0,10,2021,11,4,2555,0.06,571,12,240,12300,43500,23,2.0,2.0,1,1550.0,0.0,1895.0,8,1550.0,27,1
DENC528118,4.0,385000.0,6,2021,11,4,3105,0.08,571,12,245,10900,56900,36,4.0,2.0,1,1600.0,0.0,1911.0,8,1600.0,27,1
DENC2019254,11.0,385000.0,3,2022,11,4,2244,0.03,570,12,364,4800,44200,45,3.0,3.0,1,1407.0,216.0,1920.0,4,1623.0,12,1
DENC2003310,12.0,389900.0,7,2021,11,4,2702,0.06,570,12,344,8200,50800,35,3.0,2.0,1,1675.0,0.0,1910.0,8,1675.0,12,1
DENC2021366,3.0,399900.0,4,2022,11,4,4790,0.1,571,12,780,15100,89500,61,4.0,4.0,2,2400.0,0.0,1936.0,8,2400.0,13,1
DENC526050,27.0,414000.0,5,2021,11,4,2519,0.09,570,12,312,8200,46800,13,2.0,3.0,1,1425.0,0.0,1873.0,8,1425.0,27,1
DENC526080,12.0,400000.0,5,2021,11,4,3856,0.06,569,12,276,12800,71400,72,3.0,2.0,2,1475.0,0.0,1947.0,2,1475.0,26,1
DENC528128,1.0,417000.0,6,2021,11,4,3879,0.07,571,12,652,9700,75000,53,3.0,2.0,1,1675.0,0.0,1928.0,8,1675.0,27,1
DENC2002020,36.0,425000.0,7,2021,11,4,3389,0.06,569,12,302,16500,57500,16,3.0,3.0,1,2450.0,0.0,1880.0,1,2450.0,28,1
DENC527342,18.0,450000.0,5,2021,11,4,5138,0.05,505,12,771,12700,99500,104,4.0,4.0,2,2025.0,0.0,1979.0,4,2025.0,29,1
DENC526876,45.0,450000.0,7,2021,11,4,6947,0.0,373,12,201,30300,121400,147,2.0,2.0,1,0.0,0.0,1986.0,9,0.0,26,1
DENC2021240,5.0,389900.0,4,2022,11,4,3833,0.12,573,12,691,13400,70300,45,5.0,3.0,2,2625.0,0.0,1920.0,1,2625.0,28,1
DENC2009930,13.0,445000.0,11,2021,11,4,6493,0.04,550,12,221,17000,124800,113,2.0,3.0,2,2750.0,0.0,1988.0,4,2750.0,12,1
DENC2018168,15.0,449500.0,2,2022,11,4,3457,0.09,572,12,434,6800,68700,51,5.0,3.0,2,2425.0,0.0,1926.0,8,2425.0,28,1
DENC2017808,7.0,459000.0,2,2022,11,4,2912,0.05,571,12,379,9900,53700,54,3.0,2.0,1,1400.0,0.0,1929.0,8,1400.0,27,1
DENC2012174,7.0,445000.0,12,2021,11,4,6063,0.04,550,12,777,17000,115400,113,2.0,3.0,2,2575.0,0.0,1988.0,4,2575.0,28,1
DENC526658,26.0,464900.0,5,2021,11,4,3879,0.21,573,12,341,21700,63000,26,5.0,4.0,2,3275.0,0.0,1900.0,1,3275.0,12,1
DENC2012746,66.0,499900.0,12,2021,11,4,3682,0.06,569,12,222,12800,67600,26,6.0,3.0,1,2625.0,0.0,1900.0,8,2625.0,28,2
DENC525388,5.0,415000.0,4,2021,11,4,2519,0.06,570,12,466,7800,47200,40,3.0,3.0,1,1650.0,0.0,1915.0,8,1650.0,27,1
DENC2000531,4.0,479900.0,10,2021,11,4,3622,0.07,571,12,425,11800,67300,38,5.0,2.0,1,2625.0,0.0,1913.0,8,2625.0,13,1
DENC2000158,30.0,495000.0,6,2021,11,4,3746,0.04,568,12,514,14900,66900,45,4.0,2.0,1,2250.0,0.0,1920.0,2,2250.0,12,1
DENC2019202,8.0,450000.0,3,2022,11,4,3224,0.05,571,12,753,10800,59600,40,3.0,2.0,1,1665.0,0.0,1915.0,4,1665.0,27,1
DENC525008,3.0,445000.0,4,2021,11,4,3586,0.08,571,12,315,12000,66300,22,3.0,3.0,2,1725.0,0.0,1894.0,8,1725.0,28,1
DENC2004194,8.0,495000.0,8,2021,11,4,3705,0.07,572,12,416,14100,66800,29,4.0,3.0,1,3200.0,0.0,1904.0,1,3200.0,28,1
DENC2000404,6.0,489900.0,6,2021,11,4,4121,0.12,571,12,235,11600,78400,45,5.0,2.0,1,2000.0,0.0,1920.0,1,2000.0,27,1
DENC2011956,7.0,490000.0,12,2021,11,4,6246,0.06,571,12,726,16100,120300,103,3.0,3.0,2,2950.0,630.0,1978.0,8,3580.0,12,1
DENC524818,4.0,495000.0,4,2021,11,4,6370,0.05,550,12,227,18800,120300,115,3.0,4.0,2,3075.0,0.0,1990.0,4,3075.0,26,1
DENC2009058,29.0,529900.0,10,2021,11,4,3105,0.08,571,12,245,10900,56900,36,4.0,3.0,1,1600.0,400.0,1911.0,8,2000.0,12,1
DENC2021716,8.0,424900.0,4,2022,11,4,3842,0.07,569,12,265,13800,70100,45,4.0,2.0,2,2150.0,0.0,1920.0,8,2150.0,28,1
DENC2020254,4.0,475000.0,4,2022,11,4,4602,0.04,571,12,762,13600,86900,26,3.0,2.0,1,1650.0,600.0,1900.0,8,2250.0,13,1
DENC2006306,56.0,524000.0,9,2021,11,4,4634,0.04,571,12,425,13600,87600,26,3.0,3.0,1,1827.0,181.0,1900.0,8,2008.0,28,1
DENC522236,85.0,625000.0,3,2021,11,4,4575,0.08,571,12,235,10500,89400,53,4.0,4.0,2,2685.0,0.0,1928.0,8,2685.0,13,2
DENC528624,23.0,549900.0,6,2021,11,4,2702,0.1,571,12,275,12400,46600,35,3.0,3.0,1,2075.0,0.0,1910.0,8,2075.0,27,1
DENC2000469,19.0,549900.0,10,2021,11,4,4126,0.16,572,12,750,13300,76800,26,5.0,4.0,2,3275.0,0.0,1900.0,1,3275.0,13,1
DENC524686,26.0,559900.0,4,2021,11,4,5724,0.18,571,12,705,31500,93500,104,3.0,3.0,1,1630.0,0.0,1979.0,1,1630.0,26,1
DENC2020430,5.0,525000.0,3,2022,11,4,2748,0.08,571,12,356,10900,49100,39,3.0,3.0,2,1550.0,0.0,1914.0,8,1550.0,27,1
DENC2014742,55.0,610000.0,1,2022,11,4,7089,0.13,571,12,547,15800,139000,118,3.0,3.0,2,2500.0,0.0,1993.0,8,2500.0,27,1
DENC2002744,73.0,659000.0,7,2021,11,4,4872,0.0,151,12,101,28500,77900,88,3.0,3.0,1,0.0,0.0,1963.0,7,0.0,26,2
DENC2004738,89.0,665000.0,8,2021,11,4,4849,0.22,571,12,283,20400,85500,26,4.0,3.0,2,3288.0,0.0,1900.0,8,3288.0,28,2
DENC525524,5.0,565000.0,4,2021,11,1,6576,0.0,59,1,18,36000,149900,112,3.0,3.0,1,2805.0,0.0,1987.0,9,2805.0,26,1
