MLSNumber,Days_on_Market,Orig_List_Price,Month,Year,Zip_Code,SchoolDistrict,AnnualTax,LotAcres,SubdivisionNeighborhood,Municipality,Lot,TotalLandAsmt,TotalBldgAsmt,YearBuilt,Bedrooms,Baths,Garage_YN,AboveGradeSqFt,BelowGradeSqFt,Age,Structure_Type,InteriorSqFt,NumberofStories,DaysOnMarket_Buckets
DENC527954,8.0,375000.0,6,2021,2,2,3529,0.45,147,4,413,10900,74500,131,4.0,3.0,2,2100.0,0.0,2006.0,1,2100.0,27,1
DENC522646,2.0,355000.0,3,2021,2,2,3578,0.23,154,4,376,17800,68800,95,4.0,3.0,2,1975.0,0.0,1970.0,1,1975.0,12,1
DENC2010120,2.0,369900.0,11,2021,2,2,3483,0.51,499,11,725,19600,64700,88,4.0,3.0,2,2025.0,0.0,1963.0,1,2025.0,10,1
DENC2019916,5.0,355900.0,3,2022,2,2,3434,0.19,334,4,403,11400,71700,113,4.0,3.0,2,2075.0,0.0,1988.0,1,2075.0,27,1
DENC2009102,27.0,344900.0,10,2021,2,2,3438,0.23,101,4,213,15000,68200,92,3.0,2.0,2,2100.0,693.0,1967.0,1,2793.0,12,1
DENC2000230,4.0,385000.0,6,2021,2,2,3830,0.34,154,4,607,19100,73600,94,4.0,3.0,2,3025.0,1293.0,1969.0,1,4318.0,11,1
DENC525614,4.0,375000.0,4,2021,2,2,3661,0.25,101,4,306,15100,73500,94,4.0,3.0,2,2075.0,0.0,1969.0,1,2075.0,27,1
DENC2020538,5.0,369900.0,3,2022,2,2,2777,0.18,410,4,742,11800,55400,88,4.0,3.0,2,1925.0,0.0,1963.0,1,1925.0,27,1
DENC524302,4.0,350000.0,4,2021,2,2,4199,0.29,180,7,356,13100,83400,95,4.0,3.0,2,2100.0,0.0,1970.0,1,2100.0,26,1
DENC2020702,2.0,399900.0,4,2022,2,2,4534,0.22,178,7,272,15900,88300,114,3.0,3.0,2,2075.0,800.0,1989.0,8,2875.0,12,1
DENC2014394,7.0,365000.0,1,2022,2,2,3702,0.18,334,4,386,11300,78300,112,4.0,3.0,2,2525.0,600.0,1987.0,1,3125.0,12,1
DENC2009514,7.0,395000.0,10,2021,2,2,3829,0.36,180,7,481,13500,74500,99,4.0,3.0,2,1950.0,0.0,1974.0,1,1950.0,27,1
DENC2008728,6.0,388000.0,10,2021,2,4,3701,0.55,108,4,216,28500,83700,112,4.0,3.0,2,2575.0,0.0,1987.0,1,2575.0,28,1
DENC2002878,72.0,450000.0,7,2021,2,2,4786,0.24,599,7,318,13700,96300,94,4.0,3.0,2,3125.0,0.0,1969.0,1,3125.0,27,2
DENC2000244,5.0,359900.0,6,2021,2,2,3074,0.3,544,4,578,15500,58900,92,4.0,3.0,2,2075.0,0.0,1967.0,1,2075.0,12,1
DENC528738,6.0,350000.0,6,2021,2,2,3285,0.29,181,7,737,13700,61800,89,5.0,2.0,2,2050.0,0.0,1964.0,1,2050.0,12,1
DENC528038,6.0,389000.0,6,2021,2,2,4730,0.32,513,7,752,14200,94500,113,4.0,3.0,2,2375.0,0.0,1988.0,1,2375.0,27,1
DENC2018422,6.0,359000.0,3,2022,2,2,2946,0.31,599,7,769,14200,53500,93,3.0,2.0,2,1975.0,645.0,1968.0,1,2620.0,5,1
DENC2001732,5.0,375000.0,7,2021,2,2,2920,0.45,181,7,227,14100,53000,87,3.0,2.0,2,1724.0,450.0,1962.0,1,2174.0,12,1
DENC2009468,11.0,400000.0,11,2021,2,2,3549,0.32,155,4,492,18800,67100,96,3.0,3.0,2,2075.0,0.0,1971.0,1,2075.0,27,1
DENC527998,5.0,365000.0,6,2021,2,2,4134,0.39,355,7,578,24000,71000,85,3.0,2.0,2,2350.0,0.0,1960.0,1,2350.0,26,1
DENC2010214,6.0,399900.0,11,2021,2,2,3500,0.21,155,4,558,17600,67100,97,4.0,3.0,2,2080.0,800.0,1972.0,1,2880.0,27,1
DENC2019480,6.0,364900.0,3,2022,2,2,4062,0.33,154,4,503,18100,80200,92,4.0,3.0,2,2475.0,0.0,1967.0,1,2475.0,27,1
DENC2001442,3.0,409900.0,7,2021,2,2,3899,0.32,180,7,379,13900,75700,89,4.0,3.0,2,1975.0,0.0,1964.0,1,1975.0,27,1
DENC2001290,41.0,459900.0,7,2021,2,2,5739,0.51,112,7,332,21800,110100,113,4.0,3.0,2,2750.0,0.0,1988.0,1,2750.0,27,1
DENC527012,2.0,379900.0,5,2021,2,2,4041,0.5,327,4,760,20100,77700,112,3.0,2.0,2,1675.0,0.0,1987.0,1,1675.0,26,1
DENC525566,3.0,324900.0,4,2021,2,2,2302,0.51,180,7,778,14500,70400,90,3.0,3.0,2,2700.0,904.0,1965.0,1,3604.0,11,1
DENC2019684,5.0,414900.0,4,2022,2,2,2867,0.25,410,4,281,11200,58200,89,4.0,3.0,2,1999.0,0.0,1964.0,1,1999.0,27,1
DENC2004414,18.0,425000.0,8,2021,2,2,3847,0.42,154,4,217,20000,73100,94,4.0,3.0,2,2275.0,0.0,1969.0,1,2275.0,27,1
DENC524496,10.0,449900.0,4,2021,2,4,3803,0.64,108,4,223,29500,85800,112,4.0,3.0,2,2400.0,0.0,1987.0,1,2400.0,27,1
DENC2018816,3.0,420000.0,3,2022,2,2,4090,0.0,527,7,229,15000,79000,133,2.0,2.0,2,0.0,0.0,2008.0,9,0.0,26,1
DENC2017718,5.0,399900.0,2,2022,2,2,2938,0.18,591,11,746,11300,59800,83,4.0,4.0,2,2650.0,500.0,1958.0,1,3150.0,12,1
DENC2004988,7.0,399900.0,8,2021,2,2,3471,1.09,317,4,356,22200,61800,90,4.0,2.0,2,2650.0,1125.0,1965.0,1,3775.0,5,1
DENC2000762,5.0,400000.0,6,2021,2,2,3545,0.23,144,4,779,14400,71400,97,4.0,3.0,2,1760.0,900.0,1972.0,1,2660.0,27,1
DENC2000294,4.0,399900.0,6,2021,2,2,3677,0.45,180,7,281,14700,69800,85,3.0,3.0,2,2350.0,1288.0,1960.0,1,3638.0,12,1
DENC2019314,6.0,399900.0,3,2022,2,2,4132,0.38,249,4,405,26600,73400,122,4.0,3.0,2,1150.0,700.0,1997.0,1,1850.0,11,1
DENC2012192,6.0,412000.0,12,2021,2,2,4029,1.59,113,11,318,23900,73600,80,3.0,2.0,2,1600.0,0.0,1955.0,1,1600.0,26,1
DENC2000142,4.0,349900.0,6,2021,2,2,2959,0.29,354,7,391,16900,51100,89,4.0,2.0,2,2200.0,0.0,1964.0,1,2200.0,5,1
DENC2011378,3.0,420000.0,12,2021,2,2,3698,0.23,118,4,283,15100,74400,110,4.0,3.0,2,2175.0,0.0,1985.0,1,2175.0,12,1
DENC2003620,3.0,399000.0,7,2021,2,2,4934,0.49,543,7,298,18800,94600,115,4.0,3.0,2,2325.0,0.0,1990.0,1,2325.0,12,1
DENC2020976,5.0,419900.0,4,2022,2,2,2421,0.22,71,11,311,10400,48200,88,6.0,4.0,1,2500.0,476.0,1963.0,1,2976.0,12,1
DENC2017550,5.0,414900.0,2,2022,2,2,4007,0.29,180,7,341,13100,79000,95,5.0,4.0,2,2130.0,0.0,1970.0,1,2130.0,27,1
DENC525920,12.0,420000.0,5,2021,2,2,1645,0.31,599,7,705,14200,23600,94,4.0,3.0,2,2300.0,0.0,1969.0,1,2300.0,12,1
DENC2000277,6.0,399900.0,10,2021,2,2,3491,0.23,101,4,232,15000,69500,92,4.0,3.0,2,2425.0,874.0,1967.0,1,3299.0,10,1
DENC2019998,0.0,434900.0,12,2021,2,4,2794,0.62,496,4,326,22300,62400,117,4.0,3.0,2,1950.0,300.0,1992.0,1,2250.0,27,1
DENC2014610,10.0,405000.0,1,2022,2,2,3450,0.21,486,4,420,10800,72700,138,4.0,3.0,2,2025.0,0.0,2013.0,1,2025.0,27,1
DENC2012902,10.0,425000.0,12,2021,2,2,4549,0.5,327,4,755,20100,90000,112,4.0,3.0,2,2550.0,0.0,1987.0,1,2550.0,12,1
DENC524126,41.0,435000.0,4,2021,2,2,3738,0.0,388,7,419,11200,74700,2,3.0,4.0,2,2975.0,0.0,1750.0,1,2975.0,12,1
DENC2003726,9.0,450000.0,8,2021,2,2,4652,1.5,113,11,295,23500,89100,95,4.0,4.0,2,3050.0,608.0,1970.0,1,3658.0,12,1
DENC2017972,7.0,435000.0,2,2022,2,2,4586,0.79,332,4,652,19300,91700,97,4.0,3.0,2,2375.0,0.0,1972.0,1,2375.0,12,1
DENC2007346,7.0,440000.0,9,2021,2,2,4355,0.27,102,4,782,15300,90100,113,4.0,3.0,2,2300.0,0.0,1988.0,1,2300.0,27,1
DENC521074,24.0,449900.0,2,2021,2,2,5119,1.14,137,11,547,29500,94400,95,3.0,2.0,2,2611.0,901.0,1970.0,1,3512.0,12,1
DENC2003752,7.0,419900.0,8,2021,2,2,5496,0.24,513,7,760,13700,112600,112,4.0,3.0,2,2300.0,1188.0,1987.0,1,3488.0,12,1
DENC2011408,4.0,400000.0,12,2021,2,2,3702,0.24,118,4,312,15200,74400,111,4.0,3.0,2,2325.0,700.0,1986.0,1,3025.0,27,1
DENC528444,31.0,485000.0,6,2021,2,4,5363,1.0,235,4,683,45500,117100,109,4.0,3.0,2,2975.0,0.0,1984.0,1,2975.0,12,1
DENC2004030,5.0,449900.0,8,2021,2,2,3549,0.46,155,4,626,21300,64600,97,4.0,3.0,2,2200.0,0.0,1972.0,1,2200.0,27,1
DENC2002310,48.0,489900.0,7,2021,2,2,5230,0.31,415,7,668,16600,103600,112,4.0,3.0,2,2325.0,0.0,1987.0,1,2325.0,12,1
DENC2017728,4.0,440000.0,2,2022,2,2,4095,0.21,134,7,754,14100,80000,114,4.0,3.0,2,2175.0,1069.0,1990.0,1,3244.0,27,1
DENC2010450,5.0,430000.0,11,2021,2,2,3128,0.29,155,4,659,18500,57200,97,4.0,3.0,2,2420.0,0.0,1972.0,1,2420.0,12,1
DENC2010226,9.0,425000.0,11,2021,2,2,4416,0.5,359,7,234,19700,81800,88,4.0,2.0,2,2040.0,0.0,1963.0,1,2040.0,26,1
DENC2006774,5.0,420000.0,10,2021,2,2,3912,0.23,599,7,283,13700,76200,95,4.0,3.0,2,2225.0,0.0,1970.0,1,2225.0,12,1
DENC2007698,4.0,440000.0,9,2021,2,2,3764,0.32,180,7,306,13900,72600,90,3.0,3.0,1,2025.0,0.0,1968.0,1,2025.0,12,1
DENC526882,4.0,375000.0,5,2021,2,2,3694,0.3,354,7,372,16900,68000,85,4.0,3.0,2,2275.0,0.0,1960.0,1,2275.0,27,1
DENC2001342,4.0,454000.0,7,2021,2,2,4797,1.67,206,4,458,32000,84100,109,4.0,3.0,2,3275.0,0.0,1984.0,1,3275.0,27,1
DENC2004888,13.0,454900.0,8,2021,2,2,3719,0.69,317,4,330,18800,71200,90,5.0,4.0,1,2325.0,0.0,1965.0,1,2325.0,11,1
DENC2000816,46.0,499900.0,6,2021,2,2,6148,0.34,472,7,777,14400,126900,116,4.0,3.0,2,3550.0,0.0,1991.0,1,3550.0,27,1
DENC524606,5.0,459900.0,4,2021,2,2,4636,0.26,347,4,222,15200,97000,118,4.0,3.0,2,2500.0,0.0,1993.0,1,2500.0,12,1
DENC2000588,6.0,459000.0,6,2021,2,2,5140,1.61,132,4,355,34600,89800,85,3.0,3.0,2,3150.0,844.0,1960.0,1,3994.0,27,1
DENC524934,18.0,469900.0,4,2021,2,4,3721,0.56,108,4,236,28600,84200,112,4.0,3.0,2,2625.0,0.0,1987.0,1,2625.0,13,1
DENC524816,10.0,459900.0,4,2021,2,2,6048,0.58,112,7,299,22100,116900,115,4.0,4.0,2,2525.0,1720.0,1990.0,1,4245.0,11,1
DENC2000615,30.0,459900.0,10,2021,2,2,5465,0.66,112,7,305,22500,103100,113,4.0,3.0,2,3050.0,615.0,1988.0,1,3665.0,12,1
DENC2013292,3.0,439000.0,12,2021,2,2,3318,0.28,155,4,668,19200,61100,98,4.0,3.0,2,2075.0,0.0,1973.0,1,2075.0,27,1
DENC2001704,7.0,449900.0,7,2021,2,2,5504,0.21,139,7,401,15800,110700,111,3.0,3.0,2,2325.0,750.0,1986.0,1,3075.0,27,1
DENC2020186,5.0,430000.0,3,2022,2,2,3585,0.21,599,7,222,14200,68200,96,4.0,3.0,2,2225.0,0.0,1971.0,1,2225.0,26,1
DENC2004586,30.0,489900.0,8,2021,2,2,4644,0.64,339,4,243,26900,85500,113,4.0,3.0,2,2600.0,0.0,1988.0,1,2600.0,27,1
DENC525420,7.0,449900.0,5,2021,2,2,6231,0.53,140,4,381,25300,125500,114,4.0,3.0,2,2950.0,0.0,1989.0,1,2950.0,27,1
DENC2019478,5.0,445000.0,3,2022,2,2,3746,0.29,599,7,578,14000,72100,94,4.0,3.0,2,2250.0,0.0,1969.0,1,2250.0,12,1
DENC2000980,12.0,469900.0,6,2021,2,2,4326,0.86,137,11,436,28000,76700,87,4.0,3.0,2,2650.0,1770.0,1962.0,1,4420.0,11,1
DENC2010680,13.0,425000.0,11,2021,2,2,4148,0.38,154,4,778,19500,80900,95,4.0,2.0,2,2550.0,900.0,1970.0,1,3450.0,27,1
DENC2001136,19.0,479900.0,7,2021,2,2,5202,1.5,246,4,558,29700,96200,85,3.0,3.0,2,2675.0,0.0,1960.0,1,2675.0,26,1
DENC525484,1.0,499900.0,4,2021,2,4,4934,0.77,235,4,762,43600,106000,107,4.0,3.0,1,3175.0,0.0,1982.0,1,3175.0,27,1
DENC527060,8.0,449900.0,5,2021,2,2,5396,0.74,137,11,691,27400,103200,95,4.0,3.0,2,2350.0,0.0,1970.0,1,2350.0,11,1
DENC2001370,4.0,450000.0,7,2021,2,2,4321,0.78,180,7,774,16700,82600,103,4.0,4.0,2,2200.0,780.0,1978.0,1,2980.0,12,1
DENC2009726,33.0,525000.0,11,2021,2,2,5190,0.77,267,4,458,27500,98100,101,4.0,3.0,2,2550.0,0.0,1976.0,1,2550.0,27,1
DENC2018372,7.0,425000.0,3,2022,2,4,3889,1.07,350,4,470,29100,88800,100,4.0,3.0,2,3075.0,1305.0,1975.0,1,4380.0,11,1
DENC2003084,18.0,479900.0,7,2021,2,2,4859,0.33,249,4,322,26100,91500,117,4.0,3.0,2,2850.0,570.0,1992.0,1,3420.0,27,1
DENC525692,1.0,475000.0,5,2021,2,4,4538,0.84,350,4,390,27900,109700,97,4.0,3.0,2,2650.0,0.0,1972.0,1,2650.0,27,1
DENC2009416,27.0,490000.0,10,2021,2,2,4574,0.39,347,4,379,16000,94700,116,4.0,4.0,2,2425.0,0.0,1991.0,1,2425.0,12,1
DENC2002872,27.0,499900.0,7,2021,2,2,4983,0.58,339,4,295,26600,94000,113,4.0,3.0,2,2750.0,0.0,1988.0,1,2750.0,27,1
DENC2002596,2.0,500000.0,7,2021,2,4,4604,0.9,490,4,691,30600,109000,100,4.0,3.0,2,2950.0,750.0,1975.0,1,3700.0,12,1
DENC2012134,27.0,519900.0,12,2021,2,2,3751,0.29,359,7,343,19700,66500,82,3.0,2.0,2,2400.0,700.0,1957.0,1,3100.0,11,1
DENC2000550,46.0,550000.0,6,2021,2,4,4433,0.51,236,4,771,28400,106000,119,4.0,4.0,2,2800.0,0.0,1994.0,1,2800.0,12,1
DENC2000297,5.0,475000.0,10,2021,2,2,5130,0.32,415,7,746,16600,101300,114,4.0,3.0,2,2650.0,0.0,1989.0,1,2650.0,27,1
DENC2001250,19.0,499900.0,7,2021,2,2,4582,0.45,102,4,221,16400,94500,113,4.0,3.0,2,2300.0,550.0,1988.0,1,2850.0,12,1
DENC527502,1.0,490000.0,5,2021,2,4,4060,0.52,108,4,227,28200,94900,112,4.0,3.0,2,2625.0,0.0,1987.0,1,2625.0,26,1
DENC2002124,5.0,495000.0,7,2021,2,2,6293,0.79,267,4,214,27700,124600,105,4.0,3.0,2,3325.0,1000.0,1980.0,1,4325.0,12,1
DENC2000688,9.0,495000.0,6,2021,2,4,3688,0.51,108,4,756,28100,83700,111,4.0,3.0,2,2625.0,0.0,1986.0,1,2625.0,27,1
DENC2005490,6.0,504900.0,8,2021,2,2,4851,0.7,462,4,291,27200,90200,119,4.0,3.0,2,2575.0,0.0,1994.0,1,2575.0,27,1
DENC2002838,12.0,530000.0,7,2021,2,2,5384,0.75,267,4,481,27400,102900,101,4.0,3.0,2,2200.0,0.0,1976.0,1,2200.0,27,1
DENC2010716,12.0,499900.0,11,2021,2,2,5661,0.35,248,7,264,16900,113200,116,4.0,3.0,2,2800.0,0.0,1991.0,1,2800.0,27,1
DENC2008620,41.0,514900.0,10,2021,2,2,5787,0.35,472,7,720,14400,118600,124,4.0,3.0,2,3650.0,0.0,1999.0,1,3650.0,27,1
DENC2006084,3.0,499000.0,9,2021,2,2,5756,0.98,29,4,782,33200,106100,114,4.0,3.0,2,2825.0,560.0,1989.0,1,3385.0,27,1
DENC2001786,20.0,560000.0,7,2021,2,4,5389,0.85,235,4,578,44300,119100,110,4.0,3.0,2,3300.0,0.0,1985.0,1,3300.0,27,1
DENC526724,7.0,450000.0,5,2021,2,4,3796,0.94,350,4,768,28400,86700,88,4.0,3.0,2,2825.0,779.0,1963.0,1,3604.0,27,1
DENC526458,9.0,489900.0,5,2021,2,2,5165,0.59,204,4,277,28900,96100,118,4.0,3.0,2,2400.0,542.0,1993.0,1,2942.0,27,1
DENC2000920,12.0,492500.0,6,2021,2,2,5024,0.37,326,4,755,26500,95100,119,4.0,3.0,2,2775.0,1106.0,1994.0,1,3881.0,12,1
DENC2010662,9.0,515000.0,12,2021,2,2,4979,0.35,326,4,746,26300,94200,121,4.0,3.0,2,2625.0,0.0,1996.0,1,2625.0,27,1
DENC2000994,2.0,474900.0,7,2021,2,2,6161,0.65,112,7,355,22400,119200,120,4.0,4.0,2,3675.0,1044.0,1995.0,1,4719.0,12,1
DENC2001064,4.0,469900.0,6,2021,2,2,4322,0.85,137,11,712,28000,76600,90,4.0,3.0,2,2375.0,793.0,1965.0,1,3168.0,11,1
DENC528460,9.0,494999.0,6,2021,2,2,3979,0.68,137,11,626,27100,69200,129,5.0,3.0,2,3110.0,0.0,2004.0,1,3110.0,11,1
DENC2018428,10.0,510000.0,2,2022,2,4,4337,0.63,108,4,780,29400,102100,112,4.0,3.0,1,2625.0,0.0,1987.0,1,2625.0,12,1
DENC2006452,38.0,445000.0,9,2021,2,2,7309,1.0,109,11,764,30300,146600,113,4.0,3.0,2,3300.0,0.0,1988.0,1,3300.0,27,1
DENC2002252,8.0,500000.0,7,2021,2,4,4548,0.77,268,4,760,34400,103500,100,5.0,4.0,2,2975.0,0.0,1975.0,1,2975.0,12,1
DENC2020592,5.0,499000.0,4,2022,2,4,3440,0.86,350,4,626,28000,76300,83,3.0,2.0,1,2700.0,1046.0,1958.0,1,3746.0,26,1
DENC2011078,22.0,539900.0,12,2021,2,4,5587,0.77,602,4,458,27500,141900,115,4.0,4.0,2,3875.0,1090.0,1990.0,1,4965.0,12,1
DENC2006204,23.0,535000.0,9,2021,2,2,5813,0.55,177,4,750,28500,112200,118,4.0,3.0,2,2975.0,0.0,1993.0,1,2975.0,12,1
DENC525834,5.0,494000.0,5,2021,2,2,6301,0.96,137,11,525,28500,124000,101,5.0,3.0,2,4150.0,2072.0,1976.0,1,6222.0,11,1
DENC2018746,9.0,500000.0,3,2022,2,2,5979,1.41,535,11,607,31700,113000,90,4.0,3.0,2,2850.0,0.0,1965.0,1,2850.0,26,1
DENC2004408,8.0,510000.0,8,2021,2,4,4812,0.78,268,4,753,34500,111400,101,4.0,3.0,2,2700.0,0.0,1976.0,1,2700.0,26,1
DENC528630,6.0,525000.0,6,2021,2,2,4669,0.56,339,4,667,26400,86600,113,4.0,3.0,2,2600.0,0.0,1988.0,1,2600.0,27,1
DENC2004686,8.0,515000.0,8,2021,2,2,5123,0.25,347,4,221,15100,108900,118,6.0,4.0,2,3200.0,550.0,1993.0,1,3750.0,12,1
DENC525908,4.0,489900.0,5,2021,2,2,5256,0.31,415,7,762,16600,104200,113,4.0,3.0,2,2675.0,0.0,1988.0,1,2675.0,27,1
DENC2008376,5.0,519000.0,10,2021,2,2,5599,0.38,326,4,705,26600,108900,120,4.0,3.0,2,3750.0,774.0,1995.0,1,4524.0,12,1
DENC2019244,1.0,469900.0,3,2022,2,2,6070,0.59,112,7,243,22200,117300,113,4.0,3.0,2,3025.0,0.0,1988.0,1,3025.0,27,1
DENC2003064,6.0,499000.0,8,2021,2,2,5243,0.5,204,4,244,27900,99000,120,4.0,3.0,2,2636.0,0.0,1995.0,1,2636.0,26,1
DENC2003902,4.0,525000.0,8,2021,2,2,6140,0.62,359,7,701,22700,118400,84,5.0,4.0,2,3200.0,0.0,1959.0,1,3200.0,27,1
DENC526370,6.0,494900.0,5,2021,2,2,5107,0.28,347,4,388,15300,108300,119,4.0,3.0,2,3725.0,780.0,1994.0,1,4505.0,12,1
DENC523558,14.0,517500.0,4,2021,2,2,7239,0.54,140,4,361,25400,149800,116,4.0,4.0,2,3775.0,0.0,1991.0,1,3775.0,27,1
DENC2018524,7.0,525000.0,4,2022,2,2,5952,0.49,472,7,726,15400,121400,121,4.0,3.0,2,3050.0,0.0,1996.0,1,3050.0,27,1
DENC2000159,8.0,519000.0,10,2021,2,2,5239,0.37,29,4,740,26500,100300,117,4.0,4.0,2,2775.0,1025.0,1992.0,1,3800.0,4,1
DENC2005852,95.0,539995.0,8,2021,2,4,5172,0.91,268,4,717,35300,121500,108,4.0,3.0,2,3600.0,468.0,1983.0,1,4068.0,12,2
DENC2004080,28.0,530000.0,8,2021,2,2,6904,0.36,140,4,378,24100,143000,115,4.0,3.0,2,2950.0,600.0,1990.0,1,3550.0,12,1
DENC526116,13.0,529000.0,5,2021,2,4,5254,1.02,235,4,355,45700,113600,106,4.0,3.0,2,3550.0,0.0,1981.0,1,3550.0,27,1
DENC526408,4.0,499900.0,5,2021,2,2,5000,0.24,347,4,324,15100,105900,117,4.0,3.0,2,2875.0,630.0,1992.0,1,3505.0,27,1
DENC2018132,6.0,500000.0,2,2022,2,2,5280,0.76,137,11,356,27500,100300,98,4.0,3.0,2,2600.0,0.0,1973.0,1,2600.0,26,1
DENC2017976,9.0,499900.0,2,2022,2,2,4615,0.66,339,4,355,27000,84700,113,4.0,3.0,2,2375.0,0.0,1988.0,1,2375.0,12,1
DENC2003402,107.0,582000.0,7,2021,2,2,6053,0.5,133,4,749,27900,118600,119,4.0,4.0,2,3300.0,100.0,1994.0,1,3400.0,12,2
DENC528726,21.0,575000.0,6,2021,2,4,5581,1.0,608,4,343,25000,144200,120,4.0,3.0,2,3700.0,0.0,1995.0,1,3700.0,27,1
DENC526452,10.0,529900.0,5,2021,2,2,4570,0.38,326,4,775,26600,84000,123,4.0,3.0,2,2400.0,0.0,1998.0,1,2400.0,12,1
DENC524206,12.0,534900.0,4,2021,2,2,6772,0.42,140,4,384,24500,139400,115,4.0,3.0,2,2850.0,650.0,1991.0,1,3500.0,27,1
DENC524026,5.0,499900.0,4,2021,2,4,4156,0.5,496,4,617,21800,104200,112,4.0,3.0,2,2450.0,0.0,1987.0,1,2450.0,27,1
DENC2012528,61.0,589000.0,12,2021,2,2,5520,1.83,591,11,773,22900,110700,82,7.0,4.0,2,5300.0,2268.0,1957.0,1,7568.0,12,2
DENC2010542,5.0,525000.0,11,2021,2,2,5582,0.5,29,4,246,27900,107200,113,4.0,3.0,2,2675.0,0.0,1988.0,1,2675.0,27,1
DENC2008628,9.0,565000.0,11,2021,2,2,5448,0.43,248,7,227,17500,107700,117,5.0,4.0,2,0.0,0.0,1992.0,1,0.0,27,1
DENC2009376,5.0,525000.0,10,2021,2,2,5623,0.37,29,4,283,26500,109600,116,4.0,3.0,2,3025.0,0.0,1991.0,1,3025.0,27,1
DENC2007016,7.0,550000.0,9,2021,2,2,5839,0.51,604,7,292,18100,116100,122,4.0,3.0,2,3275.0,0.0,1997.0,1,3275.0,27,1
DENC524406,3.0,525000.0,6,2021,2,2,6041,0.39,140,4,358,24300,121900,124,4.0,3.0,2,2750.0,0.0,1999.0,1,2750.0,27,1
DENC2004504,7.0,549900.0,8,2021,2,4,4558,0.85,490,4,577,30300,107900,98,4.0,4.0,2,2625.0,0.0,1973.0,1,2625.0,12,1
DENC523890,3.0,560000.0,4,2021,2,2,6396,0.39,248,7,695,17200,129800,121,4.0,3.0,2,3475.0,0.0,1996.0,1,3475.0,27,1
DENC2009482,11.0,575000.0,10,2021,2,4,5162,0.9,602,4,503,28200,128300,113,4.0,3.0,2,2900.0,400.0,1988.0,1,3300.0,12,1
DENC2004164,6.0,519900.0,8,2021,2,2,4938,0.83,137,11,578,27900,91600,137,4.0,5.0,2,2425.0,0.0,2012.0,1,2425.0,28,1
DENC528416,8.0,565000.0,6,2021,2,2,6243,0.89,266,4,773,28200,122900,96,4.0,4.0,2,3950.0,0.0,1971.0,1,3950.0,27,1
DENC524664,10.0,559900.0,4,2021,2,2,5918,0.49,248,7,236,18000,118000,117,4.0,3.0,2,3075.0,650.0,1992.0,1,3725.0,12,1
DENC2000242,5.0,520000.0,6,2021,2,2,5778,0.36,248,7,221,17000,115800,119,4.0,4.0,2,2725.0,0.0,1994.0,1,2725.0,12,1
DENC2003204,35.0,625000.0,7,2021,2,2,6749,0.52,112,7,412,21900,133200,121,4.0,4.0,2,3375.0,1000.0,1996.0,1,4375.0,5,1
DENC2002964,6.0,565000.0,7,2021,2,2,5975,0.58,133,4,764,28800,115800,118,4.0,4.0,2,2950.0,1200.0,1993.0,1,4150.0,12,1
DENC2008756,6.0,574900.0,12,2021,2,2,7239,0.54,140,4,361,25400,149800,116,4.0,4.0,2,3775.0,0.0,1991.0,1,3775.0,27,1
DENC2019054,5.0,519900.0,3,2022,2,2,5599,0.58,29,4,234,28800,106700,114,4.0,3.0,2,2800.0,0.0,1989.0,1,2800.0,27,1
DENC2001690,4.0,549900.0,7,2021,2,4,4367,0.51,236,4,783,28400,104000,121,4.0,3.0,2,2700.0,0.0,1996.0,1,2700.0,27,1
DENC528786,10.0,580000.0,6,2021,2,2,5783,0.59,248,7,213,18800,114100,115,4.0,3.0,2,3475.0,1359.0,1990.0,1,4834.0,27,1
DENC526620,5.0,549500.0,6,2021,2,2,5446,0.53,133,4,705,28300,103500,115,4.0,3.0,2,2550.0,715.0,1990.0,1,3265.0,12,1
DENC2009204,5.0,575000.0,10,2021,2,2,5683,0.41,248,7,717,17300,113300,121,4.0,3.0,2,2775.0,0.0,1996.0,1,2775.0,27,1
DENC524460,7.0,525000.0,4,2021,2,2,5954,0.52,133,4,236,28200,115900,118,4.0,3.0,2,3000.0,0.0,1993.0,1,3000.0,27,1
DENC2021634,7.0,538000.0,4,2022,2,4,4205,0.51,108,4,288,28100,99400,112,4.0,3.0,2,2625.0,756.0,1987.0,1,3381.0,12,1
DENC527046,5.0,575000.0,5,2021,2,2,6677,0.64,246,4,379,23800,137800,92,5.0,4.0,2,2432.0,2300.0,1967.0,1,4732.0,11,1
DENC523712,12.0,599000.0,4,2021,2,2,5256,0.46,359,7,747,21500,99300,64,6.0,5.0,1,3675.0,0.0,1939.0,1,3675.0,26,1
DENC2015540,6.0,562000.0,1,2022,2,2,5095,0.39,326,4,525,26700,96600,121,4.0,3.0,2,2950.0,0.0,1996.0,1,2950.0,12,1
DENC2014686,7.0,559000.0,1,2022,2,2,5714,0.72,29,4,769,30300,108000,112,4.0,3.0,2,2825.0,0.0,1987.0,1,2825.0,27,1
DENC525020,15.0,550000.0,4,2021,2,4,5422,1.0,235,4,536,45500,118900,113,5.0,3.0,2,3200.0,0.0,1988.0,1,3200.0,12,1
DENC504950,110.0,225000.0,7,2020,1,4,3067,0.0,119,4,114,16500,76500,101,3.0,2.0,1,2075.0,0.0,1976.0,9,2075.0,26,2
