MLSNumber,Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,BathsFull,Design,Style,NumberofStories,Central_Air_YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,Water,Sewer,Basement_YN,Garage_YN,ExteriorMaterial,LotFrontage,LotDepth,LotSqFt,LotAcres,YearBuilt,Sold_Price,Days_on_Market,PC1,PC2,PC3,Class
DENC2005356,330000.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,End of Row/Townhouse,0.04,1550.0,1550.0,0.0,3.0,2.0,1.0,Two,Traditional,"Main,Upper1",No,WallUnit,NaturalGas,"Radiator,Steam",NaturalGas,Public,PublicSewer,Yes,No,Brick,18.0,100.0,1742,0.04,1890,350000.0,7.0,-4.638858454989197,5.404003648794782,4.154321136136261,2
DENC2004324,305000.0,19806,COOL SPRING,Red Clay Consolidated,No,Interior Row/Townhouse,0.05,2178.0,2178.0,0.0,3.0,3.0,2.0,Four,Contemporary,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,Electric,90ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Block,Brick,Frame,Stucco",18.0,110.0,2178,0.05,1986,350000.0,6.0,-0.42031488572459896,4.248342119531704,-1.3893301616994043,3
DENC526056,349900.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,1600.0,1600.0,0.0,3.0,2.0,2.0,Two,Other,Main,Yes,CentralAC,NaturalGas,ForcedAir,60PlusGallonTank,Public,PublicSewer,Yes,No,Brick,16.0,95.0,1742,0.04,1920,350000.0,1.0,-3.0252838768043397,2.449019273363259,-0.6811004478346289,3
DENC2018230,399000.0,19806,COOL SPRING,Red Clay Consolidated,No,Twin/Semi-Detached,0.08,3550.0,3550.0,0.0,5.0,4.0,4.0,Three,Traditional,"Main,Upper1,Upper2",Yes,"CentralAC,HeatPumps,MultiUnits,Zoned",NaturalGas,"ForcedAir,HeatPumps",Electric,Public,PublicSewer,Yes,No,"Brick,Concrete,CPVCPVC",24.5,140.0,3485,0.08,1910,355000.0,53.0,0.3270161139039919,7.82271662764399,1.8062725196080571,3
DENC2003198,365000.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,Interior Row/Townhouse,0.03,1450.0,1450.0,0.0,3.0,2.0,1.0,Two,Other,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,14.5,97.5,1307,0.03,1915,355000.0,8.0,-2.9812333487212372,2.764127562532589,-0.06622740731206503,3
DENC528076,360000.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,Twin/Semi-Detached,0.08,2500.0,2500.0,0.0,4.0,4.0,3.0,Three,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,Brick,30.0,115.0,3485,0.08,1900,355000.0,18.0,-1.624252930928265,4.850748309246201,0.9456952250288039,3
DENC2008838,339900.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,Twin/Semi-Detached,0.03,1350.0,1350.0,0.0,3.0,2.0,1.0,Two,"Colonial,Traditional","Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,20.0,74.0,1307,0.03,1940,357511.0,4.0,-3.0080962489499923,3.0597553649410556,0.21781365372908357,3
DENC2017214,339000.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,Interior Row/Townhouse,0.03,1250.0,1250.0,0.0,3.0,2.0,1.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,15.0,100.0,1307,0.03,1900,360000.0,2.0,-3.243629632133738,3.066657966737618,-0.5147155982381337,3
DENC2012016,360000.0,19806,WILM #11,Red Clay Consolidated,No,Interior Row/Townhouse,0.08,2025.0,2025.0,0.0,3.0,3.0,2.0,Three,Traditional,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",36.0,100.0,3485,0.08,1988,360000.0,6.0,-1.5881449608986213,3.7515757003020296,-0.8890940579135608,3
DENC2019256,365000.0,19806,NONE AVAILABLE,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,2200.0,2200.0,0.0,3.0,3.0,3.0,Three,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,No,Yes,Brick,17.0,110.0,1742,0.04,1983,367500.0,5.0,-0.7599723089871006,2.797359123207967,-1.2929316744545918,3
DENC2019948,345000.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,End of Row/Townhouse,0.05,1150.0,1150.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,30.0,70.0,2178,0.05,1920,368000.0,3.0,-2.050681234294483,2.759580805448114,-0.5420874106159593,3
DENC2007476,405000.0,19806,COOL SPRING,Red Clay Consolidated,No,Twin/Semi-Detached,0.07,2600.0,2600.0,0.0,4.0,3.0,3.0,Three,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,24.0,130.5,3049,0.07,1910,369000.0,136.0,-1.2702474272034996,4.718256188038969,0.7148923920441966,3
DENC527032,379900.0,19806,NONE AVAILABLE,Red Clay Consolidated,No,Twin/Semi-Detached,0.07,1528.0,1375.0,153.0,3.0,2.0,1.0,Three,Colonial,Main,Yes,CentralAC,NaturalGas,HeatPumps,60PlusGallonTank,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",23.0,125.0,3049,0.07,1981,369900.0,41.0,-1.3405923706186589,2.0186970747541926,-0.19793951343483435,3
DENC2009760,399900.0,19806,HAPPY VALLEY,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,2249.0,1525.0,724.0,3.0,4.0,3.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,16.0,100.0,1742,0.04,1900,370000.0,1.0,-0.794297299432618,3.27099853022283,-1.070832458514339,3
DENC2000290,349900.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,Twin/Semi-Detached,0.06,1675.0,1675.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,HotWater,Electric,Public,PublicSewer,Yes,No,Brick,25.8,100.0,2614,0.06,1926,370000.0,3.0,-2.6370923495162417,3.1851868569278277,0.8493115987671471,3
DENC527330,380000.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,End of Row/Townhouse,0.04,1525.0,1525.0,0.0,3.0,2.0,1.0,Three,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,17.0,100.0,1742,0.04,1913,370000.0,6.0,-2.9621626361673012,3.2835424717856174,-0.5694883530253769,3
DENC526068,367000.0,19806,HIGHLANDS,Red Clay Consolidated,No,Twin/Semi-Detached,0.08,1675.0,1675.0,0.0,4.0,3.0,2.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,"ForcedAir,HotWater",NaturalGas,Public,PublicSewer,Yes,No,"Brick,VinylSiding",25.4,130.0,3485,0.08,1958,375000.0,4.0,-1.5235753552790368,4.111475555324522,0.0703872225777692,3
DENC523534,399000.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,Twin/Semi-Detached,0.06,1825.0,1825.0,0.0,4.0,3.0,2.0,Three,Colonial,"Lower1,Main,Upper1,Upper2",No,Other,NaturalGas,Zoned,NaturalGas,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",25.0,110.0,2614,0.06,1910,375280.0,29.0,-1.772496456851739,5.024500114493125,4.3165040336900455,2
DENC2001068,389900.0,19806,WILMINGTON,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,1675.0,1675.0,0.0,3.0,2.0,2.0,Three,Traditional,"Lower1,Main,Upper1",No,HeatPumps,Electric,HotWater,Electric,Public,PublicSewer,No,Yes,Brick,16.7,100.1,1742,0.04,1976,379000.0,38.0,-3.3164695909099393,4.266355224650271,2.3304431589957173,2
DENC2021418,344999.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,Interior Row/Townhouse,0.03,1425.0,1425.0,0.0,3.0,2.0,1.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,14.7,100.0,1307,0.03,1930,380000.0,12.0,-2.9158905972026785,3.135488085472992,-0.6703790309543929,3
DENC2008948,394900.0,19806,WILM #13,Red Clay Consolidated,No,Twin/Semi-Detached,0.06,1550.0,1550.0,0.0,2.0,2.0,1.0,Two,Colonial,"Main,Upper1",No,WallUnit,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,Brick,22.0,116.0,2614,0.06,1895,381000.0,6.0,-3.8838528518242006,4.820020446916499,4.9380115193807015,2
DENC528118,385000.0,19806,HIGHLANDS,Red Clay Consolidated,No,Twin/Semi-Detached,0.08,1600.0,1600.0,0.0,4.0,2.0,2.0,Two,Colonial,"Main,Upper1",No,WindowUnits,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,Brick,30.3,113.0,3485,0.08,1911,385000.0,4.0,-3.1592131430373662,4.643193281203084,5.010662375738719,2
DENC2019254,385000.0,19806,WILM #12,Red Clay Consolidated,No,Interior Row/Townhouse,0.03,1623.0,1407.0,216.0,3.0,3.0,2.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Stucco",14.3,77.5,1307,0.03,1920,390000.0,11.0,-2.4259808986010376,3.867470802194197,-0.38854271849191757,3
DENC2003310,389900.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,Twin/Semi-Detached,0.06,1675.0,1675.0,0.0,3.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,22.0,124.0,2614,0.06,1910,390000.0,12.0,-2.2779186049246753,2.970801416211718,0.18838792182723002,3
DENC2021366,399900.0,19806,HIGHLANDS,Red Clay Consolidated,No,Twin/Semi-Detached,0.1,2400.0,2400.0,0.0,4.0,4.0,3.0,Three,Traditional,"Lower1,Main,Upper1,Upper2",No,"Dehumidifier,WindowUnits",NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,28.9,150.0,4356,0.1,1936,400000.0,3.0,-1.187682480026591,6.779241097397283,4.7065216991460535,2
DENC526050,414000.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,Twin/Semi-Detached,0.09,1425.0,1425.0,0.0,2.0,3.0,3.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,Brick,32.0,120.0,3920,0.09,1873,400000.0,27.0,-2.419213089962455,3.971041479293541,0.828430117258438,3
DENC526080,400000.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,End of Row/Townhouse,0.06,1475.0,1475.0,0.0,3.0,2.0,1.0,Two,Traditional,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,25.0,110.0,2614,0.06,1947,405000.0,12.0,-2.1366180700996833,2.4824347895532544,-0.589983096845782,3
DENC528128,417000.0,19806,HIGHLANDS,Red Clay Consolidated,No,Twin/Semi-Detached,0.07,1675.0,1675.0,0.0,3.0,2.0,2.0,Two,Other,"Main,Upper1",No,DuctlessMiniSplit,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,Brick,24.8,130.0,3049,0.07,1928,417000.0,1.0,-3.6462155787612023,5.016241399355447,4.613084827650149,2
DENC2002020,425000.0,19806,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.06,2450.0,2450.0,0.0,3.0,3.0,2.0,Three,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,25.0,111.0,2614,0.06,1880,420000.0,36.0,-1.0480170302795613,2.5239336013490714,0.5296547538345124,3
DENC527342,450000.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,Interior Row/Townhouse,0.05,2025.0,2025.0,0.0,4.0,4.0,3.0,Three,CarriageHouse,"Main,Upper1,Upper2,Upper3",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Brick,16.0,125.0,2178,0.05,1979,420000.0,18.0,0.3207318298829037,3.741519570966452,-0.9813055845068691,3
DENC2021240,389900.0,19806,COOL SPRING,Red Clay Consolidated,Yes,Detached,0.12,2625.0,2625.0,0.0,5.0,3.0,2.0,Three,Reverse,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,40.0,130.5,5227,0.12,1920,430000.0,5.0,0.6927995656318717,3.8071270020305428,0.6634212627232374,3
DENC2009930,445000.0,19806,WESTHILL,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.04,2750.0,2750.0,0.0,2.0,3.0,2.0,Three,Contemporary,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,Stucco",17.7,75.0,1742,0.04,1988,430000.0,13.0,0.7171964481158954,4.3215222190552165,-2.8693522258564705,3
DENC2018168,449500.0,19806,WILM #15,Red Clay Consolidated,No,Twin/Semi-Detached,0.09,2425.0,2425.0,0.0,5.0,3.0,2.0,Three,Colonial,"Main,Upper1,Upper2",Yes,"CentralAC,DuctlessMiniSplit",NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,30.8,125.0,3920,0.09,1926,435000.0,15.0,-0.7151750313436703,5.048796616992804,2.5218958378892085,2
DENC2017808,459000.0,19806,HIGHLANDS,Red Clay Consolidated,No,Twin/Semi-Detached,0.05,1400.0,1400.0,0.0,3.0,2.0,1.0,Two,"Colonial,Traditional","Main,Upper1",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,No,No,Brick,20.0,113.0,2178,0.05,1929,445000.0,7.0,-3.033341660898026,2.766668814587562,1.092003704283131,3
DENC2012174,445000.0,19806,WESTHILL,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.04,2575.0,2575.0,0.0,2.0,3.0,3.0,Three,Contemporary,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,Stucco",18.0,89.0,1742,0.04,1988,445000.0,7.0,0.6715980663000749,4.728398786315043,-2.7091818453838545,3
DENC526658,464900.0,19806,WILMINGTON,Red Clay Consolidated,No,Detached,0.21,3275.0,3275.0,0.0,5.0,4.0,3.0,ThreeandaHalf,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,"BaseboardHotWater,Central,HotWater,Radiator,Zoned",NaturalGas,Community,PublicSewer,Yes,Yes,Stucco,50.0,180.0,9148,0.21,1900,445000.0,26.0,3.3744850818248895,2.7612328755470417,1.7233708798150218,0
DENC2012746,499900.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,Twin/Semi-Detached,0.06,2625.0,2625.0,0.0,6.0,3.0,2.0,Three,"Colonial,Traditional","Main,Upper1,Upper2",Yes,"CentralAC,WindowUnits",NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,WoodSiding,30.0,92.0,2614,0.06,1900,446500.0,66.0,-0.631903773810758,4.8025369835834155,1.4089081398822327,3
DENC525388,415000.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,Twin/Semi-Detached,0.06,1650.0,1650.0,0.0,3.0,3.0,2.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,"Central,ForcedAir",Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Stucco,VinylSiding",27.4,100.0,2614,0.06,1915,460000.0,5.0,-1.767707477846631,3.575310593470549,-0.22133127830683147,3
DENC2000531,479900.0,19806,WILM #13,Red Clay Consolidated,No,Twin/Semi-Detached,0.07,2625.0,2625.0,0.0,5.0,2.0,2.0,Three,"Colonial,Traditional","Lower1,Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,Brick,25.0,125.0,3049,0.07,1913,465000.0,4.0,-0.9321090523434533,4.464777659536227,1.7849340490444128,3
DENC2000158,495000.0,19806,HAPPY VALLEY,Red Clay Consolidated,No,End of Row/Townhouse,0.04,2250.0,2250.0,0.0,4.0,2.0,2.0,Three,"French,Normandy","Lower1,Main,Upper1",Yes,CentralAC,"Electric,Oil",ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Frame",16.0,100.0,1742,0.04,1920,475000.0,30.0,-0.5857419764203796,3.3608651833041696,-0.2789669154176003,3
DENC2019202,450000.0,19806,HIGHLANDS,Red Clay Consolidated,No,Interior Row/Townhouse,0.05,1665.0,1665.0,0.0,3.0,2.0,1.0,Two,Other,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,18.6,125.0,2178,0.05,1915,478000.0,8.0,-2.2002006769305837,3.0861131569010336,-0.12514566371044972,3
DENC525008,445000.0,19806,HIGHLANDS,Red Clay Consolidated,No,Twin/Semi-Detached,0.08,1725.0,1725.0,0.0,3.0,3.0,2.0,Three,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,WoodSiding",25.0,142.5,3484,0.08,1894,480000.0,3.0,-0.432927207309693,3.8590902363662143,0.5171382295551679,3
DENC2004194,495000.0,19806,COOL SPRING,Red Clay Consolidated,No,Detached,0.07,3200.0,3200.0,0.0,4.0,3.0,2.0,Three,Colonial,"Main,Upper1,Upper2",No,WindowUnits,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,Brick,30.0,100.0,3049,0.07,1904,487500.0,8.0,-1.2616568417223974,4.80757583679378,4.972504518887701,2
DENC2000404,489900.0,19806,HIGHLANDS,Red Clay Consolidated,No,Detached,0.12,2000.0,2000.0,0.0,5.0,2.0,2.0,Three,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Stucco,42.0,125.0,5227,0.12,1920,489900.0,6.0,-0.023880510700147014,2.0887071080317487,0.528522068064215,3
DENC2011956,490000.0,19806,WILM #13,Red Clay Consolidated,Yes,Twin/Semi-Detached,0.06,3580.0,2950.0,630.0,3.0,3.0,2.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,HeatPumpGasBackUp,Electric,Public,PublicSewer,Yes,Yes,Brick,18.9,85.8,2614,0.06,1978,492000.0,7.0,1.3131023996955655,4.563835854551279,-0.8759339251370929,3
DENC524818,495000.0,19806,WESTHILL,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,3075.0,3075.0,0.0,3.0,4.0,2.0,Three,Contemporary,Main,Yes,CentralAC,NaturalGas,HeatPumps,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,Stucco",31.3,75.0,2178,0.05,1990,495000.0,4.0,1.403419684013176,4.239637663361004,-2.8450807022795823,3
DENC2009058,529900.0,19806,HIGHLANDS,Red Clay Consolidated,No,Twin/Semi-Detached,0.08,2000.0,1600.0,400.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,HotWater,SWChangeover,Public,PublicSewer,Yes,No,Brick,30.3,113.0,3485,0.08,1911,497500.0,29.0,-0.6228519263933772,3.761441663417284,1.4069661946653558,3
DENC2021716,424900.0,19806,TROLLEY SQUARE,Red Clay Consolidated,No,Twin/Semi-Detached,0.07,2150.0,2150.0,0.0,4.0,2.0,2.0,Three,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,29.8,100.0,3049,0.07,1920,506950.0,8.0,-1.1303451831469522,4.1366619740541415,0.19048933353318503,3
DENC2020254,475000.0,19806,WILM #13,Red Clay Consolidated,Yes,Twin/Semi-Detached,0.04,2250.0,1650.0,600.0,3.0,2.0,2.0,Three,Traditional,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,20.3,76.5,1742,0.04,1900,514000.0,4.0,-0.9122270539328347,4.12651271656342,0.07579880597913786,3
DENC2006306,524000.0,19806,HIGHLANDS,Red Clay Consolidated,No,Twin/Semi-Detached,0.04,2008.0,1827.0,181.0,3.0,3.0,2.0,Five,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,22.0,76.5,1742,0.04,1900,522000.0,56.0,-1.6805470828007487,4.033149029817748,-0.0021502908328133704,3
DENC522236,625000.0,19806,HIGHLANDS,Red Clay Consolidated,No,Twin/Semi-Detached,0.08,2685.0,2685.0,0.0,4.0,4.0,3.0,Three,Traditional,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,"Electric,NaturalGas","ForcedAir,HeatPumps,ProgrammableThermostat,Zoned",Electric,Public,PublicSewer,Yes,Yes,Brick,29.3,120.0,3484,0.08,1928,530000.0,85.0,1.4138383160896226,5.974412845087112,0.8346364957377764,3
DENC528624,549900.0,19806,HIGHLANDS,Red Clay Consolidated,No,Twin/Semi-Detached,0.1,2075.0,2075.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,"CeilingFans,CentralAC","Electric,NaturalGas",ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,36.0,117.0,4356,0.1,1910,540000.0,23.0,-0.5315072622004009,3.9377915854966297,1.4622024384948797,3
DENC2000469,549900.0,19806,WILM #14,Red Clay Consolidated,No,Detached,0.16,3275.0,3275.0,0.0,5.0,4.0,3.0,Three,Colonial,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,64.6,130.0,6970,0.16,1900,549900.0,19.0,2.205173760629846,3.4605849984610653,1.409697249026708,0
DENC524686,559900.0,19806,WILMINGTON,Red Clay Consolidated,No,Detached,0.18,1630.0,1630.0,0.0,3.0,3.0,2.0,One,Rancher,Main,Yes,CentralAC,Other,"Other,Steam",Other,Public,Other,Yes,No,"Brick,Frame",80.0,100.0,7841,0.18,1979,550000.0,26.0,-0.7395803285972748,-1.279786434328093,2.5523572894150446,1
DENC2020430,525000.0,19806,HIGHLANDS,Red Clay Consolidated,No,Twin/Semi-Detached,0.08,1550.0,1550.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,30.3,113.0,3484,0.08,1914,563000.0,5.0,-0.42569909106295317,3.8128573120673677,1.0687290339036986,3
DENC2014742,610000.0,19806,HIGHLANDS,Red Clay Consolidated,No,Twin/Semi-Detached,0.13,2500.0,2500.0,0.0,3.0,3.0,2.0,Two,Contemporary,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Dryvit,50.0,110.0,5663,0.13,1993,570000.0,55.0,1.293920312947698,4.188422853795887,-0.17651165637692995,3
DENC2004738,665000.0,19806,WILM #13,Red Clay Consolidated,No,Twin/Semi-Detached,0.22,3288.0,3288.0,0.0,4.0,3.0,2.0,Three,"AFrame,Traditional","Main,Upper1,Upper2",No,"DuctlessMiniSplit,HeatPumps","Electric,NaturalGas","BaseboardElectric,ForcedAir,Radiant",NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,WoodSiding",54.5,174.4,9583,0.22,1900,595000.0,89.0,1.740100779379441,9.721342229675596,7.573802490797061,2
DENC525524,565000.0,19806,BRANDYWINE PARK,Brandywine,No,Unit/Flat/Apartment,0.0,2805.0,2805.0,0.0,3.0,3.0,3.0,Three,ConvertedDwelling,Main,Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,No,No,Stone,0.0,0.0,0,0.0,1987,600000.0,5.0,-0.9399244058992858,1.3038559048530842,-2.1758744910931247,3
DENC505554,200000.0,19805,VILONE VILLAGE,Red Clay Consolidated,No,Detached,0.14,1225.0,1225.0,0.0,3.0,1.0,1.0,Two,Colonial,Upper1,Yes,CentralAC,Oil,ForcedAir,Other,Public,PublicSewer,Yes,No,"Asphalt,Block,Brick,BrickFront",50.0,125.0,6098,0.14,1948,215000.0,8.0,-3.2654605639287704,-0.44814035354133225,0.9832722729638314,1
DENC508372,265000.0,19805,OAK HILL,Red Clay Consolidated,No,Detached,0.17,2625.0,2625.0,0.0,3.0,3.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Stone",50.0,150.0,7405,0.17,1951,263000.0,6.0,-0.85581666919006,0.7817356058671024,0.051369780513646685,3
DENC517186,227500.0,19805,GREENBRIER VILLAGE,Red Clay Consolidated,No,Interior Row/Townhouse,0.06,1525.0,1525.0,0.0,3.0,3.0,2.0,Two,Colonial,Upper1,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",0.0,0.0,2614,0.06,2003,224000.0,18.0,-1.7237005575006674,2.5348105691347786,-1.8921970883497237,3
DENC523218,230000.0,19805,WILLOW RUN,Red Clay Consolidated,No,Detached,0.18,1575.0,1575.0,0.0,4.0,2.0,2.0,OneandaHalf,CapeCod,Main,Yes,"CeilingFans,CentralAC",Electric,ForcedAir,Electric,Public,PublicSewer,No,Yes,"Brick,Stucco",48.0,122.1,7841,0.18,1950,245000.0,5.0,-2.3292452513708137,-1.4313730349430844,1.049015192796169,1
DENC519940,189900.0,19805,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.16,1525.0,1525.0,0.0,3.0,2.0,1.0,Two,Traditional,"Lower1,Main,Upper1",Yes,"CentralAC,WindowUnits",NaturalGas,"ForcedAir,Radiator",NaturalGas,Public,PublicSeptic,Yes,Yes,"AluminumSiding,Brick,VinylSiding",65.0,106.0,6970,0.16,1900,200000.0,5.0,-1.6132214339593336,1.0130901322363874,2.0057531453039945,2
DENC519774,175500.0,19805,NONE AVAILABLE,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,1175.0,1175.0,0.0,3.0,2.0,1.0,Two,Colonial,Main,No,None,Oil,HotWater,Oil,Public,PublicSewer,Yes,No,Brick,19.9,92.1,1742,0.04,1925,200000.0,5.0,-4.676035143192018,2.104078274226883,5.485829340503713,2
DENC518826,186900.0,19805,FRANKLIN CHASE,Red Clay Consolidated,No,Interior Row/Townhouse,0.03,1723.0,1525.0,198.0,3.0,3.0,2.0,Three,StraightThru,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,0.0,0.0,1307,0.03,2008,200000.0,5.0,-2.6787561041764034,3.211890608848319,-1.7108664068509345,3
