MLSNumber,Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,BathsFull,Design,Style,NumberofStories,Central_Air_YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,Water,Sewer,Basement_YN,Garage_YN,ExteriorMaterial,LotFrontage,LotDepth,LotSqFt,LotAcres,YearBuilt,Sold_Price,Days_on_Market,PC1,PC2,PC3,Class
DENC518086,330000.0,19808,SHERWOOD PARK II,Red Clay Consolidated,Yes,Detached,0.26,2099.0,2099.0,0.0,4.0,2.0,1.0,Two,SplitLevel,"Main,Upper1",Yes,CentralAC,"Electric,NaturalGas",BaseboardElectric,NaturalGas,Public,PublicSewer,Yes,Yes,"BrickFront,VinylSiding",72.4,133.5,11326,0.26,1958,335000.0,5.0,1.281547237191336,0.4291621329637825,0.09334623829951394,0
DENC518982,215500.0,19808,PEPPER RIDGE,Red Clay Consolidated,No,Interior Row/Townhouse,0.06,1927.0,1575.0,352.0,3.0,2.0,1.0,Two,Other,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",16.2,126.2,2614,0.06,1976,200000.0,47.0,-2.212836430085776,1.4866681281563632,-1.272231638518793,3
DENC512992,200000.0,19808,WOODMILL,Red Clay Consolidated,No,Interior Row/Townhouse,0.05,1150.0,1150.0,0.0,2.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSeptic,Yes,No,VinylSiding,20.0,105.0,2178,0.05,1985,200000.0,15.0,-2.555155469558829,1.424658316591788,-1.9954690637812682,3
DENC512104,219900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1425.0,1425.0,0.0,2.0,3.0,2.0,Two,Contemporary,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,Other,16.0,125.0,2178,0.05,1985,200000.0,11.0,-0.689101617656539,2.6470644940489834,-3.595703610050086,3
DENC506356,195000.0,19808,WASHINGTON HEIGHTS,Red Clay Consolidated,No,Detached,0.14,0.0,0.0,0.0,4.0,3.0,2.0,OneandaHalf,CapeCod,"Lower1,Main,Upper1",No,WindowUnits,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Concrete,Stucco",50.0,118.0,6098,0.14,1954,201000.0,5.0,-3.223374531166158,0.5637065027968619,4.568288466271703,2
DENC523094,199875.0,19808,PEPPER RIDGE,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,1975.0,1575.0,400.0,2.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,NoSepticSystem,Yes,No,Brick,16.0,118.0,1742,0.04,1976,205000.0,1.0,-1.5344392733573038,1.3376423354429197,-0.87244589385505,3
DENC501750,214900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1875.0,1609.0,266.0,2.0,3.0,2.0,Two,Contemporary,"Main,Upper1",Yes,"CentralAC,HeatPumps",Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,Yes,No,VinylSiding,16.0,156.6,2614,0.06,1986,205000.0,47.0,-1.0446616506947213,2.929081036564541,-2.60764416946176,3
DENC505216,205900.0,19808,BROOKLAND TERRACE,Red Clay Consolidated,No,Detached,0.2,1676.0,1100.0,576.0,3.0,1.0,1.0,Two,CapeCod,Main,No,WindowUnits,Oil,BaseboardHotWater,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Stone",88.0,100.0,8712,0.2,1940,205900.0,7.0,-2.6798542970789097,-0.14825910584576177,5.205400954267381,2
DENC500680,211900.0,19808,CRANSTON HEIGHTS,Red Clay Consolidated,No,Detached,0.14,1550.0,1550.0,0.0,4.0,2.0,1.0,OneandaHalf,CapeCod,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,VinylSiding,0.0,0.0,6098,0.14,1930,208000.0,8.0,-2.4518329941489196,-0.4596181188921209,-0.17618663614236277,1
DENC521992,200000.0,19808,WOODMILL,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1125.0,1125.0,0.0,2.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",20.0,110.0,2178,0.05,1985,208700.0,6.0,-1.4853501702793523,2.0603432044941754,-3.3171343614332973,3
DENC523212,197900.0,19808,BIRCH POINTE,Red Clay Consolidated,No,Unit/Flat/Apartment,0.0,0.0,0.0,0.0,2.0,2.0,2.0,Two,Contemporary,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,No,No,"AluminumSiding,VinylSiding",0.0,0.0,0,0.0,2008,209901.0,7.0,-4.9513173902208445,0.09603887117804935,-3.8747937413182334,3
DENC512816,224900.0,19808,PEPPER RIDGE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1225.0,1225.0,0.0,3.0,2.0,1.0,Three,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,16.4,126.9,2178,0.05,1976,210000.0,44.0,-2.418309440497579,2.254037070514323,-1.7631410467483328,3
DENC517606,210000.0,19808,WOODMILL,Red Clay Consolidated,No,Interior Row/Townhouse,0.07,1685.0,1125.0,560.0,2.0,2.0,1.0,Three,Colonial,"Main,Upper1,Upper2",Yes,"CeilingFans,CentralAC,HeatPumps",Electric,"ForcedAir,HeatPumpElectricBackUp",Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",21.9,161.6,3049,0.07,1986,210700.0,12.0,-2.2584994562181917,2.8995663822528845,-2.142515867169555,3
DENC508042,224900.0,19808,PEPPER RIDGE,Red Clay Consolidated,No,Interior Row/Townhouse,0.06,2279.0,1575.0,704.0,3.0,2.0,1.0,Two,Contemporary,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,"Brick,VinylSiding",16.1,124.0,2614,0.06,1976,215000.0,64.0,-1.6145000983828306,1.9051465356549893,-2.188338054256892,3
DENC500644,214900.0,19808,WOODMILL,Red Clay Consolidated,No,Interior Row/Townhouse,0.06,1150.0,1150.0,0.0,2.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,90ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Block,20.0,135.9,2614,0.06,1985,215000.0,4.0,-1.9819750679945665,1.6436422354827311,-2.1858079426567976,3
DENC522324,210000.0,19808,WOODMILL,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1150.0,1150.0,0.0,2.0,2.0,1.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,VinylSiding",20.0,116.9,2178,0.05,1984,217500.0,7.0,-2.6441845620354623,2.1447929931670098,-3.1523099746961942,3
DENC519198,212900.0,19808,PEPPER RIDGE,Red Clay Consolidated,No,Interior Row/Townhouse,0.09,1829.0,1525.0,304.0,3.0,3.0,2.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",16.0,191.8,3920,0.09,1978,218000.0,3.0,-1.3822407649385025,1.774602610455798,-1.5352149256419763,3
DENC507636,219000.0,19808,LINDEN HILL SQUARE,Red Clay Consolidated,Yes,End of Row/Townhouse,0.11,2352.0,1825.0,527.0,3.0,2.0,1.0,Two,Tudor,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,"Brick,Stucco",16.0,181.8,4792,0.11,1981,219000.0,4.0,-1.245936158374257,2.789638795551512,-2.1806015708704543,3
DENC509542,210000.0,19808,LINDEN HILL SQUARE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.04,1575.0,1225.0,350.0,3.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,"PublicSeptic,PublicSewer",Yes,No,"Brick,Stucco",16.0,118.4,1742,0.04,1981,219500.0,3.0,-1.4238995024359085,2.20648988590007,-2.636775793474539,3
DENC505724,219900.0,19808,BERKSHIRE,Red Clay Consolidated,No,Interior Row/Townhouse,0.0,0.0,0.0,0.0,3.0,3.0,3.0,Three,Contemporary,"Main,Upper1",Yes,CentralAC,NaturalGas,HotWater,Electric,Public,PublicSewer,No,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,0,0.0,1990,219900.0,26.0,-2.913933646663728,1.8999494117480311,-2.454227834644363,3
DENC505084,219900.0,19808,EASTBURN ACRES,Red Clay Consolidated,No,Detached,0.36,1225.0,1225.0,0.0,4.0,2.0,2.0,OneandaHalf,CapeCod,"Main,Upper1",No,WindowUnits,Electric,BaseboardElectric,Electric,Public,PublicSeptic,No,Yes,"AluminumSiding,VinylSiding",49.6,149.5,15682,0.36,1981,219900.0,29.0,-2.0493203952459904,-0.9159230704244054,4.28865454995247,2
DENC523372,209900.0,19808,PEPPER RIDGE,Red Clay Consolidated,No,Interior Row/Townhouse,0.05,1927.0,1575.0,352.0,2.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",16.4,157.0,2178,0.05,1978,220000.0,6.0,-1.8562621923703855,1.2677336005607267,-1.4810165034888227,3
DENC520810,220000.0,19808,WOODMILL,Red Clay Consolidated,No,End of Row/Townhouse,0.08,1350.0,1350.0,0.0,3.0,4.0,2.0,Two,"Colonial,Contemporary","Lower1,Lower2,Main,Upper1,Upper2",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSeptic,Yes,No,"Brick,VinylSiding",33.3,105.0,3485,0.08,1985,220000.0,7.0,-1.0647111870749213,2.0136381184845167,-2.204776050831259,3
DENC511264,234900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1450.0,1450.0,0.0,2.0,3.0,2.0,Three,Traditional,"Lower1,Main,Upper1",Yes,"CentralAC,HeatPumps",Electric,HeatPumps,NaturalGas,Public,PublicSewer,Yes,Yes,Frame,16.0,138.5,2178,0.05,1984,224900.0,12.0,-0.9641319008132112,3.7184252364954395,-2.473673861654992,3
DENC521912,225000.0,19808,DUNLINDEN ACRES,Red Clay Consolidated,No,Detached,0.15,1250.0,1250.0,0.0,3.0,2.0,2.0,One,Rancher,Main,No,WindowUnits,Oil,ForcedAir,Electric,Public,PublicSewer,No,No,Frame,60.0,110.0,6534,0.15,1952,225000.0,6.0,-4.203448082848923,-2.768033876297352,3.3234856228483127,1
DENC507666,220000.0,19808,CAPITAL TR FMS,Red Clay Consolidated,No,Detached,0.2,0.0,0.0,0.0,3.0,2.0,1.0,OneandaHalf,SplitLevel,"Lower1,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PrivateSewer,Yes,No,Brick,60.0,119.8,8712,0.2,1956,225000.0,11.0,-2.9544013000698808,-1.2912580272271121,0.861539382131789,1
DENC503534,225000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.08,2583.0,1575.0,1008.0,3.0,2.0,2.0,Three,Traditional,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Other,Public,PublicSeptic,Yes,No,"Brick,WoodSiding",24.1,145.4,3485,0.08,1979,225000.0,4.0,-0.4726742987470951,2.0094855885887535,-1.1729724693088637,3
DENC501980,225000.0,19808,LIMESTONE ACRES,Red Clay Consolidated,No,Detached,0.24,1625.0,1625.0,0.0,4.0,2.0,2.0,Two,CapeCod,"Lower1,Main",No,None,Oil,HotWater,Electric,Public,PublicSewer,Yes,Yes,"Brick,Frame",75.0,140.0,10454,0.24,1954,225000.0,2.0,-1.2508694689931583,0.3566220192122718,5.322577453044423,2
DENC501462,239000.0,19808,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.07,1550.0,1550.0,0.0,3.0,2.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HotWater,Electric,Public,PublicSewer,Yes,No,Stucco,180.0,80.0,3049,0.07,1900,225000.0,38.0,-0.8966878189273583,0.25028633566014585,0.6482159299146067,3
DENC507686,224900.0,19808,DUNLINDEN ACRES,Red Clay Consolidated,No,Detached,0.14,1075.0,1075.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,No,No,"Brick,VinylSiding",60.0,110.0,6098,0.14,1954,226000.0,11.0,-3.5821721023899746,-4.224852512623468,-0.38404063115801784,1
DENC508130,225000.0,19808,BERKSHIRE LIMESTON,Red Clay Consolidated,Yes,End of Row/Townhouse,0.0,0.0,0.0,0.0,2.0,2.0,2.0,Three,"Contemporary,Loft","Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,"AluminumSiding,Brick,MixedPlumbing,VinylSiding",0.0,0.0,0,0.0,1993,227000.0,27.0,-3.962192792088066,2.2395309931931133,-4.876723059972997,3
DENC507822,239900.0,19808,DUNLINDEN ACRES,Red Clay Consolidated,No,Detached,0.16,1075.0,1075.0,0.0,3.0,1.0,1.0,One,Rancher,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,No,No,"Asphalt,Frame,VinylSiding",60.0,120.0,6970,0.16,1954,227500.0,46.0,-3.738351484366617,-4.239881972607134,-0.20936060299818493,1
DENC520716,225000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1450.0,1450.0,0.0,2.0,3.0,2.0,Three,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,Frame,16.0,144.6,2178,0.05,1984,228000.0,3.0,-0.7609953486072114,3.0028860972050833,-3.2925294937269847,3
DENC512480,238000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,No,Interior Row/Townhouse,0.07,1550.0,1550.0,0.0,3.0,2.0,1.0,Two,Traditional,Main,Yes,CentralAC,Electric,Central,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",24.0,125.0,3049,0.07,1979,228000.0,20.0,-1.7410290234560275,1.458183988575372,-2.207904222302671,3
DENC511338,229000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,End of Row/Townhouse,0.12,1825.0,1825.0,0.0,2.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,Stucco,26.1,150.3,5227,0.12,1986,229000.0,0.0,-0.5825738395814254,2.543499685253513,-2.827764699672711,3
DENC510466,219900.0,19808,CAPITAL TR FMS,Red Clay Consolidated,No,Detached,0.11,1450.0,1450.0,0.0,3.0,2.0,2.0,Two,Colonial,"Main,Upper1",No,"MultiUnits,WholeHouseFan","Electric,NaturalGas",HotWater,NaturalGas,Public,PublicSeptic,Yes,Yes,"AluminumSiding,VinylSiding",49.1,94.0,4791,0.11,1940,229900.0,7.0,-1.6403517324336763,1.5576065398920196,3.965369647862499,2
DENC524506,214900.0,19808,WOODMILL,Red Clay Consolidated,No,End of Row/Townhouse,0.08,1400.0,1400.0,0.0,3.0,3.0,2.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",33.3,107.1,3485,0.08,1985,230000.0,5.0,-1.781024913803204,2.4014972870590734,-2.558026329374837,3
DENC523362,224900.0,19808,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.17,1075.0,1075.0,0.0,3.0,1.0,1.0,One,RaisedRanch,Main,Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,No,No,Concrete,79.5,107.0,7405,0.17,1950,230000.0,4.0,-3.2659996903743336,-3.623636204843549,-0.11544736700252879,1
DENC521672,230000.0,19808,KIRKWOOD GARDENS,Red Clay Consolidated,No,Detached,0.15,925.0,925.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,No,No,"AluminumSiding,VinylSiding",60.0,110.0,6534,0.15,1957,230000.0,1.0,-3.8375638877663234,-4.039103864238029,-1.012514149565992,1
DENC509908,235000.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,No,Detached,0.15,1025.0,1025.0,0.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,Central,NaturalGas,Public,PublicSewer,Yes,Yes,"Asbestos,Brick,VinylSiding",60.0,110.0,6534,0.15,1960,230000.0,7.0,-1.9455326830259587,-2.970823823638322,-0.5563055140337086,1
DENC520624,224900.0,19808,WOODMILL,Red Clay Consolidated,No,End of Row/Townhouse,0.13,1325.0,1325.0,0.0,3.0,3.0,2.0,Two,Other,Main,Yes,CentralAC,Electric,"Central,ForcedAir",Electric,Public,PublicSewer,Yes,No,"AluminumSiding,VinylSiding",76.1,129.8,5663,0.13,1984,230250.0,6.0,-2.216299150792856,1.011044094744856,-2.1165406201172994,3
DENC522354,225000.0,19808,DUNLINDEN ACRES,Red Clay Consolidated,No,Detached,0.15,1125.0,1125.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,No,No,Frame,60.0,110.0,6534,0.15,1952,230500.0,5.0,-3.7245268819741506,-4.120643954418625,-0.8092121723973388,1
DENC518048,229900.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.46,2400.0,1800.0,600.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,Oil,HotWater,Electric,Public,PublicSewer,Yes,No,"Brick,Frame",60.0,200.4,20038,0.46,1959,231000.0,5.0,-1.0887659602193973,-3.0193493394618467,1.349370629612032,1
DENC513006,239500.0,19808,KIRKWOOD GARDENS,Red Clay Consolidated,No,Detached,0.17,1100.0,1100.0,0.0,3.0,2.0,1.0,One,Rancher,Main,No,WindowUnits,Oil,BaseboardHotWater,Oil,Public,PublicSewer,No,No,Other,65.0,108.0,7405,0.17,1957,231500.0,45.0,-4.748810645722827,-2.6559384658888527,4.730640168860713,2
DENC508044,225000.0,19808,EASTBURN HEIGHTS,Red Clay Consolidated,No,Detached,0.58,1700.0,1700.0,0.0,3.0,2.0,1.0,Three,CapeCod,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,Frame,VinylSiding",100.0,259.8,25265,0.58,1937,231500.0,3.0,-0.08273309814848541,-1.5033721122045138,1.0074259700193697,1
DENC510684,225000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,2036.0,1700.0,336.0,2.0,3.0,3.0,Three,Traditional,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,Frame,16.0,125.0,2178,0.05,1984,232000.0,2.0,-1.0075328472922147,3.0897537888686077,-3.166074569852642,3
DENC520348,239000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1450.0,1450.0,0.0,2.0,2.0,2.0,Three,Other,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,Frame,16.0,142.5,2178,0.05,1984,232500.0,12.0,-1.0243536909700313,2.7065719878515986,-3.1390440547474374,3
DENC500064,255000.0,19808,CEDARCREST,Red Clay Consolidated,No,Detached,0.24,2650.0,1650.0,1000.0,4.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,85.7,118.0,10454,0.24,1964,232500.0,24.0,-0.5832607003556881,-2.7392014437231693,0.0661618853372424,1
DENC517252,215000.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.32,2431.0,1825.0,606.0,3.0,2.0,2.0,TwoandaHalf,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",75.0,170.0,13939,0.32,1956,233000.0,4.0,0.5619718852023514,-1.253665759418865,0.13547139520496349,1
DENC523606,234000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1425.0,1425.0,0.0,2.0,3.0,2.0,Two,Contemporary,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,Other,16.0,125.0,2178,0.05,1985,234000.0,6.0,-0.5679596338728413,2.667617215787514,-3.60192707837401,3
DENC520338,239000.0,19808,PENN DREW MANOR,Red Clay Consolidated,No,Detached,0.23,2198.0,1650.0,548.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,130.3,103.2,10019,0.23,1960,234000.0,7.0,-1.7282485111237165,-2.693463612620899,0.29856257110154455,1
DENC523950,235000.0,19808,WEATHERHILL FARMS,Red Clay Consolidated,No,Interior Row/Townhouse,0.06,1826.0,1476.0,350.0,2.0,3.0,2.0,Two,Contemporary,"Main,Upper1",Yes,CentralAC,Electric,Central,Electric,Public,PublicSewer,Yes,No,"Block,Brick",18.3,146.6,2614,0.06,1987,235000.0,1.0,-1.4899220114273786,1.9518974687438428,-2.6574919262026655,3
DENC518792,185000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.11,3310.0,2500.0,810.0,3.0,3.0,3.0,TwoandaHalf,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,Central,HeatPumps,Electric,Public,PublicSewer,Yes,No,"Brick,Frame",24.3,196.3,4791,0.11,1983,235000.0,5.0,0.5751480527013226,2.919968774671207,-2.3263546430158373,3
DENC518678,235000.0,19808,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.32,1450.0,1450.0,0.0,3.0,1.0,1.0,One,Rancher,Main,No,None,Oil,90ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Brick,0.0,0.0,13939,0.32,1950,235000.0,3.0,-3.243669610923223,-1.0428183441347112,4.425677544231798,2
DENC509076,235000.0,19808,HERITAGE PARK,Red Clay Consolidated,Yes,Detached,0.22,1725.0,1725.0,0.0,4.0,2.0,1.0,One,Rancher,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Asbestos,VinylSiding",60.1,141.5,9583,0.22,1961,235000.0,1.0,-0.45903411600137134,-2.758290629137948,-0.4905578839481912,1
DENC503958,250000.0,19808,ALBERTSON PARK,Red Clay Consolidated,No,Detached,0.17,2080.0,1600.0,480.0,3.0,2.0,1.0,Two,Bilevel,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,Electric,Public,PublicSewer,Yes,Yes,VinylSiding,60.0,110.1,7405,0.17,1961,236000.0,12.0,-0.2950131258280691,-0.5069463332428211,-0.9810381348345313,1
DENC517408,247900.0,19808,WEATHERHILL FARMS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.04,1600.0,1600.0,0.0,2.0,3.0,2.0,Three,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,"Electric,NaturalGas",HeatPumps,Electric,Public,PublicSewer,Yes,No,"Brick,VinylSiding",18.0,107.4,1742,0.04,1986,237500.0,7.0,-1.1897449951361467,3.3495178526353664,-3.1657624775637516,3
DENC505992,250000.0,19808,MONTCLARE,Red Clay Consolidated,No,Detached,0.19,2493.0,1875.0,618.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",70.0,120.0,8276,0.19,1966,239900.0,14.0,-0.6170915730424941,-2.557347995881228,-0.2839891953897446,1
DENC517542,239900.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.15,2270.0,1700.0,570.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,62.8,105.0,6534,0.15,1959,240000.0,3.0,-1.843834336545585,-2.8839380098382064,0.21711231354154004,1
DENC512400,265000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,No,Interior Row/Townhouse,0.06,2354.0,1850.0,504.0,2.0,3.0,2.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,VinylSiding,16.0,162.0,2614,0.06,1986,240000.0,15.0,-0.3125122371456098,2.3675753483419206,-2.776843910568993,3
DENC508204,235000.0,19808,MARSHALLTON,Red Clay Consolidated,No,Detached,0.18,1125.0,1125.0,0.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Stone",70.0,104.0,7841,0.18,1977,240000.0,3.0,-0.9537637296080821,-2.874734337137908,-0.06216444950322016,1
DENC502158,240000.0,19808,CAPITAL TR FMS,Red Clay Consolidated,No,Detached,0.14,1425.0,1125.0,300.0,3.0,2.0,1.0,OneandaHalf,Rancher,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,50.0,125.0,6098,0.14,1962,240000.0,3.0,-2.398880604171131,-1.2628851361848281,0.043110114035239885,1
DENC500764,229900.0,19808,SHERWOOD PARK II,Red Clay Consolidated,No,Detached,0.2,2498.0,1875.0,623.0,4.0,2.0,2.0,Two,SplitLevel,"Lower1,Main,Upper1",Yes,"CeilingFans,CentralAC",Oil,HotWaterBaseboardElectric,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",70.0,124.1,8712,0.2,1959,240000.0,6.0,0.8427684101433328,0.19057341672953573,1.48655800086395,0
DENC508476,234900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,1825.0,1575.0,250.0,3.0,3.0,2.0,Three,Contemporary,"Lower1,Lower2,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",24.0,125.0,3049,0.07,1980,240500.0,7.0,-0.47967357105836367,2.143111196310341,-2.601229023689109,3
DENC523874,229900.0,19808,DUNLINDEN ACRES,Red Clay Consolidated,No,Detached,0.24,1500.0,1500.0,0.0,4.0,2.0,2.0,Two,CapeCod,"Main,Upper1",Yes,CentralAC,Oil,"BaseboardHotWater,HotWater",Oil,Public,PublicSewer,No,Yes,"AluminumSiding,Brick,VinylSiding",90.0,157.9,10454,0.24,1954,241000.0,5.0,-0.7828436002737025,-1.925894562848171,1.464108249503286,1
DENC517754,239900.0,19808,WEATHERHILL FARMS,Red Clay Consolidated,No,Interior Row/Townhouse,0.05,1834.0,1650.0,184.0,2.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",18.0,115.0,2178,0.05,1988,241000.0,3.0,-0.5913878297071845,2.4589251899373203,-2.764405879981192,3
