Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,NumberofStories,Central_Air_YN,Water,Basement_YN,Garage_YN,ExteriorMaterial,YearBuilt
600000.0,12,9,4,1,1,0.54,4864.0,3650.0,1214.0,5.0,5.0,12,2,12,2,2,43,97
559000.0,12,188,4,2,1,0.25,0.0,0.0,0.0,3.0,3.0,27,2,12,2,2,210,113
559900.0,12,188,4,2,7,0.23,0.0,0.0,0.0,3.0,5.0,27,2,12,2,2,251,110
534900.0,12,25,4,2,1,0.33,2625.0,2625.0,0.0,3.0,3.0,26,2,12,2,2,193,107
535000.0,12,188,4,1,1,0.37,0.0,0.0,0.0,3.0,3.0,26,2,12,2,2,141,112
539000.0,12,577,4,2,1,0.41,1350.0,1350.0,0.0,3.0,3.0,27,2,12,2,2,164,83
625000.0,12,478,4,2,1,2.03,5663.0,4250.0,1413.0,5.0,6.0,11,2,15,2,2,164,89
637000.0,12,494,4,2,1,0.25,4576.0,3750.0,826.0,4.0,5.0,12,2,12,2,2,286,130
549900.0,12,9,4,2,1,0.54,2770.0,2770.0,0.0,3.0,4.0,12,2,12,2,2,43,117
574900.0,12,577,4,1,1,0.44,4250.0,2750.0,1500.0,3.0,2.0,11,2,12,2,2,141,80
525000.0,12,570,4,1,1,0.27,4400.0,4400.0,0.0,4.0,3.0,27,2,12,2,2,164,84
574900.0,12,574,4,2,1,0.22,2975.0,2475.0,500.0,4.0,4.0,12,2,12,2,2,43,69
549000.0,12,293,4,2,7,0.21,2950.0,2950.0,0.0,4.0,3.0,12,2,12,2,2,164,117
529000.0,12,478,4,2,1,1.74,7181.0,5525.0,1656.0,4.0,5.0,12,2,15,2,2,280,125
425000.0,12,89,4,2,3,0.07,2200.0,2200.0,0.0,3.0,4.0,27,2,15,2,1,286,127
509000.0,12,382,4,2,1,1.64,3184.0,2400.0,784.0,5.0,3.0,27,2,12,2,2,285,107
589900.0,12,367,4,1,1,0.74,2750.0,2750.0,0.0,4.0,4.0,12,2,15,2,2,193,95
389000.0,12,570,4,1,1,0.17,2562.0,2050.0,512.0,3.0,2.0,12,2,12,2,1,141,80
419900.0,12,570,4,2,1,0.29,2025.0,2025.0,0.0,3.0,2.0,12,1,12,2,1,293,52
600000.0,12,416,4,2,1,2.0,1350.0,1350.0,0.0,3.0,1.0,27,1,15,2,1,274,59
500000.0,12,577,4,1,1,0.3,1600.0,1600.0,0.0,3.0,2.0,26,2,12,1,2,164,80
489000.0,12,570,4,2,1,0.43,2650.0,2650.0,0.0,3.0,2.0,11,2,12,2,2,43,123
492500.0,12,566,4,2,1,0.28,3281.0,2125.0,1156.0,4.0,3.0,12,2,12,2,2,164,95
525000.0,12,9,4,2,1,0.56,2850.0,2850.0,0.0,4.0,3.0,12,2,12,2,2,283,90
599000.0,12,454,4,2,1,0.89,2700.0,2700.0,0.0,4.0,4.0,26,2,12,2,2,164,91
525000.0,12,367,4,1,1,0.37,2024.0,2024.0,0.0,3.0,2.0,26,2,15,2,2,141,91
574900.0,12,574,4,1,1,0.23,2834.0,2050.0,784.0,3.0,3.0,12,2,12,2,2,43,103
475000.0,12,566,4,2,1,0.25,2900.0,2900.0,0.0,4.0,3.0,27,2,12,2,1,43,100
530000.0,12,293,4,2,7,0.16,3225.0,3225.0,0.0,3.0,3.0,12,2,12,2,2,164,118
549900.0,12,570,4,2,1,0.21,2700.0,2700.0,0.0,4.0,4.0,27,2,12,2,1,159,84
549900.0,12,25,4,2,7,0.13,2125.0,2125.0,0.0,2.0,2.0,11,2,12,2,2,141,104
554900.0,12,293,4,2,7,0.14,3400.0,3400.0,0.0,4.0,3.0,27,2,12,2,2,164,116
559000.0,12,566,4,2,1,0.27,2400.0,2400.0,0.0,4.0,3.0,27,2,12,1,2,164,103
559000.0,12,293,4,2,7,0.16,5019.0,4100.0,919.0,3.0,3.0,27,2,12,2,2,164,115
599000.0,12,89,4,2,3,0.12,2600.0,2600.0,0.0,4.0,4.0,27,2,14,1,2,141,131
599900.0,12,570,4,1,1,0.36,3523.0,3085.0,438.0,5.0,3.0,13,2,12,2,2,262,67
600000.0,12,100,4,2,1,0.42,4327.0,2875.0,1452.0,4.0,3.0,12,2,15,2,2,193,96
199900.0,11,524,4,1,3,0.01,675.0,675.0,0.0,1.0,1.0,26,1,12,2,1,141,49
195000.0,11,367,4,1,3,0.04,1350.0,1350.0,0.0,3.0,2.0,12,1,12,2,1,141,50
229000.0,11,156,4,1,8,0.0,0.0,0.0,0.0,2.0,2.0,26,2,12,1,1,141,92
215000.0,11,20,4,1,8,0.0,1200.0,1200.0,0.0,1.0,2.0,26,2,12,1,1,141,121
230000.0,11,20,4,1,8,0.0,1200.0,1200.0,0.0,1.0,2.0,26,1,12,1,1,188,121
210000.0,11,596,4,1,7,0.06,2000.0,2000.0,0.0,3.0,3.0,27,2,12,2,1,164,12
209900.0,11,524,4,1,3,0.01,825.0,825.0,0.0,2.0,2.0,27,2,12,2,1,43,49
219900.0,11,524,4,1,3,0.02,1430.0,950.0,480.0,2.0,1.0,34,2,12,2,1,141,77
225000.0,11,524,4,1,2,0.03,950.0,950.0,0.0,2.0,2.0,12,2,12,2,1,141,77
225000.0,11,524,4,1,3,0.02,1000.0,1000.0,0.0,3.0,1.0,34,2,12,2,1,141,44
229900.0,11,524,4,1,2,0.04,1500.0,1500.0,0.0,3.0,2.0,27,1,12,2,1,141,50
225000.0,11,131,4,1,7,0.05,1975.0,1975.0,0.0,4.0,3.0,12,2,12,2,1,141,34
224998.0,11,524,4,1,3,0.06,1025.0,1025.0,0.0,2.0,1.0,12,2,12,2,1,141,16
219900.0,11,524,4,1,3,0.03,1150.0,1150.0,0.0,3.0,2.0,27,2,12,2,1,141,78
195000.0,11,524,4,1,7,0.1,1350.0,1350.0,0.0,2.0,1.0,27,1,12,2,2,141,52
244000.0,11,524,4,1,3,0.04,1250.0,1250.0,0.0,3.0,1.0,12,1,12,2,1,141,49
249500.0,11,156,4,1,8,0.0,1206.0,1206.0,0.0,2.0,2.0,26,2,12,1,1,141,92
237500.0,11,524,4,1,2,0.02,1125.0,1125.0,0.0,2.0,2.0,27,2,12,2,1,141,49
232000.0,11,224,4,1,7,0.03,1175.0,1175.0,0.0,2.0,1.0,34,1,12,2,1,141,50
240000.0,11,524,4,1,3,0.03,1225.0,1225.0,0.0,2.0,1.0,27,2,12,2,1,141,59
249900.0,11,524,4,1,3,0.03,1225.0,1225.0,0.0,3.0,1.0,27,1,12,2,1,141,49
249900.0,11,524,4,1,3,0.04,1250.0,1250.0,0.0,3.0,1.0,27,1,12,2,1,188,49
259900.0,11,440,4,1,3,0.04,1375.0,1375.0,0.0,2.0,3.0,5,2,12,2,1,141,108
249900.0,11,196,4,1,3,0.02,1125.0,1125.0,0.0,3.0,1.0,27,1,12,2,1,141,49
249900.0,11,524,4,1,2,0.03,1150.0,1150.0,0.0,3.0,1.0,29,1,12,2,1,286,78
250000.0,11,131,4,1,7,0.04,2400.0,2400.0,0.0,4.0,3.0,28,2,12,2,1,193,22
249900.0,11,590,4,1,3,0.05,1250.0,1250.0,0.0,3.0,2.0,12,1,12,2,1,141,52
275000.0,11,524,4,1,1,0.03,1375.0,1375.0,0.0,2.0,2.0,27,1,12,2,1,141,39
300000.0,11,524,4,1,7,0.04,0.0,0.0,0.0,3.0,2.0,27,2,12,2,1,178,39
285000.0,11,196,4,1,3,0.03,1275.0,1275.0,0.0,3.0,2.0,27,2,12,2,1,141,49
264900.0,11,196,4,1,7,0.03,1300.0,1300.0,0.0,3.0,2.0,28,2,12,2,1,141,23
279000.0,11,524,4,1,3,0.02,1275.0,1275.0,0.0,3.0,2.0,27,2,12,2,1,141,47
239900.0,11,596,4,1,2,0.07,1929.0,1929.0,0.0,4.0,3.0,28,2,12,2,1,141,53
275000.0,11,131,4,1,1,0.05,1500.0,1500.0,0.0,3.0,2.0,28,2,12,2,1,141,30
265000.0,11,524,4,1,3,0.04,1450.0,1450.0,0.0,3.0,1.0,27,2,12,2,1,141,36
279900.0,11,243,4,1,7,0.06,1625.0,1625.0,0.0,3.0,1.0,34,2,12,2,1,183,39
265000.0,11,524,4,1,3,0.02,1250.0,1250.0,0.0,2.0,2.0,27,1,12,2,1,43,49
274900.0,11,524,4,1,7,0.04,1225.0,1225.0,0.0,3.0,2.0,27,2,12,2,1,141,49
269900.0,11,224,4,1,7,0.05,329.0,0.0,329.0,3.0,3.0,12,2,12,2,1,164,50
264900.0,11,131,4,1,7,0.05,2100.0,2100.0,0.0,5.0,2.0,13,2,12,2,1,141,39
279900.0,11,524,4,1,2,0.03,1575.0,1575.0,0.0,3.0,2.0,5,2,12,2,1,43,47
275000.0,11,131,4,1,7,0.09,2900.0,2900.0,0.0,5.0,4.0,28,2,12,2,1,141,30
279900.0,11,524,4,1,3,0.04,1400.0,1400.0,0.0,2.0,2.0,26,2,12,2,1,141,23
295000.0,11,596,4,1,7,0.05,2825.0,2825.0,0.0,3.0,3.0,13,1,12,2,1,141,39
289999.0,11,524,4,2,3,0.03,2203.0,1675.0,528.0,3.0,2.0,12,2,12,2,1,141,106
275000.0,11,196,4,1,2,0.03,1600.0,1600.0,0.0,3.0,2.0,12,2,12,2,1,193,16
309000.0,11,367,4,1,7,0.07,2150.0,2150.0,0.0,4.0,2.0,26,2,12,2,1,188,54
285000.0,11,524,4,1,3,0.05,1375.0,1375.0,0.0,2.0,2.0,27,2,12,2,1,141,49
282000.0,11,524,4,2,3,0.03,2103.0,2103.0,0.0,2.0,2.0,12,2,12,2,1,141,106
299900.0,11,593,4,1,3,0.02,1250.0,1250.0,0.0,3.0,2.0,27,2,12,2,1,141,23
287900.0,11,592,4,2,3,0.03,2343.0,1775.0,568.0,3.0,2.0,12,2,12,2,1,141,106
314900.0,11,524,4,1,2,0.03,1225.0,1225.0,0.0,3.0,1.0,12,2,12,2,1,141,49
279900.0,11,596,4,1,7,0.04,1375.0,1375.0,0.0,3.0,3.0,28,2,12,2,2,141,53
275000.0,11,367,4,1,2,0.07,1500.0,1500.0,0.0,3.0,2.0,27,2,12,2,2,141,52
309900.0,11,524,4,1,3,0.05,1675.0,1275.0,400.0,2.0,3.0,12,2,12,2,2,279,39
309900.0,11,196,4,1,2,0.03,1350.0,1350.0,0.0,3.0,2.0,27,2,12,2,1,141,30
309900.0,11,243,4,1,3,0.02,1350.0,1350.0,0.0,2.0,3.0,26,2,12,2,1,43,17
339900.0,11,584,4,2,3,0.06,1825.0,1825.0,0.0,2.0,3.0,26,2,12,2,2,141,107
319900.0,11,224,4,1,3,0.04,1525.0,1525.0,0.0,3.0,2.0,27,2,12,2,1,141,32
285000.0,11,524,4,1,7,0.06,1400.0,1400.0,0.0,3.0,2.0,28,2,12,1,1,286,107
309900.0,11,131,4,1,2,0.06,1875.0,1875.0,0.0,3.0,3.0,27,2,12,2,2,141,115
309900.0,11,524,4,1,3,0.03,1325.0,1325.0,0.0,4.0,4.0,12,2,12,2,1,141,59
215000.0,11,243,4,1,1,0.24,1850.0,1850.0,0.0,3.0,3.0,27,1,12,2,2,5,30
315000.0,11,524,4,1,2,0.05,0.0,0.0,0.0,3.0,3.0,27,2,12,2,1,141,39
329900.0,11,596,4,1,7,0.06,2525.0,2525.0,0.0,5.0,3.0,28,1,12,2,1,141,34
309900.0,11,524,4,1,3,0.03,1275.0,1275.0,0.0,3.0,2.0,27,1,12,2,1,141,49
315000.0,11,593,4,1,7,0.04,1275.0,1275.0,0.0,3.0,2.0,27,2,12,2,1,141,49
334900.0,11,196,4,1,3,0.03,2175.0,2175.0,0.0,4.0,2.0,28,2,12,2,1,141,39
315000.0,11,524,4,2,2,0.09,2375.0,2375.0,0.0,2.0,2.0,28,2,12,1,1,141,106
329900.0,11,571,4,2,3,0.04,2575.0,2575.0,0.0,2.0,4.0,28,2,12,2,2,188,117
339900.0,11,604,4,1,7,0.09,2550.0,2550.0,0.0,4.0,2.0,27,2,12,2,2,141,55
319999.0,11,604,4,1,7,0.02,1400.0,1400.0,0.0,3.0,2.0,12,2,12,2,1,141,49
315000.0,11,524,4,1,2,0.04,1550.0,1550.0,0.0,2.0,2.0,12,2,12,2,1,193,49
319500.0,11,367,4,1,7,0.05,1450.0,1450.0,0.0,3.0,2.0,27,2,12,2,1,141,39
320000.0,11,524,4,1,3,0.06,1350.0,1350.0,0.0,3.0,2.0,26,1,12,2,1,141,59
334900.0,11,524,4,1,7,0.06,1350.0,1350.0,0.0,3.0,3.0,12,2,12,2,1,141,59
330000.0,11,131,4,1,7,0.08,3050.0,3050.0,0.0,5.0,4.0,28,2,12,2,1,141,30
360000.0,11,604,4,1,7,0.09,2195.0,1475.0,720.0,2.0,3.0,27,2,12,2,1,141,16
349999.0,11,604,4,2,3,0.04,2008.0,1658.0,350.0,3.0,3.0,13,2,12,2,1,141,30
329900.0,11,524,4,1,7,0.06,1450.0,1450.0,0.0,3.0,2.0,27,1,12,2,2,141,69
320000.0,11,524,4,1,2,0.03,1425.0,1425.0,0.0,2.0,2.0,31,2,12,2,1,141,54
335000.0,11,594,4,1,7,0.05,1625.0,1625.0,0.0,3.0,2.0,26,1,12,2,1,141,23
329900.0,11,524,4,1,7,0.04,1925.0,1925.0,0.0,4.0,2.0,28,2,12,2,1,141,36
342000.0,11,224,4,1,2,0.04,1600.0,1600.0,0.0,3.0,3.0,27,2,12,2,1,141,25
325000.0,11,524,4,1,2,0.04,1550.0,1550.0,0.0,3.0,2.0,12,2,12,2,1,141,23
335000.0,11,593,4,1,7,0.04,1675.0,1675.0,0.0,3.0,2.0,27,2,12,2,1,141,49
335000.0,11,367,4,1,7,0.06,2284.0,1750.0,534.0,3.0,3.0,12,1,12,2,2,141,69
345000.0,11,524,4,1,2,0.05,2725.0,2725.0,0.0,3.0,3.0,35,2,12,1,2,141,126
300000.0,11,593,4,1,7,0.05,1375.0,1375.0,0.0,2.0,2.0,26,2,12,2,1,141,31
358000.0,11,243,4,1,7,0.09,1650.0,1650.0,0.0,4.0,2.0,28,1,12,2,2,141,54
339900.0,11,524,4,1,2,0.08,2500.0,2500.0,0.0,4.0,4.0,28,2,12,2,1,141,30
342000.0,11,524,4,1,7,0.03,1400.0,1400.0,0.0,3.0,2.0,27,2,12,2,1,141,69
349000.0,11,524,4,1,7,0.06,1225.0,1225.0,0.0,3.0,2.0,26,2,12,2,1,141,69
349900.0,11,592,4,1,7,0.05,1650.0,1650.0,0.0,3.0,2.0,27,1,12,2,1,141,30
350000.0,11,224,4,1,2,0.03,1125.0,1125.0,0.0,2.0,2.0,12,2,12,2,1,141,49
350000.0,11,243,4,1,7,0.11,1625.0,1625.0,0.0,5.0,2.0,28,1,12,2,2,141,48
339900.0,11,524,4,1,3,0.04,2758.0,2300.0,458.0,3.0,3.0,12,2,12,2,2,43,125
354900.0,11,243,4,1,7,0.04,1525.0,1525.0,0.0,3.0,2.0,27,2,12,2,1,141,39
339900.0,11,243,4,1,7,0.05,1325.0,1325.0,0.0,3.0,2.0,27,2,12,2,1,141,43
350000.0,11,524,4,1,7,0.05,2025.0,2025.0,0.0,4.0,2.0,28,2,12,2,1,141,53
379000.0,11,594,4,2,7,0.04,2008.0,1827.0,181.0,3.0,3.0,28,2,12,2,1,141,30
355000.0,11,524,4,1,7,0.04,2175.0,2175.0,0.0,4.0,2.0,28,2,12,2,1,141,36
389900.0,11,594,4,1,7,0.05,2485.0,1625.0,860.0,3.0,2.0,27,1,12,2,1,38,49
360000.0,11,243,4,1,7,0.07,1275.0,1275.0,0.0,3.0,2.0,27,1,12,2,1,141,30
399500.0,11,243,4,1,7,0.05,1550.0,1400.0,150.0,3.0,2.0,12,1,12,2,2,141,60
345000.0,11,196,4,1,7,0.04,1950.0,1950.0,0.0,3.0,3.0,27,2,12,2,1,141,54
349900.0,11,243,4,1,7,0.06,1425.0,1425.0,0.0,3.0,2.0,27,2,12,2,1,141,29
419000.0,11,243,4,1,7,0.06,0.0,0.0,0.0,3.0,2.0,12,1,12,2,1,141,49
365000.0,11,243,4,1,1,0.18,1630.0,1450.0,180.0,2.0,3.0,11,2,12,2,2,164,108
365000.0,11,524,4,1,2,0.07,1500.0,1500.0,0.0,3.0,2.0,27,2,12,2,1,193,16
365000.0,11,236,4,1,7,0.06,2000.0,2000.0,0.0,3.0,4.0,28,2,12,2,2,141,112
365000.0,11,367,4,1,3,0.02,1775.0,1775.0,0.0,3.0,3.0,28,2,12,2,1,286,137
375000.0,11,367,4,2,3,0.06,1825.0,1825.0,0.0,3.0,4.0,13,2,12,2,2,141,107
379900.0,11,571,4,1,3,0.04,2879.0,2675.0,204.0,3.0,3.0,27,2,12,2,2,188,117
379900.0,11,243,4,1,2,0.08,1725.0,1725.0,0.0,3.0,2.0,28,2,12,2,1,141,25
399000.0,11,243,4,1,7,0.05,1500.0,1500.0,0.0,3.0,2.0,27,2,12,2,1,141,39
389900.0,11,524,4,2,3,0.05,4734.0,3550.0,1184.0,4.0,4.0,12,2,12,2,1,141,106
425000.0,11,524,4,1,7,0.05,2325.0,2325.0,0.0,4.0,4.0,28,2,12,2,1,141,53
389900.0,11,243,4,1,7,0.07,1475.0,1475.0,0.0,3.0,3.0,12,2,12,2,2,141,39
389900.0,11,243,4,1,1,0.09,1275.0,1275.0,0.0,3.0,2.0,27,2,12,2,1,141,59
379900.0,11,524,4,1,7,0.04,1875.0,1875.0,0.0,3.0,3.0,28,2,12,2,1,141,36
399900.0,11,524,4,1,1,0.05,1875.0,1875.0,0.0,3.0,3.0,27,2,12,2,1,141,30
389000.0,11,224,4,1,7,0.04,1550.0,1550.0,0.0,3.0,2.0,28,2,12,1,2,141,107
410000.0,11,594,4,1,2,0.09,2426.0,2025.0,401.0,3.0,3.0,12,2,12,2,2,141,111
405000.0,11,243,4,1,7,0.07,1575.0,1575.0,0.0,3.0,2.0,12,2,12,2,2,188,49
395000.0,11,571,4,2,2,0.05,2800.0,2800.0,0.0,3.0,3.0,27,2,12,2,2,188,117
429900.0,11,243,4,1,7,0.05,1578.0,1578.0,0.0,4.0,3.0,28,1,12,2,2,188,49
429000.0,11,524,4,1,7,0.15,3050.0,3050.0,0.0,5.0,3.0,28,2,12,2,2,141,32
415000.0,11,524,4,1,2,0.06,1810.0,1625.0,185.0,3.0,3.0,18,2,12,2,2,141,109
449000.0,11,436,4,1,2,0.06,2275.0,2050.0,225.0,3.0,3.0,12,2,12,2,2,141,109
429900.0,11,367,4,1,7,0.05,2775.0,2775.0,0.0,3.0,4.0,28,2,12,2,1,141,19
389900.0,11,243,4,1,2,0.06,1375.0,1375.0,0.0,4.0,2.0,27,2,12,2,1,164,48
429999.0,11,243,4,1,7,0.08,1625.0,1625.0,0.0,3.0,2.0,27,2,12,2,2,141,42
449900.0,11,524,4,1,7,0.08,2050.0,2050.0,0.0,4.0,5.0,13,2,12,2,1,43,36
429000.0,11,594,4,2,3,0.04,2150.0,2150.0,0.0,4.0,3.0,28,2,12,2,1,204,30
419900.0,11,367,4,1,3,0.04,3400.0,2800.0,600.0,3.0,4.0,13,2,12,2,2,247,107
429900.0,11,592,4,1,1,0.06,3194.0,2375.0,819.0,5.0,3.0,28,2,12,2,1,141,30
430000.0,11,524,4,1,7,0.05,2225.0,2225.0,0.0,4.0,3.0,28,2,12,2,1,164,39
445000.0,11,524,4,1,7,0.06,1575.0,1575.0,0.0,3.0,3.0,13,2,12,2,2,194,20
455000.0,11,131,4,1,1,0.07,3200.0,3200.0,0.0,4.0,3.0,28,1,12,2,1,193,33
475000.0,11,524,4,1,7,0.05,2025.0,2025.0,0.0,3.0,3.0,28,2,12,2,1,24,53
549900.0,11,243,4,1,1,0.44,2399.0,2000.0,399.0,4.0,2.0,11,2,1,1,1,141,101
499900.0,11,524,4,1,1,0.09,3025.0,3025.0,0.0,6.0,3.0,28,2,12,2,1,141,44
525000.0,11,60,4,2,7,0.0,5784.0,4475.0,1309.0,4.0,4.0,12,2,12,2,2,258,112
490000.0,11,243,4,1,1,0.3,1700.0,1050.0,650.0,2.0,2.0,11,2,12,2,2,279,90
539900.0,11,243,4,1,7,0.08,2325.0,2325.0,0.0,3.0,3.0,27,2,12,2,2,141,57
525000.0,11,594,4,1,7,0.1,1500.0,1500.0,0.0,3.0,2.0,13,2,12,2,2,141,39
550000.0,11,243,4,1,1,0.15,2700.0,2700.0,0.0,5.0,2.0,27,2,12,2,1,141,39
599900.0,11,594,4,1,1,0.11,2250.0,2250.0,0.0,5.0,3.0,13,2,12,2,1,271,59
665000.0,11,243,4,1,1,0.11,1800.0,1800.0,0.0,4.0,2.0,27,2,12,2,2,141,49
525000.0,11,594,4,1,2,0.04,2140.0,1490.0,650.0,3.0,3.0,12,2,12,2,2,141,54
599900.0,11,247,4,2,7,0.08,3240.0,2700.0,540.0,3.0,3.0,12,2,12,2,2,245,124
689900.0,11,512,1,1,8,0.0,2080.0,2080.0,0.0,2.0,2.0,26,2,12,1,1,227,137
374800.0,11,604,4,1,3,0.04,1725.0,1725.0,0.0,3.0,3.0,27,2,12,2,1,141,49
430000.0,11,604,4,1,3,0.05,2400.0,2400.0,0.0,3.0,2.0,21,2,12,1,2,93,105
210000.0,11,156,4,1,8,0.0,0.0,0.0,0.0,2.0,2.0,26,2,12,1,1,141,92
212500.0,11,131,4,1,7,0.06,1550.0,1550.0,0.0,3.0,3.0,27,2,12,2,1,188,12
210000.0,11,437,4,1,8,0.0,1150.0,1150.0,0.0,2.0,2.0,26,2,12,1,1,141,98
219900.0,11,596,4,1,2,0.04,1350.0,1350.0,0.0,3.0,2.0,27,1,12,2,1,141,43
235000.0,11,524,4,1,2,0.02,1075.0,1075.0,0.0,2.0,2.0,27,1,12,2,1,141,16
220000.0,11,131,4,1,7,0.04,1475.0,1475.0,0.0,3.0,2.0,27,2,12,2,1,141,43
239900.0,11,224,4,1,3,0.05,1425.0,1425.0,0.0,1.0,2.0,27,2,12,2,1,141,50
239900.0,11,524,4,1,3,0.02,950.0,950.0,0.0,2.0,1.0,34,2,12,2,1,95,44
239900.0,11,585,4,1,2,0.05,1375.0,1375.0,0.0,3.0,2.0,27,1,12,2,1,141,52
235000.0,11,524,4,1,3,0.02,1044.0,1044.0,0.0,2.0,1.0,27,2,12,2,1,141,78
199900.0,11,131,4,1,7,0.05,1825.0,1825.0,0.0,3.0,2.0,27,1,12,2,1,141,30
235000.0,11,524,4,1,3,0.02,950.0,950.0,0.0,2.0,1.0,12,2,12,2,1,141,77
250000.0,11,131,4,1,7,0.04,1525.0,1525.0,0.0,3.0,2.0,27,2,12,2,1,141,49
235000.0,11,524,4,1,3,0.02,950.0,950.0,0.0,2.0,1.0,27,2,12,2,1,141,78
249900.0,11,196,4,1,3,0.03,1125.0,1125.0,0.0,2.0,2.0,27,2,12,2,1,141,59
249999.0,11,604,4,1,7,0.05,2225.0,2225.0,0.0,4.0,2.0,4,2,12,2,1,141,49
249900.0,11,196,4,1,7,0.04,875.0,875.0,0.0,2.0,2.0,27,2,12,2,1,69,49
225000.0,11,196,4,1,3,0.05,1325.0,1325.0,0.0,3.0,2.0,27,1,12,2,1,141,86
259900.0,11,440,4,2,3,0.04,1350.0,1350.0,0.0,2.0,3.0,12,2,12,2,1,141,106
259900.0,11,524,4,1,2,0.02,1050.0,1050.0,0.0,2.0,2.0,12,2,12,2,1,141,30
250000.0,11,156,4,1,8,0.0,0.0,0.0,0.0,2.0,2.0,26,2,12,1,1,141,92
259900.0,11,524,4,1,3,0.02,1050.0,1050.0,0.0,2.0,2.0,12,2,12,2,1,141,54
265000.0,11,524,4,1,7,0.03,1350.0,1350.0,0.0,3.0,1.0,27,1,12,2,1,141,69
274900.0,11,64,1,1,8,0.0,0.0,0.0,0.0,2.0,2.0,26,2,12,1,1,227,1
309000.0,11,524,4,1,7,0.05,1400.0,1400.0,0.0,3.0,1.0,26,2,12,2,1,71,49
274900.0,11,596,4,1,2,0.04,2425.0,2425.0,0.0,3.0,3.0,13,2,12,2,1,164,23
260000.0,11,243,4,1,7,0.05,1700.0,1700.0,0.0,3.0,1.0,27,1,12,2,1,141,39
289000.0,11,367,4,1,3,0.04,1475.0,1475.0,0.0,3.0,2.0,27,2,12,2,1,141,30
279000.0,11,524,4,1,3,0.06,1800.0,1800.0,0.0,3.0,3.0,28,2,12,2,1,141,25
255000.0,11,604,4,1,7,0.05,1400.0,1400.0,0.0,3.0,1.0,12,1,12,2,1,141,52
290000.0,11,367,4,1,7,0.05,1400.0,1400.0,0.0,2.0,1.0,28,2,12,2,1,84,49
300000.0,11,196,4,1,3,0.03,875.0,875.0,0.0,2.0,1.0,27,2,12,2,1,141,82
279000.0,11,196,4,1,3,0.03,1125.0,1125.0,0.0,3.0,2.0,27,2,12,2,1,286,59
315000.0,11,524,4,1,3,0.03,1280.0,1280.0,0.0,2.0,1.0,27,1,12,2,1,141,23
324900.0,11,571,1,2,3,0.05,2225.0,2225.0,0.0,2.0,3.0,31,2,12,2,2,123,117
289900.0,11,592,4,2,3,0.03,2628.0,2100.0,528.0,2.0,2.0,12,2,12,2,1,141,106
295000.0,11,390,4,1,6,0.0,1284.0,1284.0,0.0,2.0,2.0,26,2,12,1,1,234,115
319990.0,11,524,4,1,2,0.05,1400.0,1400.0,0.0,3.0,1.0,27,2,12,2,1,141,31
318800.0,11,592,4,1,3,0.03,1100.0,1100.0,0.0,3.0,1.0,27,1,12,2,1,141,39
295000.0,11,131,4,1,7,0.05,2850.0,2850.0,0.0,5.0,2.0,15,2,12,2,1,178,39
299500.0,11,131,4,1,7,0.08,3225.0,3225.0,0.0,6.0,4.0,28,1,12,2,1,141,39
329000.0,11,524,4,1,3,0.04,1525.0,1525.0,0.0,3.0,3.0,28,2,12,2,1,141,30
299000.0,11,593,4,1,2,0.04,1311.0,1311.0,0.0,3.0,2.0,27,2,12,2,2,141,59
300000.0,11,155,4,1,8,0.0,0.0,0.0,0.0,1.0,2.0,26,2,12,1,1,141,92
299000.0,11,592,4,1,3,0.03,1100.0,1100.0,0.0,2.0,2.0,27,2,12,2,1,141,39
299900.0,11,524,4,1,3,0.04,1450.0,1450.0,0.0,3.0,2.0,12,1,12,2,1,141,30
289900.0,11,524,4,1,2,0.03,1200.0,1200.0,0.0,2.0,2.0,12,2,12,2,1,141,116
297500.0,11,196,4,1,3,0.03,1625.0,1625.0,0.0,3.0,2.0,27,2,12,2,1,141,49
324000.0,11,524,4,1,7,0.05,1375.0,1375.0,0.0,3.0,2.0,12,1,12,2,1,141,31
285000.0,11,524,4,1,3,0.03,1168.0,1168.0,0.0,2.0,2.0,27,2,12,2,1,141,59
319900.0,11,524,4,1,3,0.03,1075.0,1075.0,0.0,3.0,2.0,27,2,12,2,1,141,49
310000.0,11,524,4,1,3,0.03,1250.0,1250.0,0.0,3.0,2.0,27,2,12,2,1,141,49
339900.0,11,524,4,1,3,0.03,1425.0,1425.0,0.0,2.0,2.0,27,2,12,2,1,141,39
324900.0,11,524,4,1,2,0.03,1450.0,1450.0,0.0,2.0,2.0,27,2,12,2,1,188,49
317000.0,11,524,4,1,3,0.04,1375.0,1375.0,0.0,3.0,1.0,27,2,12,2,1,141,23
349900.0,11,524,4,1,3,0.04,2758.0,2300.0,458.0,3.0,3.0,17,2,12,1,2,43,125
329000.0,11,524,4,1,7,0.03,1300.0,1300.0,0.0,3.0,2.0,27,2,12,2,1,24,44
320000.0,11,524,4,1,3,0.03,1713.0,1525.0,188.0,3.0,2.0,27,1,12,2,1,193,30
335000.0,11,524,4,1,7,0.05,2896.0,2175.0,721.0,3.0,1.0,26,2,12,2,1,141,43
309900.0,11,243,4,1,7,0.03,1400.0,1400.0,0.0,3.0,2.0,27,1,12,2,1,24,49
