,MLSNumber,Days_on_Market,Orig_List_Price,Month,Year,Zip_Code,SchoolDistrict,AnnualTax,LotAcres,SubdivisionNeighborhood,Municipality,Lot,OwnerOccupied,TotalLandAsmt,TotalBldgAsmt,PropertyClass,YearBuilt,Bedrooms,Baths,Basement_YN,Garage_YN,AboveGradeSqFt,BelowGradeSqFt,Condo/Coop_Assoc_YN,Central_Air_YN,HOA_YN,Age,Ownership,Structure_Type,InteriorSqFt,NumberofStories,DaysOnMarket_Buckets,Predicted_DOM
1004,DENC510922,7.0,285000.0,10,2020,19806,Red Clay Consolidated,2816,0.06,Wilm #11,Wilmington City,23,True,13600,47900,Residential,1978.0,3.0,2.0,No,No,1400.0,0.0,No,Yes,No,1978.0,FeeSimple,Twin/Semi-Detached,1400.0,"Main,Upper1,Upper2",Less than 2 months,More than 2 months
1005,DENC511734,22.0,309900.0,10,2020,19806,Red Clay Consolidated,5110,0.06,Cool Spring,Wilmington City,142,False,19600,92000,Residential,1986.0,3.0,3.0,Yes,Yes,1875.0,0.0,No,Yes,No,1986.0,FeeSimple,End of Row/Townhouse,1875.0,"Main,Upper1",Less than 2 months,More than 2 months
1006,DENC503186,3.0,304000.0,6,2020,19806,Red Clay Consolidated,3554,0.04,Trolley Square,Wilmington City,335,True,9800,67800,Residential,1981.0,2.0,3.0,Yes,Yes,1375.0,153.0,No,Yes,No,1981.0,FeeSimple,Interior Row/Townhouse,1528.0,"Lower1,Main,Upper1",Less than 2 months,More than 2 months
1007,DENC503806,4.0,309900.0,6,2020,19806,Red Clay Consolidated,3618,0.03,Wilm #11,Wilmington City,10,True,9900,69100,Residential,1915.0,3.0,2.0,Yes,No,1650.0,0.0,No,Yes,No,1915.0,FeeSimple,Interior Row/Townhouse,1650.0,"Main,Upper1",Less than 2 months,More than 2 months
1008,DENC500556,70.0,319000.0,5,2020,19806,Red Clay Consolidated,6736,0.0,Park Plaza,Wilmington City,069.C.1002,True,28600,118500,Residential,1986.0,2.0,2.0,No,Yes,1487.0,0.0,No,Yes,Yes,1986.0,Condominium,Unit/Flat/Apartment,1487.0,Main,More than 2 months,More than 2 months
1009,DENC500662,8.0,309900.0,5,2020,19806,Red Clay Consolidated,2258,0.03,Wilm #12,Wilmington City,87,True,7400,41900,Residential,1930.0,4.0,4.0,Yes,No,1325.0,0.0,No,Yes,No,1930.0,FeeSimple,Interior Row/Townhouse,1325.0,"Lower1,Main,Upper1",Less than 2 months,More than 2 months
1010,DENC508376,6.0,215000.0,9,2020,19806,Red Clay Consolidated,3366,0.24,Wilm #13,Wilmington City,15,False,13700,59800,Residential,1900.0,3.0,3.0,Yes,Yes,1850.0,0.0,No,No,No,1900.0,FeeSimple,Detached,1850.0,"Main,Upper1",Less than 2 months,Less than 2 months
1011,DENC516986,23.0,315000.0,11,2020,19806,Red Clay Consolidated,2725,0.05,Wilm #12,Wilmington City,31,True,9100,50400,Residential,1910.0,3.0,3.0,Yes,No,0.0,0.0,No,Yes,No,1910.0,FeeSimple,End of Row/Townhouse,0.0,"Main,Upper1",Less than 2 months,More than 2 months
1012,DENC520852,8.0,329900.0,2,2021,19806,Red Clay Consolidated,2995,0.06,Wilm #15,Wilmington City,341,True,10500,54900,Residential,1905.0,5.0,3.0,Yes,No,2525.0,0.0,No,No,No,1905.0,FeeSimple,Twin/Semi-Detached,2525.0,"Main,Upper1,Upper2",Less than 2 months,More than 2 months
1013,DENC519168,6.0,309900.0,1,2021,19806,Red Clay Consolidated,2184,0.03,Wilm #11,Wilmington City,59,True,10400,37300,Residential,1920.0,3.0,2.0,Yes,No,1275.0,0.0,No,No,No,1920.0,FeeSimple,Interior Row/Townhouse,1275.0,"Main,Upper1",Less than 2 months,More than 2 months
1014,DENC511100,4.0,315000.0,10,2020,19806,Red Clay Consolidated,2830,0.04,Wilm #12,Wilmington City,82,True,6600,55200,Residential,1920.0,3.0,2.0,Yes,No,1275.0,0.0,No,Yes,No,1920.0,FeeSimple,Twin/Semi-Detached,1275.0,"Main,Upper1",Less than 2 months,More than 2 months
1015,DENC508040,16.0,334900.0,8,2020,19806,Red Clay Consolidated,2793,0.03,Wilm #12,Wilmington City,209,False,5700,55300,Residential,1910.0,4.0,2.0,Yes,No,2175.0,0.0,No,Yes,No,1910.0,FeeSimple,Interior Row/Townhouse,2175.0,"Main,Upper1,Upper2",Less than 2 months,More than 2 months
1016,DENC505352,1.0,315000.0,7,2020,19806,Red Clay Consolidated,4506,0.09,Wilm #11,Wilmington City,206,True,11000,87400,Residential,1977.0,2.0,2.0,No,No,2375.0,0.0,No,Yes,Yes,1977.0,FeeSimple,End of Row/Townhouse,2375.0,"Main,Upper1,Upper2",Less than 2 months,More than 2 months
1017,DENC508580,39.0,329900.0,9,2020,19806,Red Clay Consolidated,6063,0.04,Westhill,Wilmington City,92,True,17000,115400,Residential,1988.0,2.0,4.0,Yes,Yes,2575.0,0.0,No,Yes,Yes,1988.0,FeeSimple,Interior Row/Townhouse,2575.0,"Main,Upper1,Upper2",Less than 2 months,More than 2 months
1018,DENC520744,14.0,339900.0,2,2021,19806,Red Clay Consolidated,3567,0.09,Wilm #14,Wilmington City,275,True,6800,71100,Residential,1926.0,4.0,2.0,Yes,Yes,2550.0,0.0,No,Yes,No,1926.0,FeeSimple,Twin/Semi-Detached,2550.0,"Main,Upper1",Less than 2 months,More than 2 months
1019,DENC509292,14.0,319999.0,9,2020,19806,Red Clay Consolidated,2688,0.02,Wilm #13,Wilmington City,52,True,4600,54100,Residential,1920.0,3.0,2.0,Yes,No,1400.0,0.0,No,Yes,No,1920.0,FeeSimple,Twin/Semi-Detached,1400.0,"Lower1,Main,Upper1",Less than 2 months,More than 2 months
1020,DENC518688,4.0,315000.0,1,2021,19806,Red Clay Consolidated,2473,0.04,Wilm #11,Wilmington City,22,True,11500,42500,Residential,1920.0,2.0,2.0,Yes,No,1550.0,0.0,No,Yes,No,1920.0,FeeSimple,End of Row/Townhouse,1550.0,"Lower1,Main,Upper1",Less than 2 months,More than 2 months
1021,DENC503418,4.0,319500.0,7,2020,19806,Red Clay Consolidated,1974,0.05,Wilm #13,Wilmington City,38,True,9900,33200,Residential,1910.0,3.0,2.0,Yes,No,1450.0,0.0,No,Yes,No,1910.0,FeeSimple,Twin/Semi-Detached,1450.0,"Main,Upper1",Less than 2 months,More than 2 months
1022,DENC503878,12.0,320000.0,7,2020,19806,Red Clay Consolidated,3068,0.06,Wilm #11,Wilmington City,147,True,13600,53400,Residential,1930.0,3.0,2.0,Yes,No,1350.0,0.0,No,No,No,1897.0,FeeSimple,Interior Row/Townhouse,1350.0,Main,Less than 2 months,More than 2 months
1023,DENC496590,107.0,334900.0,3,2020,19806,Red Clay Consolidated,2972,0.06,Wilm #11,Wilmington City,148,True,13600,51300,Residential,1930.0,3.0,3.0,Yes,No,1350.0,0.0,No,Yes,No,1930.0,FeeSimple,Twin/Semi-Detached,1350.0,"Lower1,Main,Upper1",More than 2 months,More than 2 months
1024,DENC510722,18.0,330000.0,10,2020,19806,Red Clay Consolidated,4566,0.08,Wilm #15,Wilmington City,21,True,11200,88500,Residential,1900.0,5.0,4.0,Yes,No,3050.0,0.0,No,Yes,No,1900.0,FeeSimple,Twin/Semi-Detached,3050.0,"Main,Upper1,Upper2",Less than 2 months,More than 2 months
1025,DENC510244,21.0,349999.0,9,2020,19806,Red Clay Consolidated,5417,0.04,Wilm #13,Wilmington City,31,True,13600,104700,Residential,1900.0,3.0,3.0,Yes,No,1658.0,350.0,No,Yes,Yes,1900.0,FeeSimple,Interior Row/Townhouse,2008.0,"Lower1,Main,Upper1,Upper2",Less than 2 months,More than 2 months
1026,DENC499174,8.0,329900.0,4,2020,19806,Red Clay Consolidated,3989,0.06,Wilm #11,Wilmington City,129,True,13600,73500,Residential,1940.0,3.0,2.0,Yes,Yes,1450.0,0.0,No,No,No,1940.0,FeeSimple,Twin/Semi-Detached,1450.0,"Main,Upper1",Less than 2 months,More than 2 months
1027,DENC523510,6.0,320000.0,3,2021,19806,Red Clay Consolidated,2619,0.03,Wilm #12,Wilmington City,186,False,4800,52400,Residential,1925.0,2.0,2.0,Yes,No,1425.0,0.0,No,Yes,No,1926.0,FeeSimple,End of Row/Townhouse,1425.0,"Main,Upper2",Less than 2 months,More than 2 months
1028,DENC522318,12.0,335000.0,3,2021,19806,Red Clay Consolidated,2542,0.05,Wilm #12,Wilmington City,16,True,7300,48200,Residential,1890.0,3.0,2.0,Yes,No,1625.0,0.0,No,No,No,1890.0,FeeSimple,Twin/Semi-Detached,1625.0,Main,Less than 2 months,More than 2 months
1029,DENC520858,2.0,329900.0,2,2021,19806,Red Clay Consolidated,3173,0.04,Wilm #12,Wilmington City,135,True,8500,60800,Residential,1907.0,4.0,2.0,Yes,No,1925.0,0.0,No,Yes,No,1907.0,FeeSimple,Twin/Semi-Detached,1925.0,"Main,Upper1,Upper2",Less than 2 months,More than 2 months
1030,DENC511308,28.0,342000.0,10,2020,19806,Red Clay Consolidated,2509,0.04,Wilm #11,Wilmington City,66,True,11300,43500,Residential,1894.0,3.0,3.0,Yes,No,1600.0,0.0,No,Yes,No,1894.0,FeeSimple,End of Row/Townhouse,1600.0,"Main,Upper1",Less than 2 months,More than 2 months
1031,DENC524052,6.0,325000.0,4,2021,19806,Red Clay Consolidated,2491,0.04,Wilm #11,Wilmington City,235,True,13300,41100,Residential,1890.0,3.0,2.0,Yes,No,1550.0,0.0,No,Yes,No,1890.0,FeeSimple,End of Row/Townhouse,1550.0,"Lower1,Main,Upper1",Less than 2 months,More than 2 months
