,MLSNumber,Days_on_Market,Orig_List_Price,Month,Year,Zip_Code,SchoolDistrict,AnnualTax,LotAcres,SubdivisionNeighborhood,Municipality,Lot,OwnerOccupied,TotalLandAsmt,TotalBldgAsmt,PropertyClass,YearBuilt,Bedrooms,Baths,Basement_YN,Garage_YN,AboveGradeSqFt,BelowGradeSqFt,Condo/Coop_Assoc_YN,Central_Air_YN,HOA_YN,Age,Ownership,Structure_Type,InteriorSqFt,NumberofStories,DaysOnMarket_Buckets,Predicted_DOM
3090,DENC507148,1.0,460000.0,8,2020,19732,Brandywine,7500,0.0,Rockland Mills,Brandywine Hundred,008.C.0019,True,55000,157000,Residential,1900.0,3.0,4.0,No,Yes,0.0,0.0,Yes,Yes,Yes,1900.0,Condominium,End of Row/Townhouse,0.0,"Main,Upper1,Upper2",Less than 2 months,More than 2 months
3091,DENC510378,41.0,499900.0,10,2020,19732,Brandywine,7577,0.0,Rockland Mills,Brandywine Hundred,016.C.0058,True,32100,182100,Residential,0.0,2.0,3.0,No,Yes,0.0,0.0,Yes,Yes,No,0.0,Condominium,Interior Row/Townhouse,0.0,"Main,Upper1,Upper2",Less than 2 months,More than 2 months
3092,DENC509500,45.0,585000.0,9,2020,19732,Brandywine,7949,0.0,Rockland Mills,Brandywine Hundred,016.C.0046,True,32600,192100,Residential,1988.0,3.0,4.0,No,Yes,0.0,0.0,No,Yes,Yes,1988.0,Condominium,Interior Row/Townhouse,0.0,"Lower1,Main,Upper1",Less than 2 months,More than 2 months
3093,DENC524250,76.0,495000.0,4,2021,19732,Brandywine,6651,0.0,Rockland Mills,Brandywine Hundred,008.C.0017,True,49000,139000,Residential,1900.0,3.0,4.0,No,Yes,2948.0,0.0,Yes,Yes,No,1987.0,FeeSimple,Interior Row/Townhouse,2948.0,"Main,Upper1",More than 2 months,More than 2 months
3094,DENC2005094,112.0,499900.0,8,2021,19732,Brandywine,7577,0.0,Rockland Mills,Brandywine Hundred,016.C.0058,True,32100,182100,Residential,0.0,2.0,3.0,No,Yes,0.0,0.0,Yes,Yes,No,0.0,Condominium,Interior Row/Townhouse,0.0,"Main,Upper1,Upper2",More than 2 months,More than 2 months
3095,DENC2014786,15.0,485000.0,1,2022,19732,Brandywine,7245,0.0,Rockland Mills,Brandywine Hundred,016.C.0043,True,52600,152200,Residential,1987.0,3.0,3.0,No,Yes,3000.0,0.0,Yes,Yes,No,1987.0,Condominium,End of Row/Townhouse,3000.0,"Lower1,Main,Upper1",Less than 2 months,More than 2 months
3096,DENC2011244,9.0,550000.0,12,2021,19732,Red Clay Consolidated,2784,2.2,Quintynnes,Christiana Hundred,5,True,42000,42400,Residential,1850.0,2.0,2.0,No,Yes,1475.0,0.0,No,No,No,1850.0,FeeSimple,Detached,1475.0,"Lower1,Main,Upper1,Upper2",Less than 2 months,More than 2 months
3097,DENC524916,0.0,200000.0,4,2021,19720,Colonial,1630,0.05,Stonebridge,New Castle Hundred,547,True,8000,43400,Residential,1991.0,3.0,3.0,No,Yes,1675.0,0.0,No,Yes,Yes,1991.0,FeeSimple,Interior Row/Townhouse,1675.0,"Main,Upper1",Less than 2 months,Less than 2 months
3098,DENC523346,18.0,200000.0,3,2021,19720,Colonial,1078,0.15,Rogers Manor,New Castle Hundred,50,True,6500,27500,Residential,1953.0,3.0,1.0,No,No,900.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,900.0,Main,Less than 2 months,Less than 2 months
3099,DENC521166,19.0,199900.0,2,2021,19720,Colonial,1595,0.16,Jefferson Farms,New Castle Hundred,13,True,9200,41100,Residential,1970.0,3.0,2.0,Yes,No,1550.0,0.0,No,Yes,No,1962.0,FeeSimple,Detached,1550.0,"Lower1,Main",Less than 2 months,Less than 2 months
3100,DENC521178,6.0,167500.0,3,2021,19720,Colonial,1268,0.11,Wilm Manor,New Castle Hundred,304,True,7300,32700,Residential,1949.0,3.0,1.0,Yes,No,900.0,0.0,No,Yes,No,1949.0,FeeSimple,Detached,900.0,"Main,Upper1",Less than 2 months,Less than 2 months
3101,DENC520878,23.0,260000.0,2,2021,19720,Colonial,1534,0.18,West Minquadale,New Castle Hundred,289,True,4600,43800,Residential,1991.0,3.0,2.0,No,No,1200.0,0.0,No,Yes,No,1991.0,FeeSimple,Detached,1200.0,Main,Less than 2 months,Less than 2 months
3102,DENC517974,5.0,189900.0,12,2020,19720,Colonial,1281,0.14,Wilm Manor,New Castle Hundred,412,True,8200,32200,Residential,1944.0,3.0,1.0,Yes,No,1100.0,0.0,No,Yes,No,1944.0,FeeSimple,Detached,1100.0,"Lower1,Lower2,Main,Upper1",Less than 2 months,Less than 2 months
3103,DENC517664,19.0,204990.0,12,2020,19720,Colonial,1721,0.12,Meadows Of Wilton,New Castle Hundred,317,True,8300,46000,Residential,1987.0,3.0,2.0,No,Yes,1325.0,0.0,No,Yes,No,1987.0,FeeSimple,Twin/Semi-Detached,1325.0,"Main,Upper1",Less than 2 months,Less than 2 months
3104,DENC511302,6.0,195000.0,10,2020,19720,Colonial,0,0.2,Castle Hills,New Castle Hundred,71,False,6700,44200,Residential,1955.0,2.0,2.0,Yes,No,1350.0,0.0,No,Yes,No,1955.0,FeeSimple,Detached,1350.0,Main,Less than 2 months,Less than 2 months
3105,DENC511204,1.0,200000.0,10,2020,19720,Colonial,2355,0.16,Rutledge,New Castle Hundred,77,False,9800,64500,Residential,1992.0,3.0,3.0,No,Yes,1600.0,0.0,No,Yes,Yes,1992.0,FeeSimple,Detached,1600.0,"Main,Upper1",Less than 2 months,Less than 2 months
3106,DENC510372,3.0,184900.0,10,2020,19720,Colonial,1230,0.15,Manor Park,New Castle Hundred,20,True,6500,32300,Residential,1953.0,3.0,1.0,No,No,1004.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,1004.0,Main,Less than 2 months,Less than 2 months
3107,DENC509004,8.0,199900.0,9,2020,19720,Colonial,1138,0.2,Castle Hills,New Castle Hundred,156,True,6700,29200,Residential,1953.0,3.0,1.0,No,Yes,1250.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,1250.0,Main,Less than 2 months,Less than 2 months
3108,DENC507174,3.0,190000.0,8,2020,19720,Colonial,1775,0.17,Meadows Of Wilton,New Castle Hundred,323,True,10500,45500,Residential,1988.0,3.0,2.0,No,Yes,1625.0,0.0,No,Yes,No,1988.0,FeeSimple,Twin/Semi-Detached,1625.0,"Main,Upper1",Less than 2 months,Less than 2 months
3109,DENC503858,7.0,200000.0,6,2020,19720,Colonial,1436,0.27,Coventry,New Castle Hundred,44,True,9800,35500,Residential,1960.0,3.0,2.0,No,No,1275.0,624.0,No,Yes,No,1960.0,FeeSimple,Detached,1899.0,"Lower1,Main",Less than 2 months,Less than 2 months
3110,DENC500296,9.0,199900.0,4,2020,19720,Colonial,1430,0.29,Castle Hills,New Castle Hundred,234,False,7100,38000,Residential,1953.0,3.0,2.0,No,Yes,1225.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,1225.0,Main,Less than 2 months,Less than 2 months
3111,DENC508782,18.0,199900.0,9,2020,19720,Colonial,1347,0.12,Wilm Manor,New Castle Hundred,519,True,7600,34900,Residential,1941.0,3.0,1.0,Yes,Yes,1050.0,319.0,No,Yes,No,1941.0,FeeSimple,Detached,1369.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
3112,DENC510370,5.0,200000.0,10,2020,19720,Colonial,1332,0.14,Wilm Manor,New Castle Hundred,120,True,8200,33800,Residential,1960.0,3.0,2.0,Yes,Yes,1050.0,372.0,No,Yes,No,1960.0,FeeSimple,Detached,1422.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
3113,DENC506992,8.0,195000.0,8,2020,19720,Colonial,1157,0.18,Manor Park,New Castle Hundred,10,False,6600,29900,Residential,1953.0,3.0,1.0,No,No,1000.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,1000.0,Main,Less than 2 months,Less than 2 months
3114,DENC524436,1.0,199995.0,4,2021,19720,Christina,1983,0.06,Wedgewood,New Castle Hundred,79,True,6700,41300,Residential,1972.0,3.0,2.0,Yes,No,1350.0,0.0,No,Yes,Yes,1972.0,FeeSimple,Interior Row/Townhouse,1350.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
3115,DENC518862,6.0,199900.0,1,2021,19720,Colonial,1306,0.17,Swanwyck,New Castle Hundred,230,True,9200,32000,Residential,1956.0,3.0,2.0,No,No,1200.0,0.0,No,Yes,No,1956.0,FeeSimple,Detached,1200.0,Main,Less than 2 months,Less than 2 months
3116,DENC508632,18.0,209900.0,9,2020,19720,Colonial,1550,0.12,Wilm Manor,New Castle Hundred,174,True,7200,41700,Residential,1942.0,3.0,2.0,Yes,No,1325.0,0.0,No,Yes,No,1942.0,FeeSimple,Detached,1325.0,"Main,Upper1",Less than 2 months,Less than 2 months
3117,DENC507862,50.0,225000.0,8,2020,19720,Colonial,1151,0.13,Chelsea Ests,New Castle Hundred,99,True,6700,29600,Residential,1951.0,4.0,1.0,No,No,1100.0,0.0,No,Yes,No,1951.0,FeeSimple,Detached,1100.0,Main,Less than 2 months,Less than 2 months
3118,DENC502942,7.0,195000.0,6,2020,19720,Colonial,1687,0.15,Jefferson Farms,New Castle Hundred,414,True,9600,43600,Residential,1965.0,3.0,2.0,Yes,Yes,1875.0,750.0,No,Yes,No,1965.0,FeeSimple,Detached,2625.0,"Lower1,Lower2,Main,Upper1",Less than 2 months,Less than 2 months
3119,DENC498158,65.0,219000.0,3,2020,19720,Colonial,1430,0.15,Wilm Manor,New Castle Hundred,117,True,8500,36600,Residential,1948.0,3.0,3.0,Yes,Yes,1350.0,0.0,No,No,No,1948.0,FeeSimple,Detached,1350.0,"Lower1,Main,Upper1",More than 2 months,More than 2 months
3120,DENC523240,6.0,189900.0,3,2021,19720,Colonial,1205,0.16,Swanwyck Ests,New Castle Hundred,222,True,9200,28800,Residential,1956.0,3.0,1.0,No,No,900.0,0.0,No,Yes,No,1956.0,FeeSimple,Detached,900.0,Main,Less than 2 months,Less than 2 months
3121,DENC501974,1.0,205000.0,5,2020,19720,Colonial,1300,0.13,Chelsea Ests,New Castle Hundred,23,False,6700,34300,Residential,1952.0,4.0,1.0,No,No,1675.0,0.0,No,Yes,No,1952.0,FeeSimple,Detached,1675.0,"Main,Upper1",Less than 2 months,Less than 2 months
3122,DENC517312,7.0,208000.0,11,2020,19720,Colonial,1252,0.14,Leedom Estates,New Castle Hundred,439,True,6300,33200,Residential,1953.0,3.0,1.0,Yes,No,975.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,975.0,Main,Less than 2 months,Less than 2 months
3123,DENC506120,3.0,189900.0,7,2020,19720,Colonial,1423,0.12,Wilm Manor,New Castle Hundred,344,True,7600,37300,Residential,1949.0,3.0,1.0,Yes,Yes,1200.0,0.0,No,Yes,No,1949.0,FeeSimple,Detached,1200.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
3124,DENC518572,21.0,209900.0,12,2020,19720,Colonial,1357,0.12,Wilm Manor,New Castle Hundred,382,True,7600,35200,Residential,1948.0,2.0,1.0,Yes,No,1100.0,0.0,No,Yes,No,1948.0,FeeSimple,Detached,1100.0,Main,Less than 2 months,Less than 2 months
3125,DENC521854,6.0,209900.0,3,2021,19720,Colonial,1138,0.15,Collins Park,New Castle Hundred,205,True,5900,30000,Residential,1948.0,3.0,1.0,Yes,No,1255.0,0.0,No,Yes,No,1948.0,FeeSimple,Detached,1255.0,Upper1,Less than 2 months,Less than 2 months
3126,DENC518374,11.0,225000.0,12,2020,19720,Colonial,1588,0.17,Whitehall,New Castle Hundred,256,True,9700,40400,Residential,1968.0,3.0,2.0,Yes,No,1550.0,300.0,No,Yes,No,1968.0,FeeSimple,Detached,1850.0,"Lower1,Main",Less than 2 months,Less than 2 months
3127,DENC511622,7.0,199000.0,10,2020,19720,Colonial,1192,0.11,Collins Park,New Castle Hundred,69,True,5100,32500,Residential,1948.0,3.0,2.0,Yes,No,1400.0,0.0,No,Yes,No,1948.0,FeeSimple,Detached,1400.0,"Main,Upper1",Less than 2 months,Less than 2 months
3128,DENC511258,1.0,230000.0,10,2020,19720,Colonial,2378,0.16,Rutledge,New Castle Hundred,100,True,9800,65200,Residential,1992.0,3.0,2.0,Yes,Yes,1575.0,0.0,No,Yes,No,1992.0,FeeSimple,Detached,1575.0,"Main,Upper1",Less than 2 months,Less than 2 months
3129,DENC511152,37.0,210000.0,11,2020,19720,Colonial,1252,0.13,Chelsea Ests,New Castle Hundred,4,True,6700,32800,Residential,1952.0,3.0,2.0,No,No,1200.0,0.0,No,Yes,No,1952.0,FeeSimple,Detached,1200.0,Main,Less than 2 months,Less than 2 months
3130,DENC511214,8.0,220000.0,10,2020,19720,Colonial,1742,0.15,Washington Park,New Castle City,67,True,9800,34900,Residential,1960.0,3.0,1.0,Yes,No,1075.0,0.0,No,Yes,No,1960.0,FeeSimple,Detached,1075.0,Main,Less than 2 months,Less than 2 months
3131,DENC505736,0.0,220000.0,7,2020,19720,Colonial,1173,0.15,Wilm Manor Gardens,New Castle Hundred,288,True,7200,29800,Residential,1949.0,3.0,2.0,No,Yes,850.0,0.0,No,Yes,No,1949.0,FeeSimple,Detached,850.0,Main,Less than 2 months,Less than 2 months
3132,DENC508760,6.0,209900.0,9,2020,19720,Colonial,1408,0.16,Wilton,New Castle Hundred,76,True,6900,37500,Residential,1974.0,4.0,2.0,Yes,No,1500.0,0.0,No,Yes,No,1974.0,FeeSimple,End of Row/Townhouse,1500.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
3133,DENC504896,1.0,209900.0,8,2020,19720,Colonial,1404,0.2,Rambleton Acres,New Castle Hundred,20,False,8100,36200,Residential,1959.0,2.0,1.0,Yes,No,1425.0,516.0,No,Yes,No,1959.0,FeeSimple,Detached,1941.0,"Lower1,Main",Less than 2 months,Less than 2 months
3134,DENC505738,3.0,214900.0,7,2020,19720,Colonial,1173,0.15,Wilm Manor Gardens,New Castle Hundred,288,True,7200,29800,Residential,1949.0,3.0,2.0,No,Yes,990.0,0.0,No,Yes,No,1949.0,FeeSimple,Detached,990.0,Main,Less than 2 months,Less than 2 months
3135,DENC504516,6.0,195000.0,7,2020,19720,Colonial,1316,0.15,Wilm Manor Gardens,New Castle Hundred,158,True,7200,34300,Residential,1950.0,3.0,2.0,No,Yes,1275.0,0.0,No,Yes,No,1950.0,FeeSimple,Detached,1275.0,"Main,Upper1",Less than 2 months,Less than 2 months
3136,DENC502854,14.0,209999.0,6,2020,19720,Colonial,1414,0.21,Garfield Park,New Castle Hundred,30,True,6800,37800,Residential,1954.0,4.0,2.0,No,No,0.0,0.0,No,Yes,No,1954.0,FeeSimple,Detached,0.0,Main,Less than 2 months,Less than 2 months
3137,DENC499806,2.0,209999.0,4,2020,19720,Colonial,1740,0.15,Coventry,New Castle Hundred,157,True,9100,45800,Residential,1967.0,4.0,2.0,Yes,Yes,1950.0,400.0,No,Yes,No,1967.0,FeeSimple,Detached,2350.0,Main,Less than 2 months,Less than 2 months
3138,DENC499624,59.0,225000.0,4,2020,19720,Colonial,1195,0.17,Castle Hills,New Castle Hundred,42,True,6600,31100,Residential,1953.0,3.0,1.0,No,No,1150.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,1150.0,Main,Less than 2 months,Less than 2 months
3139,DENC499568,25.0,185000.0,4,2020,19720,Colonial,2389,0.12,Boothhurst,New Castle City,161,True,10000,51300,Residential,1999.0,3.0,2.0,No,No,1450.0,0.0,No,Yes,No,1999.0,FeeSimple,Detached,1450.0,"Main,Upper1",Less than 2 months,Less than 2 months
3140,DENC498884,5.0,190000.0,4,2020,19720,Colonial,1614,0.2,Jefferson Farms,New Castle Hundred,424,True,9400,41500,Residential,1968.0,4.0,2.0,Yes,No,1725.0,0.0,No,Yes,No,1968.0,FeeSimple,Detached,1725.0,"Main,Upper1",Less than 2 months,Less than 2 months
3141,DENC508576,3.0,210000.0,9,2020,19720,Colonial,1493,0.15,Jefferson Farms,New Castle Hundred,541,True,9100,38000,Residential,1961.0,2.0,2.0,Yes,No,1250.0,253.0,No,Yes,No,1961.0,FeeSimple,Detached,1503.0,Main,Less than 2 months,Less than 2 months
3142,DENC522682,8.0,195000.0,3,2021,19720,Colonial,1626,0.06,Buena Vista Park,New Castle Hundred,55,False,7500,43800,Residential,1988.0,3.0,3.0,Yes,No,1425.0,0.0,No,Yes,No,1988.0,FeeSimple,End of Row/Townhouse,1425.0,"Main,Upper1",Less than 2 months,Less than 2 months
3143,DENC502242,39.0,209900.0,5,2020,19720,Colonial,1335,0.18,Oakmont,New Castle Hundred,265,True,5400,36700,Residential,1964.0,3.0,2.0,Yes,No,1525.0,485.0,No,Yes,No,1964.0,FeeSimple,Detached,2010.0,"Lower1,Main",Less than 2 months,Less than 2 months
3144,DENC519796,19.0,225450.0,1,2021,19720,Colonial,1290,0.26,Manor Park,New Castle Hundred,381,True,6000,34700,Residential,1953.0,3.0,1.0,No,No,1000.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,1000.0,Main,Less than 2 months,Less than 2 months
3145,DENC520296,7.0,215000.0,2,2021,19720,Colonial,976,0.15,Castle Hills,New Castle Hundred,163,False,6500,24300,Residential,1953.0,3.0,1.0,No,Yes,900.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,900.0,Main,Less than 2 months,Less than 2 months
3146,DENC510066,19.0,225000.0,9,2020,19720,Colonial,1356,0.15,New Castle Manor,New Castle City,110,True,7800,27000,Residential,1948.0,2.0,1.0,Yes,No,1300.0,0.0,No,Yes,No,1948.0,FeeSimple,Detached,1300.0,"Main,Upper1",Less than 2 months,Less than 2 months
3147,DENC517462,10.0,219999.0,12,2020,19720,Colonial,1439,0.1,Edinburgh Villas,New Castle Hundred,375,True,8400,37000,Residential,1995.0,4.0,2.0,Yes,No,1250.0,0.0,No,Yes,Yes,1995.0,FeeSimple,End of Row/Townhouse,1250.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
3148,DENC511696,4.0,225000.0,10,2020,19720,Colonial,1059,0.12,Collins Park,New Castle Hundred,340,True,5300,28100,Residential,1948.0,4.0,2.0,No,Yes,1225.0,0.0,No,Yes,No,1948.0,FeeSimple,Detached,1225.0,Main,Less than 2 months,Less than 2 months
3149,DENC504932,2.0,230000.0,7,2020,19720,Colonial,1214,0.17,Overview Gardens,New Castle Hundred,439,True,6600,31700,Residential,1956.0,4.0,2.0,Yes,No,1275.0,513.0,No,Yes,No,1956.0,FeeSimple,Detached,1788.0,Main,Less than 2 months,Less than 2 months
3150,DENC500226,9.0,205000.0,4,2020,19720,Colonial,1328,0.52,Christiana Acres,New Castle Hundred,45,True,8100,33800,Residential,1950.0,2.0,1.0,Yes,No,0.0,0.0,No,Yes,No,1950.0,FeeSimple,Detached,0.0,Main,Less than 2 months,Less than 2 months
3151,DENC498082,81.0,255000.0,3,2020,19720,Colonial,2473,0.33,Llangollen Estates,New Castle Hundred,54,True,13100,64900,Residential,1959.0,3.0,3.0,Yes,Yes,2325.0,752.0,No,No,No,1959.0,FeeSimple,Detached,3077.0,"Lower1,Main,Upper1",More than 2 months,Less than 2 months
3152,DENC497578,57.0,230000.0,3,2020,19720,Colonial,1262,0.17,Rambleton Acres,New Castle Hundred,177,True,7900,31900,Residential,1957.0,3.0,2.0,No,Yes,1050.0,0.0,No,Yes,No,1957.0,FeeSimple,Detached,1050.0,Main,Less than 2 months,Less than 2 months
3153,DENC494662,11.0,210000.0,3,2020,19720,Colonial,1610,0.17,Rambleton Acres,New Castle Hundred,95,True,7900,42900,Residential,1959.0,3.0,2.0,Yes,Yes,1425.0,0.0,No,Yes,No,1959.0,FeeSimple,Detached,1425.0,"Lower1,Main",Less than 2 months,Less than 2 months
3154,DENC493678,30.0,220000.0,1,2020,19720,Colonial,2425,0.18,Penn Acres South,New Castle Hundred,151,True,13300,63200,Residential,1975.0,4.0,3.0,Yes,Yes,1825.0,0.0,No,Yes,Yes,1975.0,FeeSimple,Detached,1825.0,"Main,Upper1",Less than 2 months,Less than 2 months
3155,DENC509304,6.0,199900.0,9,2020,19720,Colonial,1163,0.11,Collins Park,New Castle Hundred,307,True,5100,31600,Residential,1945.0,3.0,2.0,Yes,No,1225.0,400.0,No,Yes,No,1945.0,FeeSimple,Detached,1625.0,"Lower1,Main,Upper1",Less than 2 months,More than 2 months
3156,DENC501834,2.0,215000.0,6,2020,19720,Colonial,1541,0.12,Wilm Manor,New Castle Hundred,10,True,6800,41800,Residential,1940.0,4.0,2.0,Yes,No,1375.0,0.0,No,Yes,No,1940.0,FeeSimple,Detached,1375.0,Main,Less than 2 months,More than 2 months
3157,DENC507942,10.0,219000.0,8,2020,19720,Colonial,1370,0.17,Overview Gardens,New Castle Hundred,149,True,6600,36600,Residential,1956.0,3.0,2.0,Yes,Yes,1550.0,513.0,No,Yes,No,1956.0,FeeSimple,Detached,2063.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
3158,DENC493192,102.0,227000.0,1,2020,19720,Colonial,1664,0.2,New Castle Manor,New Castle City,107,True,10500,32200,Residential,1950.0,4.0,2.0,Yes,No,1300.0,0.0,No,No,Yes,1950.0,FeeSimple,Detached,1300.0,"Lower1,Lower2,Lower3,Main,Upper1",More than 2 months,More than 2 months
3159,DENC522074,18.0,229900.0,3,2021,19720,Colonial,1065,0.14,Garfield Park,New Castle Hundred,211,True,6300,27300,Residential,1952.0,3.0,1.0,No,No,1000.0,0.0,No,Yes,No,1952.0,FeeSimple,Detached,1000.0,Main,Less than 2 months,Less than 2 months
3160,DENC516932,3.0,209900.0,11,2020,19720,Colonial,986,0.16,Castle Hills,New Castle Hundred,172,True,6500,24600,Residential,1956.0,3.0,2.0,No,No,1000.0,0.0,No,Yes,No,1956.0,FeeSimple,Detached,1000.0,Main,Less than 2 months,Less than 2 months
3161,DENC523742,6.0,219900.0,4,2021,19720,Colonial,1785,0.18,Appleby Estates,New Castle Hundred,333,False,10600,45700,Residential,1988.0,3.0,2.0,No,Yes,1625.0,0.0,No,Yes,Yes,1988.0,FeeSimple,Twin/Semi-Detached,1625.0,"Main,Upper1",Less than 2 months,Less than 2 months
3162,DENC523270,5.0,209900.0,3,2021,19720,Colonial,1278,0.14,Collins Park,New Castle Hundred,31,True,5700,34600,Residential,1948.0,3.0,2.0,Yes,No,1550.0,360.0,No,No,No,1948.0,FeeSimple,Detached,1910.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
3163,DENC522144,8.0,215000.0,3,2021,19720,Colonial,1747,0.16,Beaver Brook Crest,New Castle Hundred,102,True,10800,44300,Residential,1985.0,2.0,2.0,No,Yes,1078.0,0.0,No,Yes,No,1985.0,FeeSimple,Detached,1078.0,Main,Less than 2 months,More than 2 months
3164,DENC512320,10.0,219900.0,10,2020,19720,Colonial,1442,0.12,Wilm Manor,New Castle Hundred,152,True,7200,38300,Residential,1940.0,3.0,2.0,Yes,Yes,1300.0,0.0,No,Yes,No,1940.0,FeeSimple,Detached,1300.0,"Main,Upper1",Less than 2 months,Less than 2 months
3165,DENC511520,2.0,209900.0,10,2020,19720,Colonial,1813,0.12,Minquadale,New Castle Hundred,303,True,4100,53100,Residential,2008.0,3.0,3.0,Yes,No,1200.0,0.0,No,Yes,No,2008.0,FeeSimple,Detached,1200.0,"Main,Upper1",Less than 2 months,Less than 2 months
3166,DENC499862,4.0,220000.0,4,2020,19720,Colonial,1519,0.17,Jefferson Farms,New Castle Hundred,416,True,9200,38700,Residential,1968.0,3.0,2.0,Yes,No,1325.0,0.0,No,Yes,No,1968.0,FeeSimple,Detached,1325.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
3167,DENC521696,6.0,214900.0,3,2021,19720,Colonial,1319,0.16,Overview Gardens,New Castle Hundred,189,True,6500,35100,Residential,1956.0,3.0,2.0,No,No,1550.0,660.0,No,Yes,No,1956.0,FeeSimple,Detached,2210.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
3168,DENC506716,5.0,230000.0,8,2020,19720,Colonial,1842,0.17,Jefferson Farms,New Castle Hundred,298,True,9200,48900,Residential,1968.0,3.0,2.0,Yes,No,1750.0,292.0,No,Yes,No,1968.0,FeeSimple,Detached,2042.0,"Lower1,Main",Less than 2 months,Less than 2 months
3169,DENC509872,7.0,205000.0,10,2020,19720,Colonial,1557,0.2,Jefferson Farms,New Castle Hundred,566,True,9400,39700,Residential,1974.0,3.0,2.0,Yes,No,1275.0,0.0,No,Yes,No,1974.0,FeeSimple,Detached,1275.0,"Lower1,Main,Upper1",Less than 2 months,Less than 2 months
3170,DENC505844,1.0,224000.0,7,2020,19720,Colonial,2147,0.11,Old New Castle,New Castle City,357,True,9600,45500,Residential,1949.0,3.0,2.0,Yes,No,1900.0,0.0,No,Yes,No,1949.0,FeeSimple,Detached,1900.0,Upper1,Less than 2 months,Less than 2 months
3171,DENC518606,31.0,219900.0,12,2020,19720,Colonial,1382,0.09,Holloway Terrace,New Castle Hundred,282,True,4100,50400,Residential,2005.0,3.0,3.0,Yes,Yes,1050.0,520.0,No,Yes,No,2005.0,FeeSimple,Detached,1570.0,Main,Less than 2 months,Less than 2 months
3172,DENC518340,25.0,224900.0,12,2020,19720,Colonial,1233,0.13,Chelsea Ests,New Castle Hundred,41,True,6700,32200,Residential,1953.0,3.0,1.0,No,No,950.0,0.0,No,Yes,No,1953.0,FeeSimple,Detached,950.0,Main,Less than 2 months,Less than 2 months
3173,DENC503518,4.0,224900.0,6,2020,19720,Colonial,1823,0.46,Eagle Glen,New Castle Hundred,28,True,10400,47100,Residential,1963.0,3.0,2.0,Yes,No,1975.0,325.0,No,Yes,No,1963.0,FeeSimple,Detached,2300.0,Main,Less than 2 months,Less than 2 months
3174,DENC521996,4.0,229900.0,3,2021,19720,Colonial,1351,0.15,Manor Park,New Castle Hundred,90,False,6500,36100,Residential,1951.0,3.0,2.0,No,Yes,1175.0,0.0,No,Yes,No,1951.0,FeeSimple,Detached,1175.0,Main,Less than 2 months,Less than 2 months
3175,DENC520956,6.0,210000.0,2,2021,19720,Colonial,1490,0.18,Rambleton Acres,New Castle Hundred,134,True,8000,39000,Residential,1990.0,3.0,2.0,Yes,No,1050.0,0.0,No,Yes,No,1990.0,FeeSimple,Detached,1050.0,Main,Less than 2 months,Less than 2 months
3176,DENC520892,7.0,225000.0,2,2021,19720,Colonial,2225,0.22,Van Dyke Vil,New Castle City,74,True,15000,42100,Residential,1968.0,3.0,2.0,Yes,No,1280.0,640.0,No,Yes,No,1968.0,FeeSimple,Detached,1920.0,Main,Less than 2 months,Less than 2 months
3177,DENC520646,13.0,245900.0,2,2021,19720,Colonial,276,0.12,Collins Park,New Castle Hundred,265,True,5300,40400,Residential,1947.0,4.0,2.0,Yes,No,1575.0,0.0,No,Yes,No,1947.0,FeeSimple,Detached,1575.0,"Lower1,Main,Upper1,Upper2",Less than 2 months,More than 2 months
3178,DENC519666,3.0,215000.0,1,2021,19720,Colonial,1427,0.18,Wilm Manor,New Castle Hundred,14,True,8600,36400,Residential,1943.0,3.0,2.0,Yes,No,1325.0,264.0,No,Yes,No,1943.0,FeeSimple,Detached,1589.0,"Lower1,Main,Upper1",Less than 2 months,More than 2 months
3179,DENC519554,19.0,219900.0,1,2021,19720,Colonial,1382,0.14,Wilm Manor,New Castle Hundred,114,True,8200,35400,Residential,1948.0,3.0,1.0,Yes,Yes,1300.0,0.0,No,Yes,No,1948.0,FeeSimple,Detached,1300.0,Upper1,Less than 2 months,More than 2 months
3180,DENC519196,11.0,220000.0,1,2021,19720,Colonial,1135,0.14,Chelsea Ests,New Castle Hundred,95,True,7000,28800,Residential,1952.0,3.0,1.0,No,No,1025.0,0.0,No,Yes,No,1952.0,FeeSimple,Detached,1025.0,Main,Less than 2 months,Less than 2 months
